Name,Genome,contig,Start,End,Source,Note,familyID
heterodermia.speciosa.2_tyr3362,heterodermia.speciosa.2,heterodermia.speciosa.2_202,817,2850,Newly-annotated lichen genomes,,
hetspe1_CAF9942110.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
lecanoromycetes.sp..3_tyr978,lecanoromycetes.sp..3,lecanoromycetes.sp..3_2220,4508,5656,Newly-annotated lichen genomes,,
ramalina.siliquosa.1_tyr3935,ramalina.siliquosa.1,ramalina.siliquosa.1_24,43034,44299,Newly-annotated lichen genomes,,
massalongia.carnosa.1_tyr2628,massalongia.carnosa.1,massalongia.carnosa.1_8,2216479,2218149,Newly-annotated lichen genomes,,
xylographa.bjoerkii.1_tyr2039,xylographa.bjoerkii.1,xylographa.bjoerkii.1_403,4530,5871,Newly-annotated lichen genomes,,
solorina.crocea.1_tyr3472,solorina.crocea.1,solorina.crocea.1_923,20895,22610,Newly-annotated lichen genomes,,
umbilicaria.iberica.1_tyr2631,umbilicaria.iberica.1,umbilicaria.iberica.1_15,1039649,1041708,Newly-annotated lichen genomes,,
umbilicaria.polyphylla.3_tyr3786,umbilicaria.polyphylla.3,umbilicaria.polyphylla.3_6,496146,497191,Newly-annotated lichen genomes,,
lecanorales.sp..5_tyr406,lecanorales.sp..5,lecanorales.sp..5_8,80606,82613,Newly-annotated lichen genomes,,
nadvornikia.sorediata.1_tyr3380,nadvornikia.sorediata.1,nadvornikia.sorediata.1_742,6350,8338,Newly-annotated lichen genomes,,
thelotrema.lepadinum.1_tyr3674,thelotrema.lepadinum.1,thelotrema.lepadinum.1_20,115988,116880,Newly-annotated lichen genomes,,
circinaria.calcarea.1_tyr3668,circinaria.calcarea.1,circinaria.calcarea.1_363,595,2648,Newly-annotated lichen genomes,,
psehyp1_505659,,,,,Gluck-Thaler and Vogan (2024),,fam05
teratosphaeriaceae.sp..1_tyr277,teratosphaeriaceae.sp..1,teratosphaeriaceae.sp..1_1,1923210,1925271,Newly-annotated lichen genomes,,
teratosphaeriaceae.sp..1_tyr2580,teratosphaeriaceae.sp..1,teratosphaeriaceae.sp..1_15,1451836,1452817,Newly-annotated lichen genomes,,
cerber1_tyr3938,,,,,Gluck-Thaler and Vogan (2024),,fam05
cerber1_6038,,,,,Gluck-Thaler and Vogan (2024),,fam05
teratosphaeriaceae.sp..1_tyr929,teratosphaeriaceae.sp..1,teratosphaeriaceae.sp..1_23,406676,408205,Newly-annotated lichen genomes,,
frisim1_TKA68777.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
frisim1_TKA79242.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
racant1_OQN95408.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
baupan1_EMC97231.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
mycosphaerellales.sp..2_tyr758,mycosphaerellales.sp..2,mycosphaerellales.sp..2_4,3114842,3117164,Newly-annotated lichen genomes,,
neoaci1_KAF2486406.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
mycosphaerellales.sp..1_tyr2339,mycosphaerellales.sp..1,mycosphaerellales.sp..1_24,731792,732788,Newly-annotated lichen genomes,,
neoaci1_KAF2478441.1_KAF2478442.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
racant1_OQN95439.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
zascel1_30718,,,,,Gluck-Thaler and Vogan (2024),,fam05
zascel1_tyr10949,,,,,Gluck-Thaler and Vogan (2024),,fam05
ramalina.thrausta.1_tyr185,ramalina.thrausta.1,ramalina.thrausta.1_529,3265,4237,Newly-annotated lichen genomes,,
ramalina.petrina.1_tyr3342,ramalina.petrina.1,ramalina.petrina.1_47,31202,32823,Newly-annotated lichen genomes,,
protoblastenia.rupestris.2_tyr2177,protoblastenia.rupestris.2,protoblastenia.rupestris.2_721,8687,9665,Newly-annotated lichen genomes,,
aspasp7_tyr614,,,,,Gluck-Thaler and Vogan (2024),,fam05
pensp.11_tyr8960,,,,,Gluck-Thaler and Vogan (2024),,fam05
talcel1_GAM41794.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
talver1_KUL81733.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspory7_tyr2327,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspwen1_OJJ29631.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
asppho1_RDK41012.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
asptan1_tyr2879,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspsoj2_tyr2667,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspust1_tyr3098,,,,,Gluck-Thaler and Vogan (2024),,fam05
aulhed1_KAF1980648.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
rhilig1_72239,,,,,Gluck-Thaler and Vogan (2024),,fam05
lasallia.pustulata.7_tyr482,lasallia.pustulata.7,lasallia.pustulata.7_3489,436749,438358,Newly-annotated lichen genomes,,
lasallia.pustulata.1_tyr3965,lasallia.pustulata.1,lasallia.pustulata.1_41,1085618,1086795,Newly-annotated lichen genomes,,
rhieri1_750159,,,,,Gluck-Thaler and Vogan (2024),,fam05
cudaci1_KAF4625152.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
rutsp.1_PQE27284.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
psesp.16_tyr9418,,,,,Gluck-Thaler and Vogan (2024),,fam05
psesp.18_KFY46141.1_KFY46142.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
blader5_EQL32851.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
polhys1_6343,,,,,Gluck-Thaler and Vogan (2024),,fam05
blaper1_3939,,,,,Gluck-Thaler and Vogan (2024),,fam05
emepas2_OJD09878.1_OJD09879.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
emepas2_OJD10625.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
hiscap4_ncRNA10775_ncRNA10776,,,,,Gluck-Thaler and Vogan (2024),,n.d.
parlut1_7852,,,,,Gluck-Thaler and Vogan (2024),,fam05
hiscap10_KAG5294641.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
parbra1_2719,,,,,Gluck-Thaler and Vogan (2024),,fam05
parbra2_EEH48327.2,,,,,Gluck-Thaler and Vogan (2024),,fam05
hiscap10_KAG5292110.1_KAG5292111.1_KAG5292112.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
blaper1_5932,,,,,Gluck-Thaler and Vogan (2024),,fam05
emmcre2_KKZ61922.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspasp12_tyr525,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspnov3_tyr2189,,,,,Gluck-Thaler and Vogan (2024),,fam05
asplat4_tyr1663,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspqua1_tyr2555,,,,,Gluck-Thaler and Vogan (2024),,fam05
asplep2_tyr1824,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspnig13_tyr2056,,,,,Gluck-Thaler and Vogan (2024),,fam05
asppse7_288767_264632,,,,,Gluck-Thaler and Vogan (2024),,n.d.
aspfum12_tyr1266,,,,,Gluck-Thaler and Vogan (2024),,fam05
asphir2_tyr1511,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspfla13_tyr1195,,,,,Gluck-Thaler and Vogan (2024),,fam05
penoxa1_6225,,,,,Gluck-Thaler and Vogan (2024),,fam05
penroq1_4089,,,,,Gluck-Thaler and Vogan (2024),,fam05
penrub1_CAP94151.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
asphan1_tyr1478,,,,,Gluck-Thaler and Vogan (2024),,fam05
asplat5_tyr1682,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspnid3_tyr2023,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspqua1_tyr2553,,,,,Gluck-Thaler and Vogan (2024),,fam05
pesfic1_tyr9064,,,,,Gluck-Thaler and Vogan (2024),,fam05
blaper1_1788,,,,,Gluck-Thaler and Vogan (2024),,fam05
blaper1_3581,,,,,Gluck-Thaler and Vogan (2024),,fam05
parbra1_3446,,,,,Gluck-Thaler and Vogan (2024),,fam05
parbra2_EEH47566.2,,,,,Gluck-Thaler and Vogan (2024),,fam05
parbra2_KGM92451.1_KGM92452.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
emmcre2_KKZ63868.1_KKZ63869.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
penbra1_tyr8704,,,,,Gluck-Thaler and Vogan (2024),,fam05
penbra1_tyr8712,,,,,Gluck-Thaler and Vogan (2024),,fam05
talpin1_KAF3401258.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
talmar2_KFX47975.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
elagra2_5163_5164,,,,,Gluck-Thaler and Vogan (2024),,n.d.
elagra2_tyr4808,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspter9_tyr2940,,,,,Gluck-Thaler and Vogan (2024),,fam05
psevol1_tyr9689,,,,,Gluck-Thaler and Vogan (2024),,fam05
blader3_7891_7892,,,,,Gluck-Thaler and Vogan (2024),,n.d.
cadsp.1_471581,,,,,Gluck-Thaler and Vogan (2024),,fam05
fuscopannaria.leucosticta.1_tyr648,fuscopannaria.leucosticta.1,fuscopannaria.leucosticta.1_2216,2489,4065,Newly-annotated lichen genomes,,
altatr1_CAG5179564.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
altlon1_tyr172,,,,,Gluck-Thaler and Vogan (2024),,fam05
bipmay2_EMD88483.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
zoprhi1_KAF2184210.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
zoprhi1_tyr11022,,,,,Gluck-Thaler and Vogan (2024),,fam05
linrhi1_417195,,,,,Gluck-Thaler and Vogan (2024),,fam05
treper1_542511,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylhev1_246969_246970,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lopnuc1_509612_608368_655764,,,,,Gluck-Thaler and Vogan (2024),,n.d.
flavoplaca.sp..1_tyr2392,flavoplaca.sp..1,flavoplaca.sp..1_926,7831,9998,Newly-annotated lichen genomes,,
pseudevernia.furfuracea.3_tyr1235,pseudevernia.furfuracea.3,pseudevernia.furfuracea.3_17,527450,529232,Newly-annotated lichen genomes,,
lachya1_TVY25215.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
melbic1_tyr8098,,,,,Gluck-Thaler and Vogan (2024),,fam05
trihir1_KAH0563164.1_KAH0563163.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lacari1_TVY13717.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
acemac1_707798,,,,,Gluck-Thaler and Vogan (2024),,fam05
rhysec1_tyr10005,,,,,Gluck-Thaler and Vogan (2024),,fam05
cadsp.2_tyr3757,,,,,Gluck-Thaler and Vogan (2024),,fam05
lepsp.1_550109_673825,,,,,Gluck-Thaler and Vogan (2024),,n.d.
phisco1_133811,,,,,Gluck-Thaler and Vogan (2024),,fam05
rhesp.1_201867_520848_520851,,,,,Gluck-Thaler and Vogan (2024),,n.d.
rhesp.1_414138_414213,,,,,Gluck-Thaler and Vogan (2024),,n.d.
rhysec1_tyr10006,,,,,Gluck-Thaler and Vogan (2024),,fam05
calmar1_178488,,,,,Gluck-Thaler and Vogan (2024),,fam05
trihir1_KAH0563021.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
lacari1_TVY12806.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
lachya1_TVY22339.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
oidmai1_62373_62374,,,,,Gluck-Thaler and Vogan (2024),,n.d.
peltigera.leucophlebia.1_tyr4120,peltigera.leucophlebia.1,peltigera.leucophlebia.1_2048,3311,4744,Newly-annotated lichen genomes,,
calmar1_577054,,,,,Gluck-Thaler and Vogan (2024),,fam05
cengeo1_tyr3834,,,,,Gluck-Thaler and Vogan (2024),,fam05
cengeo1_tyr3835,,,,,Gluck-Thaler and Vogan (2024),,fam05
pseudopyrenochaetaceae.sp..1_tyr1768,pseudopyrenochaetaceae.sp..1,pseudopyrenochaetaceae.sp..1_8,1168147,1170268,Newly-annotated lichen genomes,,
altarb7_tyr109,,,,,Gluck-Thaler and Vogan (2024),,fam05
altgai1_tyr158,,,,,Gluck-Thaler and Vogan (2024),,fam05
pyrtri5_tyr9846,,,,,Gluck-Thaler and Vogan (2024),,fam05
ascrab1_tyr338,,,,,Gluck-Thaler and Vogan (2024),,fam05
lizemp1_168641,,,,,Gluck-Thaler and Vogan (2024),,fam05
bipmay1_ENH98990.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
cocmiy1_41658,,,,,Gluck-Thaler and Vogan (2024),,fam05
ascrab1_tyr340,,,,,Gluck-Thaler and Vogan (2024),,fam05
bimnov1_585611,,,,,Gluck-Thaler and Vogan (2024),,fam05
bimnov1_tyr3321,,,,,Gluck-Thaler and Vogan (2024),,fam05
byscir1_tyr3672,,,,,Gluck-Thaler and Vogan (2024),,fam05
cloaqu1_495597,,,,,Gluck-Thaler and Vogan (2024),,fam05
mytres1_375477,,,,,Gluck-Thaler and Vogan (2024),,fam05
mytres1_384697,,,,,Gluck-Thaler and Vogan (2024),,fam05
mytres1_388358_388424,,,,,Gluck-Thaler and Vogan (2024),,n.d.
mytres1_491224,,,,,Gluck-Thaler and Vogan (2024),,fam05
cloaqu1_tyr4081,,,,,Gluck-Thaler and Vogan (2024),,fam05
zoprhi1_KAF2184180.1_KAF2184181.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
lenflu1_KAF2676861.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
leppal1_OCK73338.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
gloste1_222527,,,,,Gluck-Thaler and Vogan (2024),,fam05
cengeo1_tyr3876,,,,,Gluck-Thaler and Vogan (2024),,fam05
linrhi1_396397,,,,,Gluck-Thaler and Vogan (2024),,fam05
totfus1_729837_333907_645645,,,,,Gluck-Thaler and Vogan (2024),,n.d.
virvir1_tyr10748,,,,,Gluck-Thaler and Vogan (2024),,fam05
Starship-2_Afla-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspfum15_tyr1314,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspscl6_tyr2635,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspfum16_tyr1326,,,,,Gluck-Thaler and Vogan (2024),,fam05
asplen8_tyr1771,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspoer1_tyr2236,,,,,Gluck-Thaler and Vogan (2024),,fam05
asplep2_tyr1825,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspnid4_tyr2028,,,,,Gluck-Thaler and Vogan (2024),,fam05
pennor1_tyr8865,,,,,Gluck-Thaler and Vogan (2024),,fam05
raseme1_KKA16204.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
blaper1_2381,,,,,Gluck-Thaler and Vogan (2024),,fam05
blaper1_9954,,,,,Gluck-Thaler and Vogan (2024),,fam05
hiscap1_tyr7335,,,,,Gluck-Thaler and Vogan (2024),,fam05
cocimm3_KMU92327.1_KMU92328.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
emmcre2_KKZ60871.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
pensp.11_PCG88942.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
Starship-1_Foxy_Fo5176-Captain,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusequ4_tyr5487,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusave8_tyr5272,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusmus1_tyr6092,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusfus65_tyr5881,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusoxy29_474803,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusinc2_tyr6003,,,,,Gluck-Thaler and Vogan (2024),,fam05
fususs4_tyr6846,,,,,Gluck-Thaler and Vogan (2024),,fam05
fuscer2_tyr5355,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusequ5_tyr5495,,,,,Gluck-Thaler and Vogan (2024),,fam05
metmaj1_2504_2505,,,,,Gluck-Thaler and Vogan (2024),,n.d.
fusasi4_tyr5247,,,,,Gluck-Thaler and Vogan (2024),,fam05
fussp.5_KAF5611984.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
fuscir3_tyr5363,,,,,Gluck-Thaler and Vogan (2024),,fam05
fuspro7_tyr6510,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusste1_tyr6701,,,,,Gluck-Thaler and Vogan (2024),,fam05
fustup1_tyr6815,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusfus29_tyr5699,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusfus31_tyr5729,,,,,Gluck-Thaler and Vogan (2024),,fam05
dacmac1_659788,,,,,Gluck-Thaler and Vogan (2024),,fam05
beabas2_KGQ12276.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
crypar1_KAF3768443.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
diaamp1_10693,,,,,Gluck-Thaler and Vogan (2024),,fam05
diabat1_KAG8157681.1_KAG8157653.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xylpal1_601133,,,,,Gluck-Thaler and Vogan (2024),,fam05
diaamp1_tyr4650,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylsp.15_432324,,,,,Gluck-Thaler and Vogan (2024),,fam05
neocla1_KAF7521542.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylcf.1_507826,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylcub1_494674,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylsp.2_355315,,,,,Gluck-Thaler and Vogan (2024),,fam05
diacit1_KAG6358485.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
xyllon1_530278,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylsp.15_427122,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylsp.11_322789,,,,,Gluck-Thaler and Vogan (2024),,fam05
funsp.2_GAW15977.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylgra1_359715,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylcf.2_551827,,,,,Gluck-Thaler and Vogan (2024),,fam05
kredeu1_621827,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylarb1_430476_471988,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xylacu1_521853,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylsp.9_38763_718660,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xylcf.2_534528_534527,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xyltel1_567555,,,,,Gluck-Thaler and Vogan (2024),,fam05
staele1_500552,,,,,Gluck-Thaler and Vogan (2024),,fam05
xylsp.18_tyr10859,,,,,Gluck-Thaler and Vogan (2024),,fam05
colcam1_tyr4276,,,,,Gluck-Thaler and Vogan (2024),,fam05
kredeu2_517727,,,,,Gluck-Thaler and Vogan (2024),,fam05
colspi1_tyr4386,,,,,Gluck-Thaler and Vogan (2024),,fam05
coltof2_11826_11827,,,,,Gluck-Thaler and Vogan (2024),,n.d.
xylsp.19_237375,,,,,Gluck-Thaler and Vogan (2024),,fam05
fusrus1_tyr6576,,,,,Gluck-Thaler and Vogan (2024),,fam05
hirrho1_KAH0961187.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
toloph1_1610,,,,,Gluck-Thaler and Vogan (2024),,fam05
metbru1_tyr8161,,,,,Gluck-Thaler and Vogan (2024),,fam05
pocchl2_RZR61296.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
toloph1_3948,,,,,Gluck-Thaler and Vogan (2024),,fam05
mictri1_425164,,,,,Gluck-Thaler and Vogan (2024),,fam05
artunc1_KAF3484272.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
artunc1_KAF3492095.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspara2_tyr470,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspuda6_tyr3047,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspflo1_tyr1229,,,,,Gluck-Thaler and Vogan (2024),,fam05
penroq1_3856,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspwes1_tyr3212,,,,,Gluck-Thaler and Vogan (2024),,fam05
pencam1_9182_9183,,,,,Gluck-Thaler and Vogan (2024),,n.d.
pencam1_5738,,,,,Gluck-Thaler and Vogan (2024),,fam05
pennal1_11775,,,,,Gluck-Thaler and Vogan (2024),,fam05
penzon1_tyr9052,,,,,Gluck-Thaler and Vogan (2024),,fam05
paeniv1_62125,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspasp7_tyr613,,,,,Gluck-Thaler and Vogan (2024),,fam05
paeniv1_60818,,,,,Gluck-Thaler and Vogan (2024),,fam05
fussp.6_KAF5007163.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
talmar2_KFX41117.1_lncRNA0700070,,,,,Gluck-Thaler and Vogan (2024),,n.d.
talatr1_4403,,,,,Gluck-Thaler and Vogan (2024),,fam05
talsti1_5901,,,,,Gluck-Thaler and Vogan (2024),,fam05
talmar2_KFX41220.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
cocimm1_tyr4125,,,,,Gluck-Thaler and Vogan (2024),,fam05
cocpos5_KMM68959.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
uncree2_tyr10647,,,,,Gluck-Thaler and Vogan (2024),,fam05
emmcre2_KKZ61489.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
hiscap1_tyr7384,,,,,Gluck-Thaler and Vogan (2024),,fam05
hiscap3_QSS69343.1_ncRNA10612,,,,,Gluck-Thaler and Vogan (2024),,n.d.
hiscap5_EER37235.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
hiscap4_tyr7429,,,,,Gluck-Thaler and Vogan (2024),,fam05
triequ1_7282,,,,,Gluck-Thaler and Vogan (2024),,fam05
triton1_5425,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspell2_tyr1085,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspuda6_tyr3046,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspnom1_125579_139535,,,,,Gluck-Thaler and Vogan (2024),,n.d.
aspory2_EIT83020.1_EIT83023.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
aspory7_tyr2325,,,,,Gluck-Thaler and Vogan (2024),,fam05
asppho1_RDK41021.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspber2_KAE8379024.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
eurrub1_405644_415988,,,,,Gluck-Thaler and Vogan (2024),,n.d.
pensp.9_tyr8981,,,,,Gluck-Thaler and Vogan (2024),,fam05
pensol2_2141_2142,,,,,Gluck-Thaler and Vogan (2024),,n.d.
asptam4_tyr2840,,,,,Gluck-Thaler and Vogan (2024),,fam05
blader3_tyr3427,,,,,Gluck-Thaler and Vogan (2024),,fam05
cocpos2_6003,,,,,Gluck-Thaler and Vogan (2024),,fam05
elagra2_2112,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspasp2_tyr555,,,,,Gluck-Thaler and Vogan (2024),,fam05
asppar5_tyr2394,,,,,Gluck-Thaler and Vogan (2024),,fam05
asppar13_tyr2371,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspnom1_155723,,,,,Gluck-Thaler and Vogan (2024),,fam05
aspter9_tyr2936,,,,,Gluck-Thaler and Vogan (2024),,fam05
pensub1_OKP09913.1_OKP09914.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
penthy1_208992,,,,,Gluck-Thaler and Vogan (2024),,fam05
talrug1_QKX60769.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
blader5_EQL29727.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
hiscap1_tyr7371,,,,,Gluck-Thaler and Vogan (2024),,fam05
lambiella.insularis.1_tyr3854,lambiella.insularis.1,lambiella.insularis.1_92,37812,39865,Newly-annotated lichen genomes,,
botdot1_290492,,,,,Gluck-Thaler and Vogan (2024),,fam05
lasthe1_tyr7811,,,,,Gluck-Thaler and Vogan (2024),,fam05
lasthe3_KAB2568541.1,,,,,Gluck-Thaler and Vogan (2024),,fam05
coniocarpon.cinnabarinum.2_tyr169,coniocarpon.cinnabarinum.2,coniocarpon.cinnabarinum.2_522,1822,3620,Newly-annotated lichen genomes,,
chrysothrix.sp..1_tyr3844,chrysothrix.sp..1,chrysothrix.sp..1_201,47006,49002,Newly-annotated lichen genomes,,
coniocarpon.cinnabarinum.2_tyr3740,coniocarpon.cinnabarinum.2,coniocarpon.cinnabarinum.2_297,15358,17452,Newly-annotated lichen genomes,,
cornicularia.normoerica.2_tyr176,cornicularia.normoerica.2,cornicularia.normoerica.2_1089,6114,7077,Newly-annotated lichen genomes,,
letrouitia.transgressa.2_tyr670,letrouitia.transgressa.2,letrouitia.transgressa.2_74,28782,30014,Newly-annotated lichen genomes,,
cladonia.uncialis.1_tyr1299,cladonia.uncialis.1,cladonia.uncialis.1_28,506878,507856,Newly-annotated lichen genomes,,
cladonia.rangiferina.2_tyr2351,cladonia.rangiferina.2,cladonia.rangiferina.2_399,81562,83187,Newly-annotated lichen genomes,,
pseudevernia.furfuracea.1_tyr327,pseudevernia.furfuracea.1,pseudevernia.furfuracea.1_7,493347,494212,Newly-annotated lichen genomes,,
imsale1_tyr7676,,,,,Gluck-Thaler and Vogan (2024),,fam05
usnea.hakonensis.1_tyr1050,usnea.hakonensis.1,usnea.hakonensis.1_312,332,2121,Newly-annotated lichen genomes,,
usnea.hakonensis.1_tyr513,usnea.hakonensis.1,usnea.hakonensis.1_373,1075,2157,Newly-annotated lichen genomes,,
usnea.hakonensis.1_tyr3823,usnea.hakonensis.1,usnea.hakonensis.1_399,541,1317,Newly-annotated lichen genomes,,
flavopunctelia.flaventior.1_tyr3604,flavopunctelia.flaventior.1,flavopunctelia.flaventior.1_127,7389,8811,Newly-annotated lichen genomes,,
umbilicaria.hispanica.1_tyr1614,umbilicaria.hispanica.1,umbilicaria.hispanica.1_15,434276,436346,Newly-annotated lichen genomes,,
trapelia.coarctata.2_tyr1443,trapelia.coarctata.2,trapelia.coarctata.2_1221,3245,4669,Newly-annotated lichen genomes,,
clagra1_11292,,,,,Gluck-Thaler and Vogan (2024),,fam05
lecanoromycetes.sp..2_tyr232,lecanoromycetes.sp..2,lecanoromycetes.sp..2_1446,516,1528,Newly-annotated lichen genomes,,
brianaria.bauschiana.1_tyr2644,brianaria.bauschiana.1,brianaria.bauschiana.1_1911,462,2583,Newly-annotated lichen genomes,,
ramalina.siliquosa.1_tyr1191,ramalina.siliquosa.1,ramalina.siliquosa.1_26,890500,892528,Newly-annotated lichen genomes,,
letrouitia.transgressa.1_tyr1836,letrouitia.transgressa.1,letrouitia.transgressa.1_21,683,2092,Newly-annotated lichen genomes,,
porpidia.macrocarpa.1_tyr578,porpidia.macrocarpa.1,porpidia.macrocarpa.1_1220,8006,8956,Newly-annotated lichen genomes,,
umbilicaria.crustulosa.1_tyr1108,umbilicaria.crustulosa.1,umbilicaria.crustulosa.1_2,1328972,1331034,Newly-annotated lichen genomes,,
grascr1_10188,,,,,Gluck-Thaler and Vogan (2024),,fam05
pseudosagedia.sp..1_tyr3004,pseudosagedia.sp..1,pseudosagedia.sp..1_1180,743,2829,Newly-annotated lichen genomes,,
dermiscellum.oulocheilum.1_tyr3730,dermiscellum.oulocheilum.1,dermiscellum.oulocheilum.1_1174,1451,3455,Newly-annotated lichen genomes,,
umbilicaria.vellea.1_tyr4141,umbilicaria.vellea.1,umbilicaria.vellea.1_1236,15299,17611,Newly-annotated lichen genomes,,
