Query	Subject 	Description	Scientific Name	Max Score	Total Score	Query Cover	E value	Per. ident	Acc. Len	Accession  
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	Cladonia uncialis subsp. uncialis clone DNAstar32 genomic sequence	Cladonia uncialis subsp. uncialis	49.7	49.7	21%	2e-04	23.36	73373	KX264279.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	Cladonia uncialis subsp. uncialis clone SPAdes3 genomic sequence	Cladonia uncialis subsp. uncialis	49.7	49.7	21%	2e-04	23.36	113581	MG777471.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 25"	Cladonia portentosa	49.7	49.7	12%	3e-04	23.66	486778	OZ232360.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_008429), partial mRNA"	Letharia columbiana	48.1	48.1	17%	3e-04	24.9	990	XM_037310329.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 3"	Cladonia diversa	49.3	49.3	12%	3e-04	21.43	2064425	OZ208675.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_002258), partial mRNA"	Bacidia gigantensis	48.9	48.9	24%	3e-04	23.24	4167	XM_044810784.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 20"	Cladonia squamosa	48.9	48.9	10%	5e-04	29.56	1117100	OX392391.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_002603), partial mRNA"	Letharia lupina	48.5	48.5	17%	5e-04	22.91	6093	XM_037293529.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 20"	Cladonia diversa	48.5	48.5	11%	5e-04	25.29	1120590	OZ208692.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 17"	Cladonia norvegica	48.5	48.5	10%	5e-04	29.75	1237962	OZ020216.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 19"	Cladonia portentosa	48.5	48.5	3%	5e-04	48.94	1134964	OZ232354.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Flavoplaca marina genome assembly, chromosome: 14"	Flavoplaca marina	48.5	48.5	28%	6e-04	22.49	1440631	OZ245350.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia columbiana uncharacterized protein (HO173_003771), partial mRNA"	Letharia columbiana	47.8	47.8	9%	6e-04	32.14	2295	XM_037305696.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Umbilicaria deusta genome assembly, chromosome: 2"	Umbilicaria deusta	48.1	48.1	7%	6e-04	35.58	2353275	OZ203544.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 17"	Cladonia squamosa	47.8	90.5	31%	0.001	25.97	1275953	OX392388.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_008477), partial mRNA"	Bacidia gigantensis	47	47	31%	0.001	17.72	3474	XM_044816966.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 5"	Cladonia diversa	46.6	46.6	18%	0.002	20.98	1889133	OZ208677.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 7"	Cladonia norvegica	46.6	46.6	18%	0.002	21.53	1646023	OZ020206.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_004309), partial mRNA"	Letharia lupina	45.8	45.8	13%	0.003	27.23	2202	XM_037295227.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 2"	Cladonia squamosa	46.2	91.6	23%	0.003	21.59	2120710	OX392373.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 9"	Cladonia portentosa	45.8	45.8	12%	0.004	23.78	1560360	OZ232344.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 18"	Cladonia norvegica	45.8	90.9	29%	0.004	20.62	1188953	OZ020217.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 10"	Cladonia portentosa	45.4	45.4	19%	0.005	22.05	1541362	OZ232345.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Letharia lupina uncharacterized protein (HO133_003854), partial mRNA"	Letharia lupina	45.1	45.1	12%	0.005	23.5	4377	XM_037294776.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia portentosa genome assembly, chromosome: 13"	Cladonia portentosa	45.1	45.1	13%	0.005	21.03	1430520	OZ232348.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia squamosa genome assembly, chromosome: 1"	Cladonia squamosa	45.1	45.1	5%	0.006	34.78	2218899	OX392372.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Platismatia glauca genome assembly, chromosome: 3"	Platismatia glauca	45.1	45.1	10%	0.006	23.45	2152978	OY745765.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 18"	Cladonia diversa	44.7	44.7	13%	0.008	25.98	1334447	OZ208690.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia norvegica genome assembly, chromosome: 8"	Cladonia norvegica	44.7	44.7	5%	0.008	30.26	1590646	OZ020207.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Cladonia diversa genome assembly, chromosome: 22"	Cladonia diversa	44.7	44.7	21%	0.008	22.7	861413	OZ208694.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_000509), partial mRNA"	Bacidia gigantensis	44.3	44.3	27%	0.009	20.63	3426	XM_044809045.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Platismatia glauca genome assembly, chromosome: 16"	Platismatia glauca	43.9	43.9	3%	0.014	48.89	1246429	OY745778.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Bacidia gigantensis uncharacterized protein (KY384_004765), partial mRNA"	Bacidia gigantensis	43.5	43.5	10%	0.016	31.17	2826	XM_044813269.1
XANPAOZ2100_002167-T1	nt/nr limited to Lecanoromycetes	"Flavoplaca marina genome assembly, chromosome: 8"	Flavoplaca marina	43.5	43.5	13%	0.017	21.84	1788174	OZ245344.1
