HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N1.HOG0003094	OG0002810	n0			XANPAOZ2100_008287-T1	XANPARI20_007621-T1
N1.HOG0003095	OG0002811	n0			XANPAOZ2100_008286-T1	XANPARI20_007620-T1
N1.HOG0003096	OG0002812	n0			XANPAOZ2100_008285-T1	XANPARI20_007619-T1
N1.HOG0003097	OG0002813	n0			XANPAOZ2100_008284-T1	XANPARI20_007618-T1
N1.HOG0003098	OG0002814	n0			XANPAOZ2100_008283-T1	XANPARI20_007617-T1
N1.HOG0003099	OG0002815	n0			XANPAOZ2100_008281-T1	XANPARI20_007615-T1
N1.HOG0003100	OG0002816	n0			XANPAOZ2100_008280-T1	XANPARI20_007614-T1
N1.HOG0003101	OG0002817	n0			XANPAOZ2100_008279-T1	XANPARI20_007613-T1
N1.HOG0003102	OG0002818	n0			XANPAOZ2100_008277-T1	XANPARI20_007611-T1
N1.HOG0003103	OG0002819	n0			XANPAOZ2100_008276-T1	XANPARI20_007610-T1
N1.HOG0003104	OG0002820	n0			XANPAOZ2100_008275-T1	XANPARI20_007609-T1
N1.HOG0003105	OG0002821	n0			XANPAOZ2100_008274-T1	XANPARI20_007608-T1
N1.HOG0003106	OG0002822	n0			XANPAOZ2100_008273-T1	XANPARI20_007607-T1
N1.HOG0003107	OG0002823	n0			XANPAOZ2100_008272-T1	XANPARI20_007606-T1
N1.HOG0003108	OG0002824	n0			XANPAOZ2100_008270-T1	XANPARI20_007604-T1
N1.HOG0003109	OG0002825	n0			XANPAOZ2100_008269-T1	XANPARI20_007603-T1
N1.HOG0003110	OG0002826	n0			XANPAOZ2100_008268-T1	XANPARI20_007602-T1
N1.HOG0003111	OG0002827	n0			XANPAOZ2100_008267-T1	XANPARI20_007601-T1
N1.HOG0003112	OG0002828	n0			XANPAOZ2100_008266-T1	XANPARI20_007600-T1
N1.HOG0003113	OG0002829	n0			XANPAOZ2100_008265-T1	XANPARI20_007599-T1
N1.HOG0003114	OG0002830	n0			XANPAOZ2100_008264-T1	XANPARI20_007598-T1
N1.HOG0003115	OG0002831	n0			XANPAOZ2100_008263-T1	XANPARI20_007597-T1
N1.HOG0003116	OG0002832	n0			XANPAOZ2100_008262-T1	XANPARI20_007596-T1
N1.HOG0003117	OG0002833	n0			XANPAOZ2100_008261-T1	XANPARI20_007595-T1
N1.HOG0003118	OG0002834	n0			XANPAOZ2100_008260-T1	XANPARI20_007593-T1
N1.HOG0003119	OG0002835	n0			XANPAOZ2100_008259-T1	XANPARI20_007592-T1
N1.HOG0003120	OG0002836	n0			XANPAOZ2100_008258-T1	XANPARI20_007591-T1
N1.HOG0003121	OG0002837	n0			XANPAOZ2100_008256-T1	XANPARI20_007589-T1
N1.HOG0003122	OG0002838	n0			XANPAOZ2100_008255-T1	XANPARI20_007588-T1
N1.HOG0003123	OG0002839	n0			XANPAOZ2100_008253-T1	XANPARI20_007587-T1
N1.HOG0003124	OG0002840	n0			XANPAOZ2100_008250-T1	XANPARI20_007584-T1
N1.HOG0003125	OG0002841	n0			XANPAOZ2100_008249-T1	XANPARI20_007583-T1
N1.HOG0003126	OG0002842	n0			XANPAOZ2100_008248-T1	XANPARI20_007582-T1
N1.HOG0003127	OG0002843	n0			XANPAOZ2100_008247-T1	XANPARI20_007580-T1
N1.HOG0003128	OG0002844	n0			XANPAOZ2100_008246-T1	XANPARI20_007579-T1
N1.HOG0003129	OG0002845	n0			XANPAOZ2100_008245-T1	XANPARI20_007578-T1
N1.HOG0003130	OG0002846	n0			XANPAOZ2100_008244-T1	XANPARI20_007577-T1
N1.HOG0003131	OG0002847	n0			XANPAOZ2100_008243-T1	XANPARI20_007576-T1
N1.HOG0003132	OG0002848	n0			XANPAOZ2100_008242-T1	XANPARI20_007575-T1
N1.HOG0003133	OG0002849	n0			XANPAOZ2100_008241-T1	XANPARI20_007574-T1
N1.HOG0003134	OG0002850	n0			XANPAOZ2100_008240-T1	XANPARI20_007572-T1
N1.HOG0003135	OG0002851	n0			XANPAOZ2100_008239-T1	XANPARI20_007571-T1
N1.HOG0003136	OG0002852	n0			XANPAOZ2100_008238-T1	XANPARI20_007570-T1
N1.HOG0003137	OG0002853	n0			XANPAOZ2100_008237-T1	XANPARI20_007569-T1
N1.HOG0003138	OG0002854	n0			XANPAOZ2100_008236-T1	XANPARI20_007568-T1
N1.HOG0003139	OG0002855	n0			XANPAOZ2100_008234-T1	XANPARI20_007566-T1
N1.HOG0003140	OG0002856	n0			XANPAOZ2100_008233-T1	XANPARI20_007565-T1
N1.HOG0003141	OG0002857	n0			XANPAOZ2100_008232-T1	XANPARI20_007564-T1
N1.HOG0003142	OG0002858	n0			XANPAOZ2100_008231-T1	XANPARI20_007563-T1
N1.HOG0003143	OG0002859	n0			XANPAOZ2100_008230-T1	XANPARI20_007562-T1
N1.HOG0003144	OG0002860	n0			XANPAOZ2100_008229-T1	XANPARI20_007561-T1
N1.HOG0003145	OG0002861	n0			XANPAOZ2100_008228-T1	XANPARI20_007560-T1
N1.HOG0003146	OG0002862	n0			XANPAOZ2100_008224-T1	XANPARI20_007556-T1
N1.HOG0003147	OG0002863	n0			XANPAOZ2100_008222-T1	XANPARI20_007554-T1
N1.HOG0003148	OG0002864	n0			XANPAOZ2100_008221-T1	XANPARI20_007553-T1
N1.HOG0003149	OG0002865	n0			XANPAOZ2100_008220-T1	XANPARI20_007552-T1
N1.HOG0003150	OG0002866	n0			XANPAOZ2100_008219-T1	XANPARI20_007551-T1
N1.HOG0003151	OG0002867	n0			XANPAOZ2100_008216-T1	XANPARI20_007548-T1
N1.HOG0003152	OG0002868	n0			XANPAOZ2100_008215-T1	XANPARI20_007547-T1
N1.HOG0003153	OG0002869	n0			XANPAOZ2100_008214-T1	XANPARI20_007546-T1
N1.HOG0003154	OG0002870	n0			XANPAOZ2100_008213-T1	XANPARI20_007545-T1
N1.HOG0003155	OG0002871	n0			XANPAOZ2100_008212-T1	XANPARI20_007544-T1
N1.HOG0003156	OG0002872	n0			XANPAOZ2100_008211-T1	XANPARI20_007543-T1
N1.HOG0003157	OG0002873	n0			XANPAOZ2100_008210-T1	XANPARI20_007542-T1
N1.HOG0003158	OG0002874	n0			XANPAOZ2100_008207-T1	XANPARI20_007539-T1
N1.HOG0003159	OG0002875	n0			XANPAOZ2100_008205-T1	XANPARI20_007537-T1
N1.HOG0003160	OG0002876	n0			XANPAOZ2100_008204-T1	XANPARI20_007536-T1
N1.HOG0003161	OG0002877	n0			XANPAOZ2100_008203-T1	XANPARI20_007535-T1
N1.HOG0003162	OG0002878	n0			XANPAOZ2100_008202-T1	XANPARI20_007534-T1
N1.HOG0003163	OG0002879	n0			XANPAOZ2100_008201-T1	XANPARI20_007533-T1
N1.HOG0003164	OG0002880	n0			XANPAOZ2100_008200-T1	XANPARI20_007532-T1
N1.HOG0003165	OG0002881	n0			XANPAOZ2100_008199-T1	XANPARI20_007531-T1
N1.HOG0003166	OG0002882	n0			XANPAOZ2100_008198-T1	XANPARI20_007530-T1
N1.HOG0003167	OG0002883	n0			XANPAOZ2100_008197-T1	XANPARI20_007529-T1
N1.HOG0003168	OG0002884	n0			XANPAOZ2100_008196-T1	XANPARI20_007528-T1
N1.HOG0003169	OG0002885	n0			XANPAOZ2100_008195-T1	XANPARI20_007527-T1
N1.HOG0003170	OG0002886	n0			XANPAOZ2100_008194-T1	XANPARI20_007526-T1
N1.HOG0003171	OG0002887	n0			XANPAOZ2100_008193-T1	XANPARI20_007525-T1
N1.HOG0003172	OG0002888	n0			XANPAOZ2100_008192-T1	XANPARI20_007524-T1
N1.HOG0003173	OG0002889	n0				XANPARI20_007523-T1
N1.HOG0003174	OG0002890	n0			XANPAOZ2100_008191-T1	XANPARI20_007522-T1
N1.HOG0003175	OG0002891	n0			XANPAOZ2100_008190-T1	XANPARI20_007521-T1
N1.HOG0003176	OG0002892	n0			XANPAOZ2100_008188-T1	XANPARI20_007519-T1
N1.HOG0003177	OG0002893	n0			XANPAOZ2100_008187-T1	XANPARI20_007518-T1
N1.HOG0003178	OG0002894	n0			XANPAOZ2100_008186-T1	XANPARI20_007517-T1
N1.HOG0003179	OG0002895	n0			XANPAOZ2100_008185-T1	XANPARI20_007516-T1
N1.HOG0003180	OG0002896	n0			XANPAOZ2100_008184-T1	XANPARI20_007515-T1
N1.HOG0003181	OG0002897	n0			XANPAOZ2100_008183-T1	XANPARI20_007514-T1
N1.HOG0003182	OG0002898	n0			XANPAOZ2100_008182-T1	XANPARI20_007513-T1
N1.HOG0003183	OG0002899	n0			XANPAOZ2100_008181-T1	XANPARI20_007512-T1
N1.HOG0003184	OG0002900	n0			XANPAOZ2100_008180-T1	XANPARI20_007510-T1
N1.HOG0003185	OG0002901	n0			XANPAOZ2100_008179-T1	XANPARI20_007509-T1
N1.HOG0003186	OG0002902	n0			XANPAOZ2100_008178-T1	XANPARI20_007508-T1
N1.HOG0003187	OG0002903	n0			XANPAOZ2100_008177-T1	XANPARI20_007506-T1
N1.HOG0003188	OG0002904	n0			XANPAOZ2100_008176-T1	XANPARI20_007505-T1
N1.HOG0003189	OG0002905	n0			XANPAOZ2100_008175-T1	XANPARI20_007504-T1
N1.HOG0003190	OG0002906	n0			XANPAOZ2100_008174-T1	XANPARI20_007503-T1
N1.HOG0003191	OG0002907	n0			XANPAOZ2100_008173-T1	XANPARI20_007502-T1
N1.HOG0003192	OG0002908	n0			XANPAOZ2100_008172-T1	XANPARI20_007501-T1
N1.HOG0003193	OG0002909	n0			XANPAOZ2100_008171-T1	XANPARI20_007500-T1
N1.HOG0003194	OG0002910	n0			XANPAOZ2100_008170-T1	XANPARI20_007499-T1
N1.HOG0003195	OG0002911	n0			XANPAOZ2100_008169-T1	XANPARI20_007498-T1
N1.HOG0003196	OG0002912	n0			XANPAOZ2100_008168-T1	XANPARI20_007497-T1
N1.HOG0003197	OG0002913	n0			XANPAOZ2100_008167-T1	XANPARI20_007496-T1
N1.HOG0003198	OG0002914	n0			XANPAOZ2100_008166-T1	XANPARI20_007495-T1
N1.HOG0003199	OG0002915	n0			XANPAOZ2100_008165-T1	XANPARI20_007494-T1
N1.HOG0003200	OG0002916	n0			XANPAOZ2100_008164-T1	XANPARI20_007493-T1
N1.HOG0003201	OG0002917	n0			XANPAOZ2100_008163-T1	XANPARI20_007492-T1
N1.HOG0003202	OG0002918	n0			XANPAOZ2100_008162-T1	XANPARI20_007491-T1
N1.HOG0003203	OG0002919	n0			XANPAOZ2100_008161-T1	XANPARI20_007490-T1
N1.HOG0003204	OG0002920	n0			XANPAOZ2100_008160-T1	XANPARI20_007489-T1
N1.HOG0003205	OG0002921	n0			XANPAOZ2100_008158-T1	XANPARI20_007487-T1
N1.HOG0003206	OG0002922	n0			XANPAOZ2100_008157-T1	XANPARI20_007486-T1
N1.HOG0003207	OG0002923	n0			XANPAOZ2100_008156-T1	XANPARI20_007485-T1
N1.HOG0003208	OG0002924	n0			XANPAOZ2100_008155-T1	XANPARI20_007484-T1
N1.HOG0003209	OG0002925	n0			XANPAOZ2100_008154-T1	XANPARI20_007483-T1
N1.HOG0003210	OG0002926	n0			XANPAOZ2100_008153-T1	XANPARI20_007482-T1
N1.HOG0003211	OG0002927	n0			XANPAOZ2100_008152-T1	XANPARI20_007481-T1
N1.HOG0003212	OG0002928	n0			XANPAOZ2100_008151-T1	XANPARI20_007480-T1
N1.HOG0003213	OG0002929	n0			XANPAOZ2100_008150-T1	XANPARI20_007479-T1
N1.HOG0003214	OG0002930	n0			XANPAOZ2100_008149-T1	XANPARI20_007478-T1
N1.HOG0003215	OG0002931	n0			XANPAOZ2100_008148-T1	XANPARI20_007477-T1
N1.HOG0003216	OG0002932	n0			XANPAOZ2100_008147-T1	XANPARI20_007476-T1
N1.HOG0003217	OG0002933	n0			XANPAOZ2100_008143-T1	XANPARI20_007473-T1
N1.HOG0003218	OG0002934	n0			XANPAOZ2100_008141-T1	XANPARI20_007472-T1
N1.HOG0003219	OG0002935	n0			XANPAOZ2100_008138-T1	XANPARI20_007470-T1
N1.HOG0003220	OG0002936	n0			XANPAOZ2100_008137-T1	XANPARI20_007469-T1
N1.HOG0003221	OG0002937	n0			XANPAOZ2100_008135-T1	XANPARI20_007468-T1
N1.HOG0003222	OG0002938	n0			XANPAOZ2100_008134-T1	XANPARI20_007467-T1
N1.HOG0003223	OG0002939	n0			XANPAOZ2100_008133-T1	XANPARI20_007466-T1
N1.HOG0003224	OG0002940	n0			XANPAOZ2100_008132-T1	XANPARI20_007465-T1
N1.HOG0003225	OG0002941	n0			XANPAOZ2100_008131-T1	XANPARI20_007464-T1
N1.HOG0003226	OG0002942	n0			XANPAOZ2100_008129-T1	XANPARI20_007462-T1
N1.HOG0003227	OG0002943	n0			XANPAOZ2100_008128-T1	XANPARI20_007461-T1
N1.HOG0003228	OG0002944	n0			XANPAOZ2100_008127-T1	XANPARI20_007460-T1
N1.HOG0003229	OG0002945	n0			XANPAOZ2100_008126-T1	XANPARI20_007458-T1
N1.HOG0003230	OG0002946	n0			XANPAOZ2100_008125-T1	XANPARI20_007457-T1
N1.HOG0003231	OG0002947	n0			XANPAOZ2100_008123-T1	XANPARI20_007455-T1
N1.HOG0003232	OG0002948	n0			XANPAOZ2100_008122-T1	XANPARI20_007454-T1
N1.HOG0003233	OG0002949	n0			XANPAOZ2100_008121-T1	XANPARI20_007453-T1
N1.HOG0003234	OG0002950	n0			XANPAOZ2100_008120-T1	XANPARI20_007452-T1
N1.HOG0003235	OG0002951	n0			XANPAOZ2100_008119-T1	XANPARI20_007451-T1
N1.HOG0003236	OG0002952	n0			XANPAOZ2100_008118-T1	XANPARI20_007450-T1
N1.HOG0003237	OG0002953	n0			XANPAOZ2100_008117-T1	XANPARI20_007449-T1
N1.HOG0003238	OG0002954	n0			XANPAOZ2100_008111-T1	XANPARI20_007444-T1
N1.HOG0003239	OG0002955	n0			XANPAOZ2100_006173-T1	
N1.HOG0003240	OG0002956	n0			XANPAOZ2100_008108-T1	XANPARI20_007441-T1
N1.HOG0003241	OG0002957	n0			XANPAOZ2100_008091-T1	XANPARI20_007423-T1
N1.HOG0003242	OG0002958	n0			XANPAOZ2100_008085-T1	XANPARI20_007417-T1
N1.HOG0003243	OG0002959	n0			XANPAOZ2100_008084-T1	XANPARI20_007416-T1
N1.HOG0003244	OG0002960	n0			XANPAOZ2100_008083-T1	XANPARI20_007415-T1
N1.HOG0003245	OG0002961	n0			XANPAOZ2100_008081-T1	XANPARI20_007413-T1
N1.HOG0003246	OG0002962	n0			XANPAOZ2100_008080-T1	XANPARI20_007412-T1
N1.HOG0003247	OG0002963	n0			XANPAOZ2100_008079-T1	XANPARI20_007411-T1
N1.HOG0003248	OG0002964	n0			XANPAOZ2100_008076-T1	XANPARI20_007407-T1
N1.HOG0003249	OG0002965	n0			XANPAOZ2100_008074-T1	XANPARI20_007406-T1
N1.HOG0003250	OG0002966	n0			XANPAOZ2100_008071-T1	XANPARI20_007404-T1
N1.HOG0003251	OG0002967	n0			XANPAOZ2100_008068-T1	XANPARI20_007402-T1
N1.HOG0003252	OG0002968	n0			XANPAOZ2100_008066-T1	XANPARI20_007400-T1
N1.HOG0003253	OG0002969	n0			XANPAOZ2100_008067-T1	XANPARI20_007401-T1
N1.HOG0003254	OG0002970	n0			XANPAOZ2100_008065-T1	XANPARI20_007399-T1
N1.HOG0003255	OG0002971	n0			XANPAOZ2100_008062-T1	XANPARI20_007396-T1
N1.HOG0003256	OG0002972	n0			XANPAOZ2100_008061-T1	XANPARI20_007395-T1
N1.HOG0003257	OG0002973	n0			XANPAOZ2100_001240-T1	XANPARI20_007770-T1
N1.HOG0003258	OG0002974	n0			XANPAOZ2100_001241-T1	XANPARI20_007771-T1
N1.HOG0003259	OG0002975	n0			XANPAOZ2100_001243-T1	XANPARI20_007773-T1
N1.HOG0003260	OG0002976	n0			XANPAOZ2100_001244-T1	XANPARI20_007774-T1
N1.HOG0003261	OG0002977	n0			XANPAOZ2100_001245-T1	XANPARI20_007775-T1
N1.HOG0003262	OG0002978	n0			XANPAOZ2100_001246-T1	XANPARI20_007776-T1
N1.HOG0003263	OG0002979	n0			XANPAOZ2100_001247-T1	XANPARI20_007777-T1
N1.HOG0003264	OG0002980	n0			XANPAOZ2100_001249-T1	XANPARI20_007778-T1
N1.HOG0003265	OG0002981	n0			XANPAOZ2100_001250-T1	XANPARI20_007779-T1
N1.HOG0003266	OG0002982	n0			XANPAOZ2100_001251-T1	XANPARI20_007780-T1
N1.HOG0003267	OG0002983	n0			XANPAOZ2100_001252-T1	XANPARI20_007781-T1
N1.HOG0003268	OG0002984	n0			XANPAOZ2100_001253-T1	XANPARI20_007782-T1
N1.HOG0003269	OG0002985	n0			XANPAOZ2100_001255-T1	XANPARI20_007784-T1
N1.HOG0003270	OG0002986	n0			XANPAOZ2100_001256-T1	XANPARI20_007785-T1
N1.HOG0003271	OG0002987	n0			XANPAOZ2100_001259-T1	XANPARI20_007788-T1
N1.HOG0003272	OG0002988	n0			XANPAOZ2100_001260-T1	XANPARI20_007789-T1
N1.HOG0003273	OG0002989	n0			XANPAOZ2100_001262-T1	XANPARI20_007790-T1
N1.HOG0003274	OG0002990	n0			XANPAOZ2100_001263-T1	XANPARI20_007793-T1
N1.HOG0003275	OG0002991	n0			XANPAOZ2100_001265-T1	XANPARI20_007795-T1
N1.HOG0003276	OG0002992	n0			XANPAOZ2100_001266-T1	XANPARI20_007797-T1
N1.HOG0003277	OG0002993	n0			XANPAOZ2100_001267-T1	XANPARI20_007799-T1
N1.HOG0003278	OG0002994	n0			XANPAOZ2100_001269-T1	XANPARI20_007801-T1
N1.HOG0003279	OG0002995	n0			XANPAOZ2100_001270-T1	XANPARI20_007802-T1
N1.HOG0003280	OG0002996	n0			XANPAOZ2100_001271-T1	XANPARI20_007803-T1
N1.HOG0003281	OG0002997	n0			XANPAOZ2100_001274-T1	XANPARI20_007805-T1
N1.HOG0003282	OG0002998	n0			XANPAOZ2100_001275-T1	XANPARI20_007806-T1
N1.HOG0003283	OG0002999	n0			XANPAOZ2100_001276-T1	XANPARI20_007807-T1
N1.HOG0003284	OG0003000	n0			XANPAOZ2100_001277-T1	XANPARI20_007808-T1
N1.HOG0003285	OG0003001	n0				XANPARI20_007809-T1, XANPARI20_008862-T1
N1.HOG0003286	OG0003002	n0			XANPAOZ2100_001278-T1	XANPARI20_007810-T1
N1.HOG0003287	OG0003003	n0			XANPAOZ2100_001279-T1	XANPARI20_007811-T1
N1.HOG0003288	OG0003004	n0			XANPAOZ2100_001280-T1	XANPARI20_007812-T1
N1.HOG0003289	OG0003005	n0				XANPARI20_007814-T1
N1.HOG0003290	OG0003006	n0			XANPAOZ2100_001282-T1	XANPARI20_007815-T1
N1.HOG0003291	OG0003007	n0			XANPAOZ2100_001283-T1	XANPARI20_007817-T1
N1.HOG0003292	OG0003008	n0			XANPAOZ2100_001285-T1	XANPARI20_007819-T1
N1.HOG0003293	OG0003009	n0			XANPAOZ2100_001286-T1	XANPARI20_007820-T1
N1.HOG0003294	OG0003010	n0			XANPAOZ2100_001287-T1	XANPARI20_007821-T1
N1.HOG0003295	OG0003011	n0			XANPAOZ2100_001289-T1	XANPARI20_007824-T1
N1.HOG0003296	OG0003012	n0			XANPAOZ2100_001290-T1	XANPARI20_007825-T1
N1.HOG0003297	OG0003013	n0			XANPAOZ2100_001291-T1	XANPARI20_007826-T1
N1.HOG0003298	OG0003014	n0			XANPAOZ2100_001292-T1	XANPARI20_007827-T1
N1.HOG0003299	OG0003015	n0			XANPAOZ2100_001293-T1	XANPARI20_007828-T1
N1.HOG0003300	OG0003016	n0			XANPAOZ2100_001294-T1	XANPARI20_007829-T1
N1.HOG0003301	OG0003017	n0			XANPAOZ2100_001295-T1	XANPARI20_007830-T1
N1.HOG0003302	OG0003018	n0			XANPAOZ2100_001296-T1	XANPARI20_007831-T1
N1.HOG0003303	OG0003019	n0			XANPAOZ2100_001297-T1	XANPARI20_007832-T1
N1.HOG0003304	OG0003020	n0			XANPAOZ2100_001298-T1	XANPARI20_007834-T1
N1.HOG0003305	OG0003021	n0			XANPAOZ2100_001299-T1	XANPARI20_007835-T1
N1.HOG0003306	OG0003022	n0			XANPAOZ2100_001300-T1	XANPARI20_007836-T1
N1.HOG0003307	OG0003023	n0			XANPAOZ2100_001301-T1	XANPARI20_007837-T1
N1.HOG0003308	OG0003024	n0			XANPAOZ2100_001302-T1	XANPARI20_007838-T1
N1.HOG0003309	OG0003025	n0			XANPAOZ2100_001303-T1	XANPARI20_007839-T1
N1.HOG0003310	OG0003026	n0			XANPAOZ2100_001304-T1	XANPARI20_007840-T1
N1.HOG0003311	OG0003027	n0			XANPAOZ2100_001305-T1	XANPARI20_007841-T1
N1.HOG0003312	OG0003028	n0			XANPAOZ2100_001306-T1	XANPARI20_007842-T1
N1.HOG0003313	OG0003029	n0			XANPAOZ2100_001307-T1	XANPARI20_007843-T1
N1.HOG0003314	OG0003030	n0			XANPAOZ2100_001308-T1	XANPARI20_007844-T1
N1.HOG0003315	OG0003031	n0			XANPAOZ2100_001309-T1	XANPARI20_007845-T1
N1.HOG0003316	OG0003032	n0			XANPAOZ2100_001310-T1	XANPARI20_007846-T1
N1.HOG0003317	OG0003033	n0			XANPAOZ2100_001311-T1	XANPARI20_007847-T1
N1.HOG0003318	OG0003034	n0			XANPAOZ2100_001313-T1	XANPARI20_007849-T1
N1.HOG0003319	OG0003035	n0			XANPAOZ2100_001314-T1	XANPARI20_007850-T1
N1.HOG0003320	OG0003036	n0			XANPAOZ2100_001315-T1	XANPARI20_007851-T1
N1.HOG0003321	OG0003037	n0			XANPAOZ2100_001316-T1	XANPARI20_007852-T1
N1.HOG0003322	OG0003038	n0			XANPAOZ2100_001318-T1	XANPARI20_007853-T1
N1.HOG0003323	OG0003039	n0			XANPAOZ2100_001319-T1	XANPARI20_007854-T1
N1.HOG0003324	OG0003040	n0			XANPAOZ2100_001320-T1	XANPARI20_007855-T1
N1.HOG0003325	OG0003041	n0			XANPAOZ2100_001321-T1	XANPARI20_007856-T1
N1.HOG0003326	OG0003042	n0			XANPAOZ2100_001322-T1	XANPARI20_007857-T1
N1.HOG0003327	OG0003043	n0			XANPAOZ2100_001323-T1	XANPARI20_007858-T1
N1.HOG0003328	OG0003044	n0			XANPAOZ2100_001324-T1	XANPARI20_007859-T1
N1.HOG0003329	OG0003045	n0			XANPAOZ2100_001327-T1	XANPARI20_007862-T1
N1.HOG0003330	OG0003046	n0			XANPAOZ2100_001328-T1	XANPARI20_007863-T1
N1.HOG0003331	OG0003047	n0			XANPAOZ2100_001330-T1	XANPARI20_007865-T1
N1.HOG0003332	OG0003048	n0			XANPAOZ2100_001331-T1	XANPARI20_007866-T1
N1.HOG0003333	OG0003049	n0			XANPAOZ2100_001332-T1	XANPARI20_007867-T1
N1.HOG0003334	OG0003050	n0			XANPAOZ2100_001334-T1	XANPARI20_007869-T1
N1.HOG0003335	OG0003051	n0			XANPAOZ2100_001337-T1	XANPARI20_007872-T1
N1.HOG0003336	OG0003052	n0			XANPAOZ2100_001338-T1	XANPARI20_007873-T1
N1.HOG0003337	OG0003053	n0			XANPAOZ2100_001339-T1	XANPARI20_007874-T1
N1.HOG0003338	OG0003054	n0			XANPAOZ2100_001343-T1	XANPARI20_007879-T1
N1.HOG0003339	OG0003055	n0			XANPAOZ2100_001344-T1	XANPARI20_007880-T1
N1.HOG0003340	OG0003056	n0			XANPAOZ2100_001345-T1	XANPARI20_007881-T1
N1.HOG0003341	OG0003057	n0			XANPAOZ2100_001347-T1	XANPARI20_007883-T1
N1.HOG0003342	OG0003058	n0			XANPAOZ2100_001348-T1	XANPARI20_007884-T1
N1.HOG0003343	OG0003059	n0			XANPAOZ2100_001349-T1	XANPARI20_007885-T1
N1.HOG0003344	OG0003060	n0			XANPAOZ2100_001352-T1	XANPARI20_007888-T1
N1.HOG0003345	OG0003061	n0			XANPAOZ2100_001353-T1	XANPARI20_007889-T1
N1.HOG0003346	OG0003062	n0			XANPAOZ2100_001354-T1	XANPARI20_007890-T1
N1.HOG0003347	OG0003063	n0			XANPAOZ2100_001355-T1	XANPARI20_007891-T1
N1.HOG0003348	OG0003064	n0			XANPAOZ2100_001356-T1	XANPARI20_007892-T1
N1.HOG0003349	OG0003065	n0			XANPAOZ2100_001357-T1	XANPARI20_007893-T1
N1.HOG0003350	OG0003066	n0			XANPAOZ2100_001358-T1	XANPARI20_007894-T1
N1.HOG0003351	OG0003067	n0			XANPAOZ2100_001359-T1	XANPARI20_007895-T1
N1.HOG0003352	OG0003068	n0			XANPAOZ2100_001360-T1	XANPARI20_007896-T1
N1.HOG0003353	OG0003069	n0			XANPAOZ2100_001361-T1	XANPARI20_007897-T1
N1.HOG0003354	OG0003070	n0			XANPAOZ2100_001362-T1	XANPARI20_007898-T1
N1.HOG0003355	OG0003071	n0			XANPAOZ2100_001363-T1	XANPARI20_007899-T1
N1.HOG0003356	OG0003072	n0			XANPAOZ2100_001364-T1	XANPARI20_007900-T1
N1.HOG0003357	OG0003073	n0			XANPAOZ2100_001369-T1	XANPARI20_007903-T1
N1.HOG0003358	OG0003074	n0			XANPAOZ2100_001370-T1	XANPARI20_007904-T1
N1.HOG0003359	OG0003075	n0			XANPAOZ2100_001371-T1	XANPARI20_007905-T1
N1.HOG0003360	OG0003076	n0			XANPAOZ2100_001372-T1	XANPARI20_007906-T1
N1.HOG0003361	OG0003077	n0			XANPAOZ2100_001374-T1	XANPARI20_007908-T1
N1.HOG0003362	OG0003078	n0			XANPAOZ2100_001375-T1	XANPARI20_007909-T1
N1.HOG0003363	OG0003079	n0			XANPAOZ2100_001376-T1	XANPARI20_007910-T1
N1.HOG0003364	OG0003080	n0			XANPAOZ2100_001377-T1	XANPARI20_007911-T1
N1.HOG0003365	OG0003081	n0			XANPAOZ2100_001378-T1	XANPARI20_007912-T1
N1.HOG0003366	OG0003082	n0			XANPAOZ2100_001379-T1	XANPARI20_007913-T1
N1.HOG0003367	OG0003083	n0			XANPAOZ2100_001380-T1	XANPARI20_007914-T1
N1.HOG0003368	OG0003084	n0			XANPAOZ2100_001381-T1	XANPARI20_007916-T1
N1.HOG0003369	OG0003085	n0			XANPAOZ2100_001382-T1	XANPARI20_007917-T1
N1.HOG0003370	OG0003086	n0			XANPAOZ2100_001384-T1	XANPARI20_007919-T1
N1.HOG0003371	OG0003087	n0			XANPAOZ2100_001385-T1	XANPARI20_007920-T1
N1.HOG0003372	OG0003088	n0			XANPAOZ2100_001387-T1	XANPARI20_007921-T1
N1.HOG0003373	OG0003089	n0			XANPAOZ2100_001388-T1	XANPARI20_007922-T1
N1.HOG0003374	OG0003090	n0			XANPAOZ2100_001389-T1	XANPARI20_007923-T1
N1.HOG0003375	OG0003091	n0			XANPAOZ2100_001390-T1	XANPARI20_007924-T1
N1.HOG0003376	OG0003092	n0			XANPAOZ2100_001391-T1	XANPARI20_007925-T1
N1.HOG0003377	OG0003093	n0			XANPAOZ2100_001393-T1	XANPARI20_007926-T1
N1.HOG0003378	OG0003094	n0			XANPAOZ2100_001394-T1	XANPARI20_007927-T1
N1.HOG0003379	OG0003095	n0			XANPAOZ2100_001396-T1	XANPARI20_007929-T1
N1.HOG0003380	OG0003096	n0			XANPAOZ2100_001398-T1	XANPARI20_007931-T1
N1.HOG0003381	OG0003097	n0			XANPAOZ2100_001400-T1	XANPARI20_007933-T1
N1.HOG0003382	OG0003098	n0			XANPAOZ2100_001402-T1	XANPARI20_007936-T1
N1.HOG0003383	OG0003099	n0			XANPAOZ2100_001403-T1	XANPARI20_007937-T1
