HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N2.HOG0003640	OG0003272	n0	XANCAGTX0491_002985-T1	XANPAGTX0501_000390-T1		
N2.HOG0003641	OG0003273	n0	XANCAGTX0491_002986-T1	XANPAGTX0501_000389-T1		
N2.HOG0003642	OG0003274	n0	XANCAGTX0491_002987-T1	XANPAGTX0501_000388-T1		
N2.HOG0003643	OG0003275	n0	XANCAGTX0491_002989-T1	XANPAGTX0501_000386-T1		
N2.HOG0003644	OG0003276	n0	XANCAGTX0491_002991-T1	XANPAGTX0501_000384-T1		
N2.HOG0003645	OG0003277	n0	XANCAGTX0491_002993-T1	XANPAGTX0501_000383-T1		
N2.HOG0003646	OG0003278	n0	XANCAGTX0491_002994-T1	XANPAGTX0501_000382-T1		
N2.HOG0003647	OG0003279	n0	XANCAGTX0491_002995-T1	XANPAGTX0501_000381-T1		
N2.HOG0003648	OG0003280	n0	XANCAGTX0491_002996-T1	XANPAGTX0501_000380-T1		
N2.HOG0003649	OG0003281	n0	XANCAGTX0491_002997-T1	XANPAGTX0501_000379-T1		
N2.HOG0003650	OG0003282	n0	XANCAGTX0491_002998-T1	XANPAGTX0501_000378-T1		
N2.HOG0003651	OG0003283	n0	XANCAGTX0491_002999-T1	XANPAGTX0501_000377-T1		
N2.HOG0003652	OG0003284	n0	XANCAGTX0491_003000-T1	XANPAGTX0501_000375-T1		
N2.HOG0003653	OG0003285	n0	XANCAGTX0491_003001-T1	XANPAGTX0501_000374-T1		
N2.HOG0003654	OG0003286	n0	XANCAGTX0491_003002-T1	XANPAGTX0501_000373-T1		
N2.HOG0003655	OG0003287	n0	XANCAGTX0491_003003-T1	XANPAGTX0501_000372-T1		
N2.HOG0003656	OG0003288	n0	XANCAGTX0491_003005-T1	XANPAGTX0501_000369-T1		
N2.HOG0003657	OG0003289	n0	XANCAGTX0491_003006-T1	XANPAGTX0501_000367-T1		
N2.HOG0003658	OG0003290	n0	XANCAGTX0491_003008-T1	XANPAGTX0501_000363-T1		
N2.HOG0003659	OG0003291	n0	XANCAGTX0491_003010-T1	XANPAGTX0501_000360-T1		
N2.HOG0003660	OG0003292	n0	XANCAGTX0491_003011-T1	XANPAGTX0501_000359-T1		
N2.HOG0003661	OG0003293	n0	XANCAGTX0491_003012-T1	XANPAGTX0501_000358-T1		
N2.HOG0003662	OG0003294	n0	XANCAGTX0491_003014-T1	XANPAGTX0501_000355-T1		
N2.HOG0003663	OG0003295	n0	XANCAGTX0491_003016-T1	XANPAGTX0501_000354-T1		
N2.HOG0003664	OG0003296	n0	XANCAGTX0491_003018-T1	XANPAGTX0501_000352-T1		
N2.HOG0003665	OG0003297	n0	XANCAGTX0491_003019-T1	XANPAGTX0501_000351-T1		
N2.HOG0003666	OG0003298	n0	XANCAGTX0491_003020-T1	XANPAGTX0501_000350-T1		
N2.HOG0003667	OG0003299	n0	XANCAGTX0491_003021-T1	XANPAGTX0501_000349-T1		
N2.HOG0003668	OG0003300	n0	XANCAGTX0491_003024-T1	XANPAGTX0501_000348-T1		
N2.HOG0003669	OG0003301	n0	XANCAGTX0491_003026-T1	XANPAGTX0501_000345-T1		
N2.HOG0003670	OG0003302	n0	XANCAGTX0491_003028-T1	XANPAGTX0501_000343-T1		
N2.HOG0003671	OG0003303	n0	XANCAGTX0491_003031-T1	XANPAGTX0501_000340-T1		
N2.HOG0003672	OG0003304	n0	XANCAGTX0491_003032-T1	XANPAGTX0501_000339-T1		
N2.HOG0003673	OG0003305	n0	XANCAGTX0491_003033-T1	XANPAGTX0501_000338-T1		
N2.HOG0003674	OG0003306	n0	XANCAGTX0491_003034-T1	XANPAGTX0501_000337-T1		
N2.HOG0003675	OG0003307	n0	XANCAGTX0491_003035-T1	XANPAGTX0501_000336-T1		
N2.HOG0003676	OG0003308	n0	XANCAGTX0491_003036-T1	XANPAGTX0501_000335-T1		
N2.HOG0003677	OG0003309	n0	XANCAGTX0491_003038-T1	XANPAGTX0501_000333-T1		
N2.HOG0003678	OG0003310	n0	XANCAGTX0491_003040-T1	XANPAGTX0501_000330-T1		
N2.HOG0003679	OG0003311	n0	XANCAGTX0491_003041-T1	XANPAGTX0501_000329-T1		
N2.HOG0003680	OG0003312	n0	XANCAGTX0491_003042-T1	XANPAGTX0501_000328-T1		
N2.HOG0003681	OG0003313	n0	XANCAGTX0491_003043-T1	XANPAGTX0501_000327-T1		
N2.HOG0003682	OG0003314	n0	XANCAGTX0491_003044-T1	XANPAGTX0501_000326-T1		
N2.HOG0003683	OG0003315	n0	XANCAGTX0491_003045-T1	XANPAGTX0501_000325-T1		
N2.HOG0003684	OG0003316	n0	XANCAGTX0491_003047-T1, XANCAGTX0491_003046-T1	XANPAGTX0501_000324-T1		
N2.HOG0003685	OG0003317	n0	XANCAGTX0491_003051-T1	XANPAGTX0501_000322-T1		
N2.HOG0003686	OG0003318	n0	XANCAGTX0491_003052-T1	XANPAGTX0501_000321-T1		
N2.HOG0003687	OG0003319	n0	XANCAGTX0491_003053-T1	XANPAGTX0501_000320-T1		
N2.HOG0003688	OG0003320	n0	XANCAGTX0491_003055-T1	XANPAGTX0501_000319-T1		
N2.HOG0003689	OG0003321	n0	XANCAGTX0491_003057-T1	XANPAGTX0501_000317-T1		
N2.HOG0003690	OG0003322	n0	XANCAGTX0491_003060-T1	XANPAGTX0501_000316-T1		
N2.HOG0003691	OG0003323	n0	XANCAGTX0491_003062-T1	XANPAGTX0501_000314-T1		
N2.HOG0003692	OG0003324	n0	XANCAGTX0491_003065-T1	XANPAGTX0501_000311-T1		
N2.HOG0003693	OG0003325	n0	XANCAGTX0491_003066-T1	XANPAGTX0501_000310-T1		
N2.HOG0003694	OG0003326	n0	XANCAGTX0491_003067-T1	XANPAGTX0501_000307-T1		
N2.HOG0003695	OG0003327	n0	XANCAGTX0491_003068-T1	XANPAGTX0501_000306-T1		
N2.HOG0003696	OG0003328	n0	XANCAGTX0491_003069-T1	XANPAGTX0501_000305-T1		
N2.HOG0003697	OG0003329	n0	XANCAGTX0491_003071-T1	XANPAGTX0501_000303-T1		
N2.HOG0003698	OG0003330	n0	XANCAGTX0491_003072-T1	XANPAGTX0501_000302-T1		
N2.HOG0003699	OG0003331	n0	XANCAGTX0491_003076-T1	XANPAGTX0501_000300-T1		
N2.HOG0003700	OG0003332	n0	XANCAGTX0491_003077-T1	XANPAGTX0501_000299-T1		
N2.HOG0003701	OG0003333	n0	XANCAGTX0491_003078-T1	XANPAGTX0501_000298-T1		
N2.HOG0003702	OG0003334	n0	XANCAGTX0491_003079-T1	XANPAGTX0501_000297-T1		
N2.HOG0003703	OG0003335	n0	XANCAGTX0491_003081-T1	XANPAGTX0501_000295-T1		
N2.HOG0003704	OG0003336	n0	XANCAGTX0491_003082-T1	XANPAGTX0501_000292-T1		
N2.HOG0003705	OG0003337	n0	XANCAGTX0491_003084-T1	XANPAGTX0501_000290-T1		
N2.HOG0003706	OG0003338	n0	XANCAGTX0491_003085-T1	XANPAGTX0501_000289-T1		
N2.HOG0003707	OG0003339	n0	XANCAGTX0491_003086-T1	XANPAGTX0501_000288-T1		
N2.HOG0003708	OG0003340	n0	XANCAGTX0491_003087-T1	XANPAGTX0501_000287-T1		
N2.HOG0003709	OG0003341	n0	XANCAGTX0491_003088-T1	XANPAGTX0501_000286-T1		
N2.HOG0003710	OG0003342	n0	XANCAGTX0491_003090-T1	XANPAGTX0501_000285-T1		
N2.HOG0003711	OG0003343	n0	XANCAGTX0491_003091-T1	XANPAGTX0501_000283-T1		
N2.HOG0003712	OG0003344	n0	XANCAGTX0491_003092-T1	XANPAGTX0501_000282-T1		
N2.HOG0003713	OG0003345	n0	XANCAGTX0491_003094-T1	XANPAGTX0501_000280-T1		
N2.HOG0003714	OG0003346	n0	XANCAGTX0491_003095-T1	XANPAGTX0501_000278-T1		
N2.HOG0003715	OG0003347	n0	XANCAGTX0491_003096-T1	XANPAGTX0501_000276-T1		
N2.HOG0003716	OG0003348	n0	XANCAGTX0491_003097-T1	XANPAGTX0501_000275-T1		
N2.HOG0003717	OG0003349	n0	XANCAGTX0491_003098-T1	XANPAGTX0501_000274-T1		
N2.HOG0003718	OG0003350	n0	XANCAGTX0491_003099-T1	XANPAGTX0501_000273-T1		
N2.HOG0003719	OG0003351	n0	XANCAGTX0491_003100-T1	XANPAGTX0501_000272-T1		
N2.HOG0003720	OG0003352	n0	XANCAGTX0491_003101-T1	XANPAGTX0501_000271-T1		
N2.HOG0003721	OG0003353	n0	XANCAGTX0491_003103-T1	XANPAGTX0501_000270-T1		
N2.HOG0003722	OG0003354	n0	XANCAGTX0491_003104-T1	XANPAGTX0501_000268-T1		
N2.HOG0003723	OG0003355	n0	XANCAGTX0491_003105-T1	XANPAGTX0501_000267-T1		
N2.HOG0003724	OG0003356	n0	XANCAGTX0491_003106-T1	XANPAGTX0501_000266-T1		
N2.HOG0003725	OG0003357	n0	XANCAGTX0491_003107-T1	XANPAGTX0501_000265-T1		
N2.HOG0003726	OG0003358	n0	XANCAGTX0491_003108-T1	XANPAGTX0501_000264-T1		
N2.HOG0003727	OG0003359	n0	XANCAGTX0491_003110-T1	XANPAGTX0501_000262-T1		
N2.HOG0003728	OG0003360	n0	XANCAGTX0491_003116-T1	XANPAGTX0501_000256-T1		
N2.HOG0003729	OG0003361	n0	XANCAGTX0491_003117-T1	XANPAGTX0501_000255-T1		
N2.HOG0003730	OG0003362	n0	XANCAGTX0491_003118-T1	XANPAGTX0501_000254-T1		
N2.HOG0003731	OG0003363	n0	XANCAGTX0491_003119-T1	XANPAGTX0501_000253-T1		
N2.HOG0003732	OG0003364	n0	XANCAGTX0491_003120-T1	XANPAGTX0501_000252-T1		
N2.HOG0003733	OG0003365	n0	XANCAGTX0491_003121-T1	XANPAGTX0501_000251-T1		
N2.HOG0003734	OG0003366	n0	XANCAGTX0491_003122-T1	XANPAGTX0501_000250-T1		
N2.HOG0003735	OG0003367	n0	XANCAGTX0491_003124-T1	XANPAGTX0501_000247-T1		
N2.HOG0003736	OG0003368	n0	XANCAGTX0491_003125-T1	XANPAGTX0501_000246-T1		
N2.HOG0003737	OG0003369	n0	XANCAGTX0491_003126-T1	XANPAGTX0501_000245-T1		
N2.HOG0003738	OG0003370	n0	XANCAGTX0491_003127-T1	XANPAGTX0501_000244-T1		
N2.HOG0003739	OG0003371	n0	XANCAGTX0491_003130-T1	XANPAGTX0501_000241-T1		
N2.HOG0003740	OG0003372	n0	XANCAGTX0491_003131-T1	XANPAGTX0501_000240-T1		
N2.HOG0003741	OG0003373	n0	XANCAGTX0491_003132-T1	XANPAGTX0501_000239-T1		
N2.HOG0003742	OG0003374	n0	XANCAGTX0491_003134-T1	XANPAGTX0501_000237-T1		
N2.HOG0003743	OG0003375	n0	XANCAGTX0491_003135-T1	XANPAGTX0501_000236-T1		
N2.HOG0003744	OG0003376	n0	XANCAGTX0491_003137-T1	XANPAGTX0501_000234-T1		
N2.HOG0003745	OG0003377	n0	XANCAGTX0491_003138-T1	XANPAGTX0501_000232-T1		
N2.HOG0003746	OG0003378	n0	XANCAGTX0491_003139-T1	XANPAGTX0501_000231-T1		
N2.HOG0003747	OG0003379	n0	XANCAGTX0491_003140-T1	XANPAGTX0501_000230-T1		
N2.HOG0003748	OG0003380	n0	XANCAGTX0491_003142-T1	XANPAGTX0501_000228-T1		
N2.HOG0003749	OG0003381	n0	XANCAGTX0491_003143-T1	XANPAGTX0501_000227-T1		
N2.HOG0003750	OG0003382	n0	XANCAGTX0491_003144-T1	XANPAGTX0501_000226-T1		
N2.HOG0003751	OG0003383	n0	XANCAGTX0491_003146-T1	XANPAGTX0501_000224-T1		
N2.HOG0003752	OG0003384	n0	XANCAGTX0491_003147-T1	XANPAGTX0501_000223-T1		
N2.HOG0003753	OG0003385	n0	XANCAGTX0491_003148-T1	XANPAGTX0501_000222-T1		
N2.HOG0003754	OG0003386	n0	XANCAGTX0491_003149-T1	XANPAGTX0501_000221-T1		
N2.HOG0003755	OG0003387	n0	XANCAGTX0491_003150-T1	XANPAGTX0501_000220-T1		
N2.HOG0003756	OG0003388	n0	XANCAGTX0491_003151-T1	XANPAGTX0501_000219-T1		
N2.HOG0003757	OG0003389	n0	XANCAGTX0491_003154-T1	XANPAGTX0501_000216-T1		
N2.HOG0003758	OG0003390	n0	XANCAGTX0491_003155-T1	XANPAGTX0501_000215-T1		
N2.HOG0003759	OG0003391	n0	XANCAGTX0491_003156-T1	XANPAGTX0501_000214-T1		
N2.HOG0003760	OG0003392	n0	XANCAGTX0491_003158-T1	XANPAGTX0501_000212-T1		
N2.HOG0003761	OG0003393	n0	XANCAGTX0491_003160-T1	XANPAGTX0501_000208-T1		
N2.HOG0003762	OG0003394	n0	XANCAGTX0491_003161-T1	XANPAGTX0501_000207-T1		
N2.HOG0003763	OG0003395	n0	XANCAGTX0491_003162-T1	XANPAGTX0501_000206-T1		
N2.HOG0003764	OG0003396	n0	XANCAGTX0491_003163-T1	XANPAGTX0501_000205-T1		
N2.HOG0003765	OG0003397	n0	XANCAGTX0491_003164-T1	XANPAGTX0501_000204-T1		
N2.HOG0003766	OG0003398	n0	XANCAGTX0491_003166-T1	XANPAGTX0501_000202-T1		
N2.HOG0003767	OG0003399	n0	XANCAGTX0491_003169-T1	XANPAGTX0501_000200-T1		
N2.HOG0003768	OG0003400	n0	XANCAGTX0491_003170-T1	XANPAGTX0501_000199-T1		
N2.HOG0003769	OG0003401	n0	XANCAGTX0491_003171-T1	XANPAGTX0501_000198-T1		
N2.HOG0003770	OG0003402	n0	XANCAGTX0491_003172-T1	XANPAGTX0501_000197-T1		
N2.HOG0003771	OG0003403	n0	XANCAGTX0491_003174-T1	XANPAGTX0501_000195-T1		
N2.HOG0003772	OG0003404	n0	XANCAGTX0491_003175-T1	XANPAGTX0501_000194-T1		
N2.HOG0003773	OG0003405	n0	XANCAGTX0491_003176-T1	XANPAGTX0501_000192-T1		
N2.HOG0003774	OG0003406	n0	XANCAGTX0491_003179-T1	XANPAGTX0501_000188-T1		
N2.HOG0003775	OG0003407	n0	XANCAGTX0491_003180-T1	XANPAGTX0501_000187-T1		
N2.HOG0003776	OG0003408	n0	XANCAGTX0491_003181-T1	XANPAGTX0501_000186-T1		
N2.HOG0003777	OG0003409	n0	XANCAGTX0491_003182-T1	XANPAGTX0501_000185-T1		
N2.HOG0003778	OG0003410	n0	XANCAGTX0491_003184-T1	XANPAGTX0501_000183-T1		
N2.HOG0003779	OG0003411	n0	XANCAGTX0491_003185-T1	XANPAGTX0501_000182-T1		
N2.HOG0003780	OG0003412	n0	XANCAGTX0491_003186-T1	XANPAGTX0501_000181-T1		
N2.HOG0003781	OG0003413	n0	XANCAGTX0491_003187-T1	XANPAGTX0501_000180-T1		
N2.HOG0003782	OG0003414	n0	XANCAGTX0491_003188-T1	XANPAGTX0501_000179-T1		
N2.HOG0003783	OG0003415	n0	XANCAGTX0491_003189-T1	XANPAGTX0501_000178-T1		
N2.HOG0003784	OG0003416	n0	XANCAGTX0491_003193-T1	XANPAGTX0501_000173-T1		
N2.HOG0003785	OG0003417	n0	XANCAGTX0491_003194-T1	XANPAGTX0501_000172-T1		
N2.HOG0003786	OG0003418	n0	XANCAGTX0491_003195-T1	XANPAGTX0501_000171-T1		
N2.HOG0003787	OG0003419	n0	XANCAGTX0491_003196-T1	XANPAGTX0501_000170-T1		
N2.HOG0003788	OG0003420	n0	XANCAGTX0491_003198-T1	XANPAGTX0501_000168-T1		
N2.HOG0003789	OG0003421	n0	XANCAGTX0491_003199-T1	XANPAGTX0501_000166-T1		
N2.HOG0003790	OG0003422	n0	XANCAGTX0491_003201-T1	XANPAGTX0501_000164-T1		
N2.HOG0003791	OG0003423	n0	XANCAGTX0491_003202-T1	XANPAGTX0501_000163-T1		
N2.HOG0003792	OG0003424	n0	XANCAGTX0491_003204-T1	XANPAGTX0501_000161-T1		
N2.HOG0003793	OG0003425	n0	XANCAGTX0491_003205-T1	XANPAGTX0501_000160-T1		
N2.HOG0003794	OG0003426	n0	XANCAGTX0491_003206-T1	XANPAGTX0501_000159-T1		
N2.HOG0003795	OG0003427	n0	XANCAGTX0491_003207-T1	XANPAGTX0501_000158-T1		
N2.HOG0003796	OG0003428	n0	XANCAGTX0491_003208-T1	XANPAGTX0501_000157-T1		
N2.HOG0003797	OG0003429	n0	XANCAGTX0491_003209-T1	XANPAGTX0501_000156-T1		
N2.HOG0003798	OG0003430	n0	XANCAGTX0491_003210-T1	XANPAGTX0501_000154-T1		
N2.HOG0003799	OG0003431	n0	XANCAGTX0491_003212-T1	XANPAGTX0501_000152-T1		
N2.HOG0003800	OG0003432	n0	XANCAGTX0491_003213-T1	XANPAGTX0501_000151-T1		
N2.HOG0003801	OG0003433	n0	XANCAGTX0491_003214-T1	XANPAGTX0501_000150-T1		
N2.HOG0003802	OG0003434	n0	XANCAGTX0491_003215-T1	XANPAGTX0501_000149-T1		
N2.HOG0003803	OG0003435	n0	XANCAGTX0491_003216-T1	XANPAGTX0501_000148-T1		
N2.HOG0003804	OG0003436	n0	XANCAGTX0491_003218-T1	XANPAGTX0501_000146-T1		
N2.HOG0003805	OG0003437	n0	XANCAGTX0491_003219-T1	XANPAGTX0501_000145-T1		
N2.HOG0003806	OG0003438	n0	XANCAGTX0491_003220-T1	XANPAGTX0501_000144-T1		
N2.HOG0003807	OG0003439	n0	XANCAGTX0491_003225-T1	XANPAGTX0501_000140-T1		
N2.HOG0003808	OG0003440	n0	XANCAGTX0491_003227-T1	XANPAGTX0501_000139-T1		
N2.HOG0003809	OG0003441	n0	XANCAGTX0491_003228-T1	XANPAGTX0501_000138-T1		
N2.HOG0003810	OG0003442	n0	XANCAGTX0491_003230-T1	XANPAGTX0501_000136-T1		
N2.HOG0003811	OG0003443	n0	XANCAGTX0491_003231-T1	XANPAGTX0501_000135-T1		
N2.HOG0003812	OG0003444	n0	XANCAGTX0491_003232-T1	XANPAGTX0501_000134-T1		
N2.HOG0003813	OG0003445	n0	XANCAGTX0491_003233-T1	XANPAGTX0501_000133-T1		
N2.HOG0003814	OG0003446	n0	XANCAGTX0491_003234-T1	XANPAGTX0501_000127-T1		
N2.HOG0003815	OG0003447	n0	XANCAGTX0491_003235-T1	XANPAGTX0501_000126-T1		
N2.HOG0003816	OG0003448	n0	XANCAGTX0491_003236-T1	XANPAGTX0501_000125-T1		
N2.HOG0003817	OG0003449	n0	XANCAGTX0491_003238-T1	XANPAGTX0501_000123-T1		
N2.HOG0003818	OG0003450	n0	XANCAGTX0491_003240-T1	XANPAGTX0501_000121-T1		
N2.HOG0003819	OG0003451	n0	XANCAGTX0491_003241-T1	XANPAGTX0501_000120-T1		
N2.HOG0003820	OG0003452	n0	XANCAGTX0491_003242-T1	XANPAGTX0501_000119-T1		
N2.HOG0003821	OG0003453	n0	XANCAGTX0491_003243-T1	XANPAGTX0501_000118-T1		
N2.HOG0003822	OG0003454	n0	XANCAGTX0491_003244-T1	XANPAGTX0501_000117-T1		
N2.HOG0003823	OG0003455	n0	XANCAGTX0491_003245-T1	XANPAGTX0501_000116-T1		
N2.HOG0003824	OG0003456	n0	XANCAGTX0491_003246-T1	XANPAGTX0501_000115-T1		
N2.HOG0003825	OG0003457	n0	XANCAGTX0491_003247-T1	XANPAGTX0501_000114-T1		
N2.HOG0003826	OG0003458	n0	XANCAGTX0491_003248-T1	XANPAGTX0501_000113-T1		
N2.HOG0003827	OG0003459	n0	XANCAGTX0491_003250-T1	XANPAGTX0501_000112-T1		
N2.HOG0003828	OG0003460	n0	XANCAGTX0491_003252-T1	XANPAGTX0501_000110-T1		
N2.HOG0003829	OG0003461	n0	XANCAGTX0491_003254-T1	XANPAGTX0501_000108-T1		
N2.HOG0003830	OG0003462	n0	XANCAGTX0491_003255-T1	XANPAGTX0501_000107-T1		
N2.HOG0003831	OG0003463	n0	XANCAGTX0491_003256-T1	XANPAGTX0501_000106-T1		
N2.HOG0003832	OG0003464	n0	XANCAGTX0491_003257-T1	XANPAGTX0501_000105-T1		
N2.HOG0003833	OG0003465	n0	XANCAGTX0491_003258-T1	XANPAGTX0501_000104-T1		
N2.HOG0003834	OG0003466	n0	XANCAGTX0491_003259-T1	XANPAGTX0501_000103-T1		
N2.HOG0003835	OG0003467	n0	XANCAGTX0491_003260-T1	XANPAGTX0501_000101-T1		
N2.HOG0003836	OG0003468	n0	XANCAGTX0491_003261-T1	XANPAGTX0501_000100-T1		
N2.HOG0003837	OG0003469	n0	XANCAGTX0491_003262-T1	XANPAGTX0501_000099-T1		
N2.HOG0003838	OG0003470	n0	XANCAGTX0491_003263-T1	XANPAGTX0501_000097-T1		
N2.HOG0003839	OG0003471	n0	XANCAGTX0491_003264-T1	XANPAGTX0501_000096-T1		
N2.HOG0003840	OG0003472	n0	XANCAGTX0491_003267-T1	XANPAGTX0501_000092-T1		
N2.HOG0003841	OG0003473	n0	XANCAGTX0491_003269-T1	XANPAGTX0501_000090-T1		
N2.HOG0003842	OG0003474	n0	XANCAGTX0491_003270-T1	XANPAGTX0501_000089-T1		
N2.HOG0003843	OG0003475	n0	XANCAGTX0491_003271-T1	XANPAGTX0501_000088-T1		
N2.HOG0003844	OG0003476	n0	XANCAGTX0491_003273-T1	XANPAGTX0501_000086-T1		
N2.HOG0003845	OG0003477	n0	XANCAGTX0491_003274-T1	XANPAGTX0501_000085-T1		
N2.HOG0003846	OG0003478	n0	XANCAGTX0491_003275-T1	XANPAGTX0501_000084-T1		
N2.HOG0003847	OG0003479	n0	XANCAGTX0491_003276-T1	XANPAGTX0501_000083-T1		
N2.HOG0003848	OG0003480	n0	XANCAGTX0491_003277-T1	XANPAGTX0501_000082-T1		
N2.HOG0003849	OG0003481	n0	XANCAGTX0491_003278-T1	XANPAGTX0501_000081-T1		
N2.HOG0003850	OG0003482	n0	XANCAGTX0491_003279-T1	XANPAGTX0501_000080-T1		
N2.HOG0003851	OG0003483	n0	XANCAGTX0491_003280-T1	XANPAGTX0501_000079-T1		
N2.HOG0003852	OG0003484	n0	XANCAGTX0491_003281-T1	XANPAGTX0501_000078-T1		
N2.HOG0003853	OG0003485	n0	XANCAGTX0491_003282-T1	XANPAGTX0501_000077-T1		
N2.HOG0003854	OG0003486	n0	XANCAGTX0491_003283-T1	XANPAGTX0501_000076-T1		
N2.HOG0003855	OG0003487	n0	XANCAGTX0491_003284-T1	XANPAGTX0501_000074-T1		
N2.HOG0003856	OG0003488	n0	XANCAGTX0491_003285-T1	XANPAGTX0501_000072-T1		
N2.HOG0003857	OG0003489	n0	XANCAGTX0491_003286-T1	XANPAGTX0501_000071-T1		
N2.HOG0003858	OG0003490	n0	XANCAGTX0491_003287-T1	XANPAGTX0501_000070-T1		
N2.HOG0003859	OG0003491	n0	XANCAGTX0491_003291-T1	XANPAGTX0501_000066-T1		
N2.HOG0003860	OG0003492	n0	XANCAGTX0491_003292-T1	XANPAGTX0501_000065-T1		
N2.HOG0003861	OG0003493	n0	XANCAGTX0491_003293-T1	XANPAGTX0501_000064-T1		
N2.HOG0003862	OG0003494	n0	XANCAGTX0491_003294-T1	XANPAGTX0501_000063-T1		
N2.HOG0003863	OG0003495	n0	XANCAGTX0491_003295-T1	XANPAGTX0501_000062-T1		
N2.HOG0003864	OG0003496	n0	XANCAGTX0491_003296-T1	XANPAGTX0501_000061-T1		
N2.HOG0003865	OG0003497	n0	XANCAGTX0491_003297-T1	XANPAGTX0501_000060-T1		
N2.HOG0003866	OG0003498	n0	XANCAGTX0491_003298-T1	XANPAGTX0501_000059-T1		
N2.HOG0003867	OG0003499	n0	XANCAGTX0491_003299-T1	XANPAGTX0501_000058-T1		
N2.HOG0003868	OG0003500	n0	XANCAGTX0491_003300-T1	XANPAGTX0501_000057-T1		
N2.HOG0003869	OG0003501	n0	XANCAGTX0491_003301-T1	XANPAGTX0501_000056-T1		
N2.HOG0003870	OG0003502	n0	XANCAGTX0491_003302-T1	XANPAGTX0501_000055-T1		
N2.HOG0003871	OG0003503	n0	XANCAGTX0491_003303-T1	XANPAGTX0501_000054-T1		
N2.HOG0003872	OG0003504	n0	XANCAGTX0491_003308-T1	XANPAGTX0501_000046-T1		
N2.HOG0003873	OG0003505	n0	XANCAGTX0491_003309-T1	XANPAGTX0501_000045-T1		
N2.HOG0003874	OG0003506	n0	XANCAGTX0491_003311-T1	XANPAGTX0501_000041-T1		
N2.HOG0003875	OG0003507	n0	XANCAGTX0491_003312-T1	XANPAGTX0501_000040-T1		
N2.HOG0003876	OG0003508	n0	XANCAGTX0491_003368-T1	XANPAGTX0501_009926-T1		
N2.HOG0003877	OG0003509	n0	XANCAGTX0491_003372-T1			
N2.HOG0003878	OG0003510	n0	XANCAGTX0491_003376-T1	XANPAGTX0501_009914-T1		
N2.HOG0003879	OG0003511	n0	XANCAGTX0491_003383-T1			
N2.HOG0003880	OG0003512	n0	XANCAGTX0491_003389-T1	XANPAGTX0501_009901-T1		
N2.HOG0003881	OG0003513	n0	XANCAGTX0491_003395-T1	XANPAGTX0501_002441-T1		
N2.HOG0003882	OG0003514	n0	XANCAGTX0491_003396-T1	XANPAGTX0501_002439-T1		
N2.HOG0003883	OG0003515	n0	XANCAGTX0491_003397-T1	XANPAGTX0501_002438-T1		
N2.HOG0003884	OG0003516	n0	XANCAGTX0491_003400-T1	XANPAGTX0501_002435-T1		
N2.HOG0003885	OG0003517	n0	XANCAGTX0491_003409-T1	XANPAGTX0501_002428-T1		
N2.HOG0003886	OG0003518	n0	XANCAGTX0491_003410-T1	XANPAGTX0501_002427-T1		
N2.HOG0003887	OG0003519	n0	XANCAGTX0491_003411-T1	XANPAGTX0501_002426-T1		
N2.HOG0003888	OG0003520	n0	XANCAGTX0491_003415-T1	XANPAGTX0501_002419-T1		
N2.HOG0003889	OG0003521	n0	XANCAGTX0491_003421-T1	XANPAGTX0501_002414-T1		
N2.HOG0003890	OG0003522	n0	XANCAGTX0491_003422-T1	XANPAGTX0501_002413-T1		
N2.HOG0003891	OG0003523	n0	XANCAGTX0491_003425-T1	XANPAGTX0501_002410-T1		
N2.HOG0003892	OG0003524	n0	XANCAGTX0491_003429-T1	XANPAGTX0501_002407-T1		
N2.HOG0003893	OG0003525	n0	XANCAGTX0491_003433-T1	XANPAGTX0501_002404-T1		
N2.HOG0003894	OG0003526	n0	XANCAGTX0491_003434-T1	XANPAGTX0501_002403-T1		
N2.HOG0003895	OG0003527	n0	XANCAGTX0491_003435-T1	XANPAGTX0501_002402-T1		
N2.HOG0003896	OG0003528	n0	XANCAGTX0491_003436-T1	XANPAGTX0501_002401-T1		
N2.HOG0003897	OG0003529	n0	XANCAGTX0491_003437-T1	XANPAGTX0501_002400-T1		
N2.HOG0003898	OG0003530	n0	XANCAGTX0491_003440-T1	XANPAGTX0501_002397-T1		
N2.HOG0003899	OG0003531	n0	XANCAGTX0491_003441-T1	XANPAGTX0501_002396-T1		
N2.HOG0003900	OG0003532	n0	XANCAGTX0491_003442-T1	XANPAGTX0501_002395-T1		
N2.HOG0003901	OG0003533	n0	XANCAGTX0491_003445-T1	XANPAGTX0501_002392-T1		
N2.HOG0003902	OG0003534	n0	XANCAGTX0491_003446-T1	XANPAGTX0501_002391-T1		
N2.HOG0003903	OG0003535	n0	XANCAGTX0491_003447-T1	XANPAGTX0501_002390-T1		
N2.HOG0003904	OG0003536	n0	XANCAGTX0491_003448-T1	XANPAGTX0501_002389-T1		
N2.HOG0003905	OG0003537	n0	XANCAGTX0491_003451-T1	XANPAGTX0501_002387-T1		
N2.HOG0003906	OG0003538	n0	XANCAGTX0491_003452-T1	XANPAGTX0501_002386-T1		
