Orthogroup	Xanthoria_parietina_SAMEA111342678	Xanthoria_calcicola_GTX0491
OG0004188	XANPAOZ2100_003756-T1	XANCAGTX0491_004402-T1
OG0004189	XANPAOZ2100_003755-T1	XANCAGTX0491_004404-T1
OG0004190	XANPAOZ2100_003753-T1	XANCAGTX0491_004405-T1
OG0004191	XANPAOZ2100_003751-T1	XANCAGTX0491_004407-T1
OG0004192	XANPAOZ2100_003749-T1	XANCAGTX0491_004409-T1
OG0004193	XANPAOZ2100_003748-T1	XANCAGTX0491_004410-T1
OG0004194	XANPAOZ2100_003747-T1	XANCAGTX0491_004411-T1
OG0004195	XANPAOZ2100_003746-T1	XANCAGTX0491_004412-T1
OG0004196	XANPAOZ2100_003745-T1	XANCAGTX0491_004414-T1
OG0004197	XANPAOZ2100_003744-T1	XANCAGTX0491_004415-T1
OG0004198	XANPAOZ2100_003743-T1	XANCAGTX0491_004416-T1
OG0004199	XANPAOZ2100_003742-T1	XANCAGTX0491_004417-T1
OG0004200	XANPAOZ2100_003741-T1	XANCAGTX0491_004418-T1
OG0004201	XANPAOZ2100_003740-T1	XANCAGTX0491_004419-T1
OG0004202	XANPAOZ2100_003739-T1	XANCAGTX0491_004420-T1
OG0004203	XANPAOZ2100_003738-T1	XANCAGTX0491_004421-T1
OG0004204	XANPAOZ2100_003737-T1	XANCAGTX0491_004422-T1
OG0004205	XANPAOZ2100_003736-T1	XANCAGTX0491_004424-T1
OG0004206	XANPAOZ2100_003734-T1	XANCAGTX0491_004426-T1
OG0004207	XANPAOZ2100_003732-T1	XANCAGTX0491_004428-T1
OG0004208	XANPAOZ2100_003731-T1	XANCAGTX0491_004429-T1
OG0004209	XANPAOZ2100_003730-T1	XANCAGTX0491_004430-T1
OG0004210	XANPAOZ2100_003729-T1	XANCAGTX0491_004431-T1
OG0004211	XANPAOZ2100_003728-T1	XANCAGTX0491_004432-T1
OG0004212	XANPAOZ2100_003726-T1	XANCAGTX0491_004435-T1
OG0004213	XANPAOZ2100_003725-T1	XANCAGTX0491_004436-T1
OG0004214	XANPAOZ2100_003723-T1	XANCAGTX0491_004439-T1
OG0004215	XANPAOZ2100_003722-T1	XANCAGTX0491_004440-T1
OG0004216	XANPAOZ2100_003721-T1	XANCAGTX0491_004441-T1
OG0004217	XANPAOZ2100_003720-T1	XANCAGTX0491_004442-T1
OG0004218	XANPAOZ2100_003719-T1	XANCAGTX0491_004443-T1
OG0004219	XANPAOZ2100_003718-T1	XANCAGTX0491_004444-T1
OG0004220	XANPAOZ2100_003717-T1	XANCAGTX0491_004445-T1
OG0004221	XANPAOZ2100_003716-T1	XANCAGTX0491_004446-T1
OG0004222	XANPAOZ2100_003715-T1	XANCAGTX0491_004447-T1
OG0004223	XANPAOZ2100_003714-T1	XANCAGTX0491_004448-T1
OG0004224	XANPAOZ2100_003713-T1	XANCAGTX0491_004449-T1
OG0004225	XANPAOZ2100_003712-T1	XANCAGTX0491_004450-T1
OG0004226	XANPAOZ2100_003710-T1	XANCAGTX0491_004452-T1
OG0004227	XANPAOZ2100_003709-T1	XANCAGTX0491_004453-T1
OG0004228	XANPAOZ2100_003707-T1	XANCAGTX0491_004455-T1
OG0004229	XANPAOZ2100_003706-T1	XANCAGTX0491_004456-T1
OG0004230	XANPAOZ2100_003705-T1	XANCAGTX0491_004457-T1
OG0004231	XANPAOZ2100_003704-T1	XANCAGTX0491_004458-T1
OG0004232	XANPAOZ2100_003702-T1	XANCAGTX0491_004459-T1
OG0004233	XANPAOZ2100_003701-T1	XANCAGTX0491_004460-T1
OG0004234	XANPAOZ2100_003700-T1	XANCAGTX0491_004461-T1
OG0004235	XANPAOZ2100_003699-T1	XANCAGTX0491_004463-T1
OG0004236	XANPAOZ2100_003697-T1	XANCAGTX0491_004465-T1
OG0004237	XANPAOZ2100_003696-T1	XANCAGTX0491_004466-T1
OG0004238	XANPAOZ2100_003695-T1	XANCAGTX0491_004467-T1
OG0004239	XANPAOZ2100_003694-T1	XANCAGTX0491_004468-T1
OG0004240	XANPAOZ2100_003693-T1	XANCAGTX0491_004469-T1
OG0004241	XANPAOZ2100_003692-T1	XANCAGTX0491_004470-T1
OG0004242	XANPAOZ2100_003691-T1	XANCAGTX0491_004471-T1
OG0004243	XANPAOZ2100_003688-T1	XANCAGTX0491_004474-T1
OG0004244	XANPAOZ2100_003687-T1	XANCAGTX0491_004476-T1
OG0004245	XANPAOZ2100_003684-T1	XANCAGTX0491_004479-T1
OG0004246	XANPAOZ2100_003683-T1	XANCAGTX0491_004481-T1
OG0004247	XANPAOZ2100_003680-T1	XANCAGTX0491_004486-T1
OG0004249	XANPAOZ2100_003679-T1	XANCAGTX0491_004488-T1
OG0004250	XANPAOZ2100_003677-T1	XANCAGTX0491_004489-T1
OG0004251	XANPAOZ2100_003676-T1	XANCAGTX0491_004490-T1
OG0004252	XANPAOZ2100_003673-T1	XANCAGTX0491_004492-T1
OG0004253	XANPAOZ2100_003672-T1	XANCAGTX0491_004493-T1
OG0004254	XANPAOZ2100_003670-T1	XANCAGTX0491_004495-T1
OG0004255	XANPAOZ2100_003666-T1	XANCAGTX0491_004498-T1
OG0004256	XANPAOZ2100_003665-T1	XANCAGTX0491_004499-T1
OG0004257	XANPAOZ2100_003664-T1	XANCAGTX0491_004500-T1
OG0004258	XANPAOZ2100_003663-T1	XANCAGTX0491_004501-T1
OG0004259	XANPAOZ2100_003662-T1	XANCAGTX0491_004502-T1
OG0004260	XANPAOZ2100_003661-T1	XANCAGTX0491_004503-T1
OG0004261	XANPAOZ2100_003660-T1	XANCAGTX0491_004504-T1
OG0004262	XANPAOZ2100_003657-T1	XANCAGTX0491_004507-T1
OG0004263	XANPAOZ2100_003656-T1	XANCAGTX0491_004508-T1
OG0004264	XANPAOZ2100_003652-T1	XANCAGTX0491_004512-T1
OG0004265	XANPAOZ2100_003651-T1	XANCAGTX0491_004513-T1
OG0004266	XANPAOZ2100_003650-T1	XANCAGTX0491_004515-T1
OG0004267	XANPAOZ2100_003649-T1	XANCAGTX0491_004516-T1
OG0004268	XANPAOZ2100_003648-T1	XANCAGTX0491_004517-T1
OG0004269	XANPAOZ2100_003646-T1	XANCAGTX0491_004519-T1
OG0004270	XANPAOZ2100_003647-T1	XANCAGTX0491_004520-T1
OG0004271	XANPAOZ2100_003644-T1	XANCAGTX0491_004521-T1
OG0004272	XANPAOZ2100_003643-T1	XANCAGTX0491_004522-T1
OG0004273	XANPAOZ2100_003642-T1	XANCAGTX0491_004523-T1
OG0004274	XANPAOZ2100_003641-T1	XANCAGTX0491_004524-T1
OG0004275	XANPAOZ2100_003640-T1	XANCAGTX0491_004525-T1
OG0004276	XANPAOZ2100_003639-T1	XANCAGTX0491_004527-T1
OG0004277	XANPAOZ2100_003637-T1	XANCAGTX0491_004531-T1
OG0004278	XANPAOZ2100_003635-T1	XANCAGTX0491_004533-T1
OG0004279	XANPAOZ2100_003634-T1	XANCAGTX0491_004534-T1
OG0004280	XANPAOZ2100_003633-T1	XANCAGTX0491_004535-T1
OG0004281	XANPAOZ2100_003632-T1	XANCAGTX0491_004536-T1
OG0004282	XANPAOZ2100_003631-T1	XANCAGTX0491_004537-T1
OG0004283	XANPAOZ2100_003630-T1	XANCAGTX0491_004538-T1
OG0004284	XANPAOZ2100_003627-T1	XANCAGTX0491_004540-T1
OG0004285	XANPAOZ2100_003625-T1	XANCAGTX0491_004542-T1
OG0004286	XANPAOZ2100_003624-T1	XANCAGTX0491_004543-T1
OG0004287	XANPAOZ2100_003623-T1	XANCAGTX0491_004545-T1
OG0004288	XANPAOZ2100_003622-T1	XANCAGTX0491_004546-T1
OG0004289	XANPAOZ2100_003621-T1	XANCAGTX0491_004547-T1
OG0004290	XANPAOZ2100_003619-T1	XANCAGTX0491_004549-T1
OG0004291	XANPAOZ2100_003618-T1	XANCAGTX0491_004550-T1
OG0004292	XANPAOZ2100_003617-T1	XANCAGTX0491_004551-T1
OG0004293	XANPAOZ2100_003614-T1	XANCAGTX0491_004554-T1
OG0004294	XANPAOZ2100_003613-T1	XANCAGTX0491_004555-T1
OG0004295	XANPAOZ2100_003612-T1	XANCAGTX0491_004556-T1
OG0004296	XANPAOZ2100_003611-T1	XANCAGTX0491_004557-T1
OG0004297	XANPAOZ2100_003610-T1	XANCAGTX0491_004558-T1
OG0004298	XANPAOZ2100_003609-T1	XANCAGTX0491_004559-T1
OG0004299	XANPAOZ2100_003608-T1	XANCAGTX0491_004560-T1
OG0004300	XANPAOZ2100_003607-T1	XANCAGTX0491_004561-T1
OG0004301	XANPAOZ2100_003606-T1	XANCAGTX0491_004562-T1
OG0004302	XANPAOZ2100_003605-T1	XANCAGTX0491_004563-T1
OG0004303	XANPAOZ2100_003604-T1	XANCAGTX0491_004564-T1
OG0004304	XANPAOZ2100_003603-T1	XANCAGTX0491_004565-T1
OG0004305	XANPAOZ2100_003602-T1	XANCAGTX0491_004566-T1
OG0004306	XANPAOZ2100_003601-T1	XANCAGTX0491_004568-T1
OG0004307	XANPAOZ2100_003600-T1	XANCAGTX0491_004569-T1
OG0004308	XANPAOZ2100_003599-T1	XANCAGTX0491_004570-T1
OG0004309	XANPAOZ2100_003598-T1	XANCAGTX0491_004571-T1
OG0004310	XANPAOZ2100_003597-T1	XANCAGTX0491_004572-T1
OG0004311	XANPAOZ2100_003596-T1	XANCAGTX0491_004573-T1
OG0004312	XANPAOZ2100_003594-T1	XANCAGTX0491_004575-T1
OG0004313	XANPAOZ2100_003593-T1	XANCAGTX0491_004576-T1
OG0004314	XANPAOZ2100_003592-T1	XANCAGTX0491_004577-T1
OG0004315	XANPAOZ2100_003591-T1	XANCAGTX0491_004578-T1
OG0004316	XANPAOZ2100_003590-T1	XANCAGTX0491_004579-T1
OG0004317	XANPAOZ2100_003589-T1	XANCAGTX0491_004580-T1
OG0004318	XANPAOZ2100_003586-T1	XANCAGTX0491_004583-T1
OG0004319	XANPAOZ2100_003585-T1	XANCAGTX0491_004584-T1
OG0004320	XANPAOZ2100_003584-T1	XANCAGTX0491_004585-T1
OG0004321	XANPAOZ2100_003583-T1	XANCAGTX0491_004586-T1
OG0004322	XANPAOZ2100_003581-T1	XANCAGTX0491_004589-T1
OG0004323	XANPAOZ2100_003580-T1	XANCAGTX0491_004590-T1
OG0004324	XANPAOZ2100_003579-T1	XANCAGTX0491_004591-T1
OG0004325	XANPAOZ2100_003578-T1	XANCAGTX0491_004592-T1
OG0004326	XANPAOZ2100_003577-T1	XANCAGTX0491_004593-T1
OG0004327	XANPAOZ2100_003576-T1	XANCAGTX0491_004594-T1
OG0004328	XANPAOZ2100_003575-T1	XANCAGTX0491_004595-T1
OG0004329	XANPAOZ2100_003574-T1	XANCAGTX0491_004596-T1
OG0004330	XANPAOZ2100_003572-T1	XANCAGTX0491_004598-T1
OG0004331	XANPAOZ2100_003570-T1	XANCAGTX0491_004599-T1
OG0004332	XANPAOZ2100_003569-T1	XANCAGTX0491_004600-T1
OG0004333	XANPAOZ2100_003568-T1	XANCAGTX0491_004601-T1
OG0004334	XANPAOZ2100_003567-T1	XANCAGTX0491_004602-T1
OG0004335	XANPAOZ2100_003566-T1	XANCAGTX0491_004603-T1
OG0004336	XANPAOZ2100_003565-T1	XANCAGTX0491_004605-T1
OG0004337	XANPAOZ2100_003563-T1	XANCAGTX0491_004606-T1
OG0004338	XANPAOZ2100_003562-T1	XANCAGTX0491_004607-T1
OG0004339	XANPAOZ2100_003561-T1	XANCAGTX0491_004608-T1
OG0004340	XANPAOZ2100_003560-T1	XANCAGTX0491_004609-T1
OG0004341	XANPAOZ2100_003559-T1	XANCAGTX0491_004610-T1
OG0004342	XANPAOZ2100_003558-T1	XANCAGTX0491_004611-T1
OG0004343	XANPAOZ2100_003557-T1	XANCAGTX0491_004612-T1
OG0004345	XANPAOZ2100_003555-T1	XANCAGTX0491_004615-T1
OG0004346	XANPAOZ2100_003553-T1	XANCAGTX0491_004617-T1
OG0004347	XANPAOZ2100_003552-T1	XANCAGTX0491_004618-T1
OG0004348	XANPAOZ2100_003551-T1	XANCAGTX0491_004619-T1
OG0004349	XANPAOZ2100_003550-T1	XANCAGTX0491_004620-T1
OG0004350	XANPAOZ2100_003549-T1	XANCAGTX0491_004621-T1
OG0004351	XANPAOZ2100_003548-T1	XANCAGTX0491_004622-T1
OG0004352	XANPAOZ2100_003547-T1	XANCAGTX0491_004623-T1
OG0004353	XANPAOZ2100_003546-T1	XANCAGTX0491_004624-T1
OG0004354	XANPAOZ2100_003545-T1	XANCAGTX0491_004625-T1
OG0004355	XANPAOZ2100_003544-T1	XANCAGTX0491_004626-T1
OG0004356	XANPAOZ2100_003543-T1	XANCAGTX0491_004629-T1
OG0004357	XANPAOZ2100_003542-T1	XANCAGTX0491_004630-T1
OG0004358	XANPAOZ2100_003541-T1	XANCAGTX0491_004631-T1
OG0004359	XANPAOZ2100_003540-T1	XANCAGTX0491_004632-T1
OG0004360	XANPAOZ2100_003538-T1	XANCAGTX0491_004634-T1
OG0004361	XANPAOZ2100_003536-T1	XANCAGTX0491_004638-T1
OG0004362	XANPAOZ2100_003535-T1	XANCAGTX0491_004639-T1
OG0004363	XANPAOZ2100_003534-T1	XANCAGTX0491_004640-T1
OG0004364	XANPAOZ2100_003533-T1	XANCAGTX0491_004641-T1
OG0004365	XANPAOZ2100_003532-T1	XANCAGTX0491_004642-T1
OG0004366	XANPAOZ2100_003531-T1	XANCAGTX0491_004644-T1
OG0004367	XANPAOZ2100_003530-T1	XANCAGTX0491_004645-T1
OG0004368	XANPAOZ2100_003529-T1	XANCAGTX0491_004646-T1
OG0004369	XANPAOZ2100_003528-T1	XANCAGTX0491_004647-T1
OG0004370	XANPAOZ2100_003526-T1	XANCAGTX0491_004650-T1
OG0004371	XANPAOZ2100_003525-T1	XANCAGTX0491_004652-T1
OG0004372	XANPAOZ2100_003523-T1	XANCAGTX0491_004654-T1
OG0004373	XANPAOZ2100_003522-T1	XANCAGTX0491_004655-T1
OG0004374	XANPAOZ2100_003521-T1	XANCAGTX0491_004656-T1
OG0004375	XANPAOZ2100_003520-T1	XANCAGTX0491_004657-T1
OG0004376	XANPAOZ2100_003517-T1	XANCAGTX0491_004659-T1
OG0004377	XANPAOZ2100_003516-T1	XANCAGTX0491_004660-T1
OG0004378	XANPAOZ2100_003514-T1	XANCAGTX0491_004663-T1
OG0004379	XANPAOZ2100_003513-T1	XANCAGTX0491_004664-T1
OG0004380	XANPAOZ2100_003512-T1	XANCAGTX0491_004665-T1
OG0004381	XANPAOZ2100_003511-T1	XANCAGTX0491_004666-T1
OG0004382	XANPAOZ2100_003510-T1	XANCAGTX0491_004667-T1
OG0004383	XANPAOZ2100_003509-T1	XANCAGTX0491_004668-T1
OG0004384	XANPAOZ2100_003507-T1	XANCAGTX0491_004670-T1
OG0004385	XANPAOZ2100_003505-T1	XANCAGTX0491_004673-T1
OG0004386	XANPAOZ2100_003504-T1	XANCAGTX0491_004674-T1
OG0004387	XANPAOZ2100_003503-T1	XANCAGTX0491_004676-T1
OG0004388	XANPAOZ2100_003502-T1	XANCAGTX0491_004677-T1
OG0004389	XANPAOZ2100_003501-T1	XANCAGTX0491_004678-T1
OG0004390	XANPAOZ2100_003500-T1	XANCAGTX0491_004679-T1
OG0004391	XANPAOZ2100_003499-T1	XANCAGTX0491_004681-T1
OG0004392	XANPAOZ2100_003498-T1	XANCAGTX0491_004682-T1
OG0004393	XANPAOZ2100_003497-T1	XANCAGTX0491_004684-T1
OG0004394	XANPAOZ2100_003496-T1	XANCAGTX0491_004685-T1
OG0004395	XANPAOZ2100_003495-T1	XANCAGTX0491_004686-T1
OG0004396	XANPAOZ2100_003494-T1	XANCAGTX0491_004687-T1
OG0004397	XANPAOZ2100_003492-T1	XANCAGTX0491_004688-T1
OG0004398	XANPAOZ2100_003490-T1	XANCAGTX0491_004690-T1
OG0004399	XANPAOZ2100_003489-T1	XANCAGTX0491_004691-T1
OG0004400	XANPAOZ2100_003488-T1	XANCAGTX0491_004692-T1
OG0004401	XANPAOZ2100_003487-T1	XANCAGTX0491_004694-T1
OG0004402	XANPAOZ2100_003486-T1	XANCAGTX0491_004695-T1
OG0004403	XANPAOZ2100_003485-T1	XANCAGTX0491_004696-T1
OG0004404	XANPAOZ2100_003484-T1	XANCAGTX0491_004697-T1
OG0004405	XANPAOZ2100_003483-T1	XANCAGTX0491_004698-T1
OG0004406	XANPAOZ2100_003481-T1	XANCAGTX0491_004700-T1
OG0004407	XANPAOZ2100_003480-T1	XANCAGTX0491_004701-T1
OG0004408	XANPAOZ2100_003479-T1	XANCAGTX0491_004702-T1
OG0004409	XANPAOZ2100_003478-T1	XANCAGTX0491_004703-T1
OG0004410	XANPAOZ2100_003477-T1	XANCAGTX0491_004707-T1
OG0004411	XANPAOZ2100_003476-T1	XANCAGTX0491_004708-T1
OG0004412	XANPAOZ2100_003474-T1	XANCAGTX0491_004710-T1
OG0004413	XANPAOZ2100_003472-T1	XANCAGTX0491_004716-T1
OG0004414	XANPAOZ2100_003470-T1	XANCAGTX0491_004718-T1
OG0004415	XANPAOZ2100_003467-T1	XANCAGTX0491_004722-T1
OG0004416	XANPAOZ2100_003466-T1	XANCAGTX0491_004723-T1
OG0004417	XANPAOZ2100_003465-T1	XANCAGTX0491_004724-T1
OG0004418	XANPAOZ2100_003464-T1	XANCAGTX0491_004726-T1
OG0004419	XANPAOZ2100_003462-T1	XANCAGTX0491_004728-T1
OG0004420	XANPAOZ2100_003461-T1	XANCAGTX0491_004729-T1
OG0004421	XANPAOZ2100_003460-T1	XANCAGTX0491_004730-T1
OG0004422	XANPAOZ2100_003459-T1	XANCAGTX0491_004731-T1
OG0004423	XANPAOZ2100_003458-T1	XANCAGTX0491_004732-T1
OG0004424	XANPAOZ2100_003457-T1	XANCAGTX0491_004733-T1
OG0004425	XANPAOZ2100_003456-T1	XANCAGTX0491_004734-T1
OG0004426	XANPAOZ2100_003455-T1	XANCAGTX0491_004735-T1
OG0004427	XANPAOZ2100_003454-T1	XANCAGTX0491_004736-T1
OG0004428	XANPAOZ2100_003453-T1	XANCAGTX0491_004738-T1
OG0004429	XANPAOZ2100_003452-T1	XANCAGTX0491_004739-T1
OG0004430	XANPAOZ2100_003451-T1	XANCAGTX0491_004740-T1
OG0004431	XANPAOZ2100_003450-T1	XANCAGTX0491_004742-T1
OG0004432	XANPAOZ2100_003449-T1	XANCAGTX0491_004743-T1
OG0004433	XANPAOZ2100_003448-T1	XANCAGTX0491_004744-T1
OG0004434	XANPAOZ2100_003447-T1	XANCAGTX0491_004745-T1
OG0004435	XANPAOZ2100_003444-T1	XANCAGTX0491_004748-T1
OG0004436	XANPAOZ2100_003443-T1	XANCAGTX0491_004749-T1
OG0004437	XANPAOZ2100_003441-T1	XANCAGTX0491_004751-T1
OG0004438	XANPAOZ2100_003439-T1	XANCAGTX0491_004753-T1
OG0004439	XANPAOZ2100_003438-T1	XANCAGTX0491_004754-T1
OG0004440	XANPAOZ2100_003436-T1	XANCAGTX0491_004755-T1
OG0004441	XANPAOZ2100_003434-T1	XANCAGTX0491_004757-T1
OG0004442	XANPAOZ2100_003433-T1	XANCAGTX0491_004759-T1
OG0004443	XANPAOZ2100_003431-T1	XANCAGTX0491_004760-T1
OG0004444	XANPAOZ2100_003429-T1	XANCAGTX0491_004764-T1
OG0004445	XANPAOZ2100_003427-T1	XANCAGTX0491_004765-T1
OG0004446	XANPAOZ2100_003426-T1	XANCAGTX0491_004766-T1
OG0004447	XANPAOZ2100_003425-T1	XANCAGTX0491_004767-T1
OG0004448	XANPAOZ2100_003424-T1	XANCAGTX0491_004768-T1
OG0004449	XANPAOZ2100_003423-T1	XANCAGTX0491_004770-T1
OG0004450	XANPAOZ2100_003422-T1	XANCAGTX0491_004771-T1
OG0004451	XANPAOZ2100_003421-T1	XANCAGTX0491_004772-T1
OG0004452	XANPAOZ2100_003417-T1	XANCAGTX0491_004776-T1
OG0004453	XANPAOZ2100_003418-T1	XANCAGTX0491_004777-T1
OG0004454	XANPAOZ2100_003415-T1	XANCAGTX0491_004778-T1
OG0004455	XANPAOZ2100_003414-T1	XANCAGTX0491_004779-T1
OG0004456	XANPAOZ2100_003413-T1	XANCAGTX0491_004780-T1
OG0004457	XANPAOZ2100_003412-T1	XANCAGTX0491_004781-T1
OG0004458	XANPAOZ2100_003410-T1	XANCAGTX0491_004782-T1
OG0004459	XANPAOZ2100_003409-T1	XANCAGTX0491_004783-T1
OG0004460	XANPAOZ2100_003408-T1	XANCAGTX0491_004784-T1
OG0004461	XANPAOZ2100_003407-T1	XANCAGTX0491_004785-T1
OG0004462	XANPAOZ2100_005631-T1	XANCAGTX0491_004792-T1
OG0004463	XANPAOZ2100_005632-T1	XANCAGTX0491_004793-T1
OG0004464	XANPAOZ2100_005633-T1	XANCAGTX0491_004794-T1
OG0004465	XANPAOZ2100_005634-T1	XANCAGTX0491_004795-T1
OG0004466	XANPAOZ2100_005637-T1	XANCAGTX0491_004799-T1
OG0004467	XANPAOZ2100_005638-T1	XANCAGTX0491_004800-T1
OG0004468	XANPAOZ2100_005640-T1	XANCAGTX0491_004803-T1
OG0004469	XANPAOZ2100_005641-T1	XANCAGTX0491_004804-T1
OG0004470	XANPAOZ2100_005644-T1	XANCAGTX0491_004807-T1
OG0004471	XANPAOZ2100_005645-T1	XANCAGTX0491_004808-T1
OG0004473	XANPAOZ2100_005646-T1	XANCAGTX0491_004813-T1
OG0004474	XANPAOZ2100_005647-T1	XANCAGTX0491_004814-T1
OG0004475	XANPAOZ2100_005648-T1	XANCAGTX0491_004815-T1
OG0004476	XANPAOZ2100_004848-T1	XANCAGTX0491_004830-T1
OG0004477	XANPAOZ2100_005665-T1	XANCAGTX0491_004832-T1
OG0004478	XANPAOZ2100_005666-T1	XANCAGTX0491_004833-T1
OG0004479	XANPAOZ2100_005667-T1	XANCAGTX0491_004834-T1
OG0004480	XANPAOZ2100_005668-T1	XANCAGTX0491_004835-T1
OG0004481	XANPAOZ2100_005669-T1	XANCAGTX0491_004836-T1
OG0004482	XANPAOZ2100_005670-T1	XANCAGTX0491_004837-T1
OG0004483	XANPAOZ2100_005672-T1	XANCAGTX0491_004839-T1
OG0004484	XANPAOZ2100_005673-T1	XANCAGTX0491_004840-T1
OG0004485	XANPAOZ2100_005674-T1	XANCAGTX0491_004841-T1
OG0004486	XANPAOZ2100_005675-T1	XANCAGTX0491_004843-T1
OG0004487	XANPAOZ2100_005676-T1	XANCAGTX0491_004844-T1
OG0004488	XANPAOZ2100_005677-T1	XANCAGTX0491_004845-T1
OG0004489	XANPAOZ2100_005678-T1	XANCAGTX0491_004847-T1
OG0004490	XANPAOZ2100_005679-T1	XANCAGTX0491_004848-T1
OG0004491	XANPAOZ2100_005680-T1	XANCAGTX0491_004849-T1
OG0004492	XANPAOZ2100_005684-T1	XANCAGTX0491_004852-T1
OG0004493	XANPAOZ2100_005685-T1	XANCAGTX0491_004853-T1
OG0004494	XANPAOZ2100_005689-T1	XANCAGTX0491_004856-T1
OG0004495	XANPAOZ2100_005695-T1	XANCAGTX0491_004859-T1
OG0004496	XANPAOZ2100_005696-T1	XANCAGTX0491_004860-T1
OG0004497	XANPAOZ2100_005697-T1	XANCAGTX0491_004861-T1
OG0004498	XANPAOZ2100_005698-T1	XANCAGTX0491_004862-T1
OG0004499	XANPAOZ2100_005699-T1	XANCAGTX0491_004863-T1
OG0004500	XANPAOZ2100_005700-T1	XANCAGTX0491_004864-T1
OG0004502	XANPAOZ2100_005702-T1	XANCAGTX0491_004868-T1
OG0004503	XANPAOZ2100_005703-T1	XANCAGTX0491_004870-T1
OG0004504	XANPAOZ2100_005704-T1	XANCAGTX0491_004871-T1
OG0004505	XANPAOZ2100_005705-T1	XANCAGTX0491_004873-T1
OG0004506	XANPAOZ2100_005706-T1	XANCAGTX0491_004874-T1
OG0004507	XANPAOZ2100_005707-T1	XANCAGTX0491_004875-T1
OG0004508	XANPAOZ2100_005708-T1	XANCAGTX0491_004876-T1
OG0004509	XANPAOZ2100_005709-T1	XANCAGTX0491_004877-T1
OG0004510	XANPAOZ2100_005710-T1	XANCAGTX0491_004878-T1
OG0004511	XANPAOZ2100_005711-T1	XANCAGTX0491_004879-T1
OG0004512	XANPAOZ2100_005663-T1	XANCAGTX0491_008424-T1, XANCAGTX0491_004880-T1
OG0004513	XANPAOZ2100_005717-T1	XANCAGTX0491_004890-T1
OG0004514	XANPAOZ2100_005720-T1	XANCAGTX0491_004893-T1
OG0004515	XANPAOZ2100_005721-T1	XANCAGTX0491_004894-T1
OG0004516	XANPAOZ2100_005722-T1	XANCAGTX0491_004895-T1
OG0004517	XANPAOZ2100_005723-T1	XANCAGTX0491_004896-T1
OG0004518	XANPAOZ2100_005724-T1	XANCAGTX0491_004897-T1
OG0004519	XANPAOZ2100_005725-T1	XANCAGTX0491_004898-T1
OG0004520	XANPAOZ2100_005729-T1	XANCAGTX0491_004901-T1
OG0004521	XANPAOZ2100_005731-T1	XANCAGTX0491_004903-T1
OG0004522	XANPAOZ2100_005733-T1	XANCAGTX0491_004905-T1
OG0004523	XANPAOZ2100_005734-T1	XANCAGTX0491_004906-T1
OG0004524	XANPAOZ2100_005736-T1	XANCAGTX0491_004908-T1
OG0004525	XANPAOZ2100_005739-T1	XANCAGTX0491_004913-T1
OG0004526	XANPAOZ2100_005740-T1	XANCAGTX0491_004914-T1
OG0004527	XANPAOZ2100_005742-T1	XANCAGTX0491_004915-T1
OG0004528	XANPAOZ2100_005746-T1	XANCAGTX0491_004916-T1
OG0004529	XANPAOZ2100_005747-T1	XANCAGTX0491_004917-T1
OG0004530	XANPAOZ2100_005751-T1	XANCAGTX0491_004944-T1
OG0004531	XANPAOZ2100_005753-T1	XANCAGTX0491_004946-T1
OG0004532	XANPAOZ2100_005755-T1	XANCAGTX0491_004948-T1
OG0004533	XANPAOZ2100_005756-T1	XANCAGTX0491_004949-T1
OG0004534	XANPAOZ2100_005758-T1	XANCAGTX0491_004950-T1
OG0004535	XANPAOZ2100_005759-T1	XANCAGTX0491_004951-T1
OG0004536	XANPAOZ2100_005760-T1	XANCAGTX0491_004952-T1
OG0004537	XANPAOZ2100_005761-T1	XANCAGTX0491_004953-T1
OG0004538	XANPAOZ2100_005762-T1	XANCAGTX0491_004954-T1
OG0004539	XANPAOZ2100_005763-T1	XANCAGTX0491_004955-T1
OG0004540	XANPAOZ2100_005765-T1	XANCAGTX0491_004957-T1
OG0004541	XANPAOZ2100_005766-T1	XANCAGTX0491_004958-T1
OG0004542	XANPAOZ2100_005767-T1	XANCAGTX0491_004959-T1
OG0004543	XANPAOZ2100_005768-T1	XANCAGTX0491_004962-T1
OG0004544	XANPAOZ2100_005769-T1	XANCAGTX0491_004963-T1
OG0004546	XANPAOZ2100_005770-T1	XANCAGTX0491_004965-T1
OG0004547	XANPAOZ2100_005771-T1	XANCAGTX0491_004968-T1
OG0004548	XANPAOZ2100_005772-T1	XANCAGTX0491_004969-T1
OG0004549	XANPAOZ2100_005773-T1	XANCAGTX0491_004971-T1
OG0004550	XANPAOZ2100_005774-T1	XANCAGTX0491_004973-T1
OG0004551	XANPAOZ2100_005775-T1	XANCAGTX0491_004974-T1
OG0004552	XANPAOZ2100_005776-T1	XANCAGTX0491_004975-T1
OG0004553	XANPAOZ2100_005777-T1	XANCAGTX0491_004976-T1
OG0004554	XANPAOZ2100_005778-T1	XANCAGTX0491_004977-T1
OG0004555	XANPAOZ2100_005779-T1	XANCAGTX0491_004978-T1
OG0004556	XANPAOZ2100_005780-T1	XANCAGTX0491_004979-T1
OG0004557	XANPAOZ2100_005781-T1	XANCAGTX0491_004980-T1
OG0004558	XANPAOZ2100_005782-T1	XANCAGTX0491_004981-T1
