TranscriptID	Sequence	Gene_Start	Gene_End	tyrID	navis	family_hit	tyr_Start	tyr_End	Distance	InterPro
XANCAGTX0491_008404-T1	XcGTX0491_12	122529	129537	XANCAGTX0491_tyr8	navis0005	arwingFam	23500	23784	98745	IPR000873 AMP-dependent synthetase/ligase domain;IPR001242 Condensation domain;IPR009081 Phosphopantetheine binding ACP domain;IPR013968 Polyketide synthase, ketoreductase domain;IPR020807 Polyketide synthase, dehydratase domain;IPR023213 Chloramphenicol acetyltransferase-like domain superfamily;IPR036291 NAD(P)-binding domain superfamily;IPR036736 ACP-like superfamily;IPR042099 ANL, N-terminal domain;IPR042104 Polyketide synthase, dehydratase domain superfamily
XANCAGTX0491_008752-T1	XcGTX0491_12	1377676	1378975	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	101232	IPR002995 Surfeit locus 4
XANCAGTX0491_008753-T1	XcGTX0491_12	1384999	1386433	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	93909	
XANCAGTX0491_008754-T1	XcGTX0491_12	1387283	1388031	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	91625	
XANCAGTX0491_008755-T1	XcGTX0491_12	1389344	1390626	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	89564	
XANCAGTX0491_008757-T1	XcGTX0491_12	1396957	1398596	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	81951	IPR012476 mRNA export factor GLE1-like;IPR038506 GLE1-like superfamily
XANCAGTX0491_008758-T1	XcGTX0491_12	1398997	1399449	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	79911	IPR001910 Inosine/uridine-preferring nucleoside hydrolase domain;IPR036452 Ribonucleoside hydrolase-like
XANCAGTX0491_008759-T1	XcGTX0491_12	1399480	1399867	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	79428	
XANCAGTX0491_008760-T1	XcGTX0491_12	1399896	1400583	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	79012	IPR001910 Inosine/uridine-preferring nucleoside hydrolase domain;IPR036452 Ribonucleoside hydrolase-like
XANCAGTX0491_008761-T1	XcGTX0491_12	1401295	1402291	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	77613	IPR006710 Glycoside hydrolase, family 43;IPR023296 Glycosyl hydrolase, five-bladed beta-propellor domain superfamily
XANCAGTX0491_008762-T1	XcGTX0491_12	1403885	1405155	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	75023	
XANCAGTX0491_008763-T1	XcGTX0491_12	1405729	1408041	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	73179	
XANCAGTX0491_008764-T1	XcGTX0491_12	1409314	1409841	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	69594	
XANCAGTX0491_008765-T1	XcGTX0491_12	1412623	1412891	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	66285	
XANCAGTX0491_008766-T1	XcGTX0491_12	1413453	1414653	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	65455	IPR024079 Metallopeptidase, catalytic domain superfamily
XANCAGTX0491_008767-T1	XcGTX0491_12	1415441	1416392	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	63467	
XANCAGTX0491_008768-T1	XcGTX0491_12	1419534	1421559	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	59374	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily
XANCAGTX0491_008769-T1	XcGTX0491_12	1423151	1423406	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	55757	
XANCAGTX0491_008770-T1	XcGTX0491_12	1423475	1424400	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	55433	
XANCAGTX0491_008771-T1	XcGTX0491_12	1425499	1427155	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	53409	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily
XANCAGTX0491_008772-T1	XcGTX0491_12	1429732	1430734	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	49176	
XANCAGTX0491_008773-T1	XcGTX0491_12	1430794	1432775	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	48114	IPR012358 Endopolyphosphatase, Ppn1p-related;IPR029052 Metallo-dependent phosphatase-like;IPR041805 Acid sphingomyelinase/endopolyphosphatase, metallophosphatase domain
XANCAGTX0491_008774-T1	XcGTX0491_12	1433386	1433674	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	45522	
XANCAGTX0491_008776-T1	XcGTX0491_12	1442403	1443929	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	36505	IPR002110 Ankyrin repeat;IPR011009 Protein kinase-like domain superfamily;IPR016477 Fructosamine/Ketosamine-3-kinase;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily
XANCAGTX0491_008777-T1	XcGTX0491_12	1458939	1459969	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	19969	IPR008217 Ccc1 family
XANCAGTX0491_008778-T1	XcGTX0491_12	1460331	1461465	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	18577	IPR004579 ERCC1/RAD10/SWI10 family;IPR010994 RuvA domain 2-like;IPR011335 Restriction endonuclease type II-like
XANCAGTX0491_008779-T1	XcGTX0491_12	1462511	1464990	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	16345	IPR043129 ATPase, nucleotide binding domain
XANCAGTX0491_008780-T1	XcGTX0491_12	1465431	1466748	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	13477	
XANCAGTX0491_008781-T1	XcGTX0491_12	1467733	1468281	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	11175	
XANCAGTX0491_008782-T1	XcGTX0491_12	1471719	1473933	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	7189	IPR000253 Forkhead-associated (FHA) domain;IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR008984 SMAD/FHA domain superfamily;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
XANCAGTX0491_008784-T1	XcGTX0491_12	1476631	1477048	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	2277	
XANCAGTX0491_008785-T1	XcGTX0491_12	1478301	1481425	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	90	IPR021842 Protein of unknown function DUF3435
XANCAGTX0491_008756-T1	XcGTX0491_12	1391215	1395939	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	85396	IPR001900 Ribonuclease II/R;IPR012340 Nucleic acid-binding, OB-fold;IPR041093 DIS3-like exonuclease 2, C-terminal;IPR041505 Dis3-like cold-shock domain 2
XANCAGTX0491_008783-T1	XcGTX0491_12	1474366	1475831	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	4542	
XANCAGTX0491_008775-T1	XcGTX0491_12	1435179	1441849	XANCAGTX0491_008785-T1	navis0006	phoenixFam	1478908	1481335	39486	IPR002889 Carbohydrate-binding WSC;IPR011047 Quinoprotein alcohol dehydrogenase-like superfamily
XANCAGTX0491_009867-T1	XcGTX0491_15	856650	858019	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	395	IPR000210 BTB/POZ domain;IPR011333 SKP1/BTB/POZ domain superfamily
XANCAGTX0491_009868-T1	XcGTX0491_15	861643	862867	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	5388	
XANCAGTX0491_009869-T1	XcGTX0491_15	872941	873460	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	16686	
XANCAGTX0491_009870-T1	XcGTX0491_15	878200	878649	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	21945	IPR002893 Zinc finger, MYND-type
XANCAGTX0491_009872-T1	XcGTX0491_15	886712	888394	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	30457	IPR011990 Tetratricopeptide-like helical domain superfamily
XANCAGTX0491_009873-T1	XcGTX0491_15	890628	893129	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	34373	IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANCAGTX0491_009874-T1	XcGTX0491_15	893617	894034	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	37362	
XANCAGTX0491_009875-T1	XcGTX0491_15	908792	908935	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	52537	
XANCAGTX0491_009876-T1	XcGTX0491_15	952078	955392	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	95823	IPR002300 Aminoacyl-tRNA synthetase, class Ia;IPR002303 Valine-tRNA ligase;IPR009008 Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain;IPR009080 Aminoacyl-tRNA synthetase, class Ia, anticodon-binding;IPR013155 Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR033705 Valyl tRNA synthetase, anticodon-binding domain
XANCAGTX0491_009871-T1	XcGTX0491_15	883923	885669	XANCAGTX0491_009866-T1	navis0001	phoenixFam	853712	856255	27668	
XANPAGTX0501_001716-T1	XpGTX0501_3	6802	8423	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	142	IPR011010 DNA breaking-rejoining enzyme, catalytic core;IPR013762 Integrase-like, catalytic domain superfamily;IPR021842 Protein of unknown function DUF3435
XANPAGTX0501_001717-T1	XpGTX0501_3	46308	46697	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	38503	
XANPAGTX0501_001718-T1	XpGTX0501_3	47055	47545	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	39250	
XANPAGTX0501_001719-T1	XpGTX0501_3	47805	48595	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	40000	
XANPAGTX0501_001721-T1	XpGTX0501_3	50164	52793	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	42359	IPR001841 Zinc finger, RING-type;IPR002641 Patatin-like phospholipase domain;IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase;IPR017907 Zinc finger, RING-type, conserved site
XANPAGTX0501_001722-T1	XpGTX0501_3	53006	53381	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	45201	
XANPAGTX0501_001723-T1	XpGTX0501_3	55811	56616	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	48006	IPR013216 Methyltransferase type 11;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
XANPAGTX0501_001724-T1	XpGTX0501_3	56965	60805	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	49160	IPR002110 Ankyrin repeat;IPR007111 NACHT nucleoside triphosphatase;IPR020683 Domain of unknown function DUF3447;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036770 Ankyrin repeat-containing domain superfamily
XANPAGTX0501_001725-T1	XpGTX0501_3	61723	62779	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	53918	
XANPAGTX0501_001726-T1	XpGTX0501_3	73433	73812	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	65628	
XANPAGTX0501_001727-T1	XpGTX0501_3	75167	76047	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	67362	
XANPAGTX0501_001728-T1	XpGTX0501_3	76065	76559	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	68260	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily
XANPAGTX0501_001729-T1	XpGTX0501_3	77716	78184	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	69911	
XANPAGTX0501_001730-T1	XpGTX0501_3	103753	104149	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	95948	
XANPAGTX0501_001731-T1	XpGTX0501_3	105479	110620	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	97674	IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPAGTX0501_001720-T1	XpGTX0501_3	47349	49964	XANPAGTX0501_001716-T1	navis0002	clade1	6660	7805	39544	IPR022198 Protein of unknown function DUF3723
XANPAGTX0501_002910-T1	XpGTX0501_4	1104249	1105479	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	101091	IPR002921 Fungal lipase-like domain;IPR029058 Alpha/Beta hydrolase fold
XANPAGTX0501_002911-T1	XpGTX0501_4	1106193	1107445	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	99147	IPR011234 Fumarylacetoacetase-like, C-terminal;IPR036663 Fumarylacetoacetase-like, C-terminal domain superfamily
XANPAGTX0501_002912-T1	XpGTX0501_4	1107596	1108497	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	97744	IPR001353 Proteasome, subunit alpha/beta;IPR016050 Proteasome beta-type subunit, conserved site;IPR016295 Proteasome subunit beta 4;IPR023333 Proteasome B-type subunit;IPR029055 Nucleophile aminohydrolases, N-terminal
XANPAGTX0501_002913-T1	XpGTX0501_4	1108530	1110005	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	96810	IPR012479 SAP30-binding protein
XANPAGTX0501_002914-T1	XpGTX0501_4	1110467	1111311	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	94873	IPR001353 Proteasome, subunit alpha/beta;IPR023333 Proteasome B-type subunit;IPR029055 Nucleophile aminohydrolases, N-terminal
XANPAGTX0501_002915-T1	XpGTX0501_4	1111538	1112517	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	93802	IPR004087 K Homology domain;IPR036612 K Homology domain, type 1 superfamily;IPR041174 Krr1, KH1 domain
XANPAGTX0501_002917-T1	XpGTX0501_4	1115482	1116933	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	89858	IPR022617 Rad60/SUMO-like domain;IPR029071 Ubiquitin-like domain superfamily
XANPAGTX0501_002918-T1	XpGTX0501_4	1117528	1117889	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	87812	IPR001163 Sm domain, eukaryotic/archaea-type;IPR010920 LSM domain superfamily;IPR016487 Sm-like protein Lsm6/SmF
XANPAGTX0501_002919-T1	XpGTX0501_4	1117971	1119068	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	87369	IPR013216 Methyltransferase type 11;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
XANPAGTX0501_002920-T1	XpGTX0501_4	1119350	1119845	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	85990	IPR005651 Trm112-like
XANPAGTX0501_002921-T1	XpGTX0501_4	1120240	1124249	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	83761	IPR001214 SET domain;IPR003616 Post-SET domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR017111 Histone-lysine N-methyltransferase Set1, fungi;IPR024636 Histone lysine methyltransferase SET associated;IPR024657 COMPASS complex Set1 subunit, N-SET domain;IPR035979 RNA-binding domain superfamily
XANPAGTX0501_002922-T1	XpGTX0501_4	1125961	1128340	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	79379	IPR001347 SIS domain;IPR017932 Glutamine amidotransferase type 2 domain;IPR029055 Nucleophile aminohydrolases, N-terminal;IPR035466 GlmS/AgaS, SIS domain 1;IPR035490 GlmS/FrlB, SIS domain 2
XANPAGTX0501_002923-T1	XpGTX0501_4	1128780	1129560	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	76560	IPR002180 Lumazine/riboflavin synthase;IPR034964 Lumazine synthase;IPR036467 Lumazine/riboflavin synthase superfamily
XANPAGTX0501_002925-T1	XpGTX0501_4	1131589	1132360	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	73751	
XANPAGTX0501_002926-T1	XpGTX0501_4	1133220	1135340	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	72120	IPR004434 Isocitrate dehydrogenase NAD-dependent;IPR019818 Isocitrate/isopropylmalate dehydrogenase, conserved site;IPR024084 Isopropylmalate dehydrogenase-like domain
XANPAGTX0501_002927-T1	XpGTX0501_4	1135340	1136519	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	70000	IPR013216 Methyltransferase type 11;IPR022238 18S rRNA (guanine(1575)-N(7))-methyltransferase Bud23, C-terminal;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
XANPAGTX0501_002928-T1	XpGTX0501_4	1136697	1138332	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	68643	IPR007277 Svp26/Tex261
XANPAGTX0501_002929-T1	XpGTX0501_4	1138656	1140504	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	66684	IPR008979 Galactose-binding-like domain superfamily;IPR010400 PITH domain;IPR013766 Thioredoxin domain;IPR017937 Thioredoxin, conserved site;IPR036249 Thioredoxin-like superfamily;IPR037047 PITH domain superfamily
XANPAGTX0501_002930-T1	XpGTX0501_4	1142151	1145850	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	62160	IPR000008 C2 domain;IPR031468 Synaptotagmin-like mitochondrial-lipid-binding domain;IPR035892 C2 domain superfamily
XANPAGTX0501_002932-T1	XpGTX0501_4	1147522	1148498	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	57818	IPR013248 Secretory component protein Psh3/Shr3
XANPAGTX0501_002933-T1	XpGTX0501_4	1185207	1186522	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	20133	
XANPAGTX0501_002934-T1	XpGTX0501_4	1189575	1190352	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	15765	
XANPAGTX0501_002935-T1	XpGTX0501_4	1190722	1194646	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	13364	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR024983 CHAT domain
XANPAGTX0501_002936-T1	XpGTX0501_4	1205201	1206284	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	139	IPR021842 Protein of unknown function DUF3435
XANPAGTX0501_002916-T1	XpGTX0501_4	1112817	1115069	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	92523	IPR012571 Mitochondrial distribution and morphology protein family 31/32, fungi
XANPAGTX0501_002924-T1	XpGTX0501_4	1128575	1130896	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	76765	IPR000426 Proteasome alpha-subunit, N-terminal domain;IPR001353 Proteasome, subunit alpha/beta;IPR023332 Proteasome alpha-type subunit;IPR029055 Nucleophile aminohydrolases, N-terminal
XANPAGTX0501_002931-T1	XpGTX0501_4	1146247	1147078	XANPAGTX0501_002936-T1	navis0001	phoenixFam	1205340	1208010	59093	
XANPAGTX0501_003812-T1	XpGTX0501_5	1564919	1570673	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	102260	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
XANPAGTX0501_003813-T1	XpGTX0501_5	1571535	1572651	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	98750	IPR002575 Aminoglycoside phosphotransferase;IPR011009 Protein kinase-like domain superfamily
XANPAGTX0501_003814-T1	XpGTX0501_5	1573654	1574957	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	96631	IPR004114 THUMP domain;IPR040183 THUMP domain-containing protein 1-like
XANPAGTX0501_003815-T1	XpGTX0501_5	1575355	1576303	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	94930	
XANPAGTX0501_003816-T1	XpGTX0501_5	1577445	1578838	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	92840	IPR007320 Programmed cell death protein 2, C-terminal
XANPAGTX0501_003817-T1	XpGTX0501_5	1579098	1580288	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	91187	IPR000717 Proteasome component (PCI) domain;IPR009374 Eukaryotic translation initiation factor 3 subunit K;IPR016020 Translation initiation factor 3, subunit 12, N-terminal, eukaryotic;IPR016024 Armadillo-type fold;IPR033464 CSN8/PSMD8/EIF3K;IPR036390 Winged helix DNA-binding domain superfamily
XANPAGTX0501_003818-T1	XpGTX0501_5	1580901	1582189	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	89384	IPR037520 Folliculin/SMCR8, longin domain;IPR037521 Folliculin/SMCR8, tripartite DENN domain
XANPAGTX0501_003819-T1	XpGTX0501_5	1583298	1587382	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	85551	IPR000178 Translation initiation factor IF-2, bacterial-like;IPR000795 Translational (tr)-type GTP-binding domain;IPR001876 Zinc finger, RanBP2-type;IPR005225 Small GTP-binding protein domain;IPR006847 Translation initiation factor IF-2, N-terminal;IPR009000 Translation protein, beta-barrel domain superfamily;IPR023115 Translation initiation factor IF- 2, domain 3;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036925 Translation initiation factor IF-2, domain 3 superfamily
XANPAGTX0501_003820-T1	XpGTX0501_5	1587847	1588649	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	82438	
XANPAGTX0501_003821-T1	XpGTX0501_5	1590410	1591232	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	79875	
XANPAGTX0501_003822-T1	XpGTX0501_5	1591493	1592362	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	78792	IPR006328 L-2-Haloacid dehalogenase;IPR006439 HAD hydrolase, subfamily IA;IPR023198 Phosphoglycolate phosphatase-like, domain 2;IPR023214 HAD superfamily;IPR036412 HAD-like superfamily;IPR041492 Haloacid dehalogenase-like hydrolase
XANPAGTX0501_003823-T1	XpGTX0501_5	1595222	1595802	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	75063	
XANPAGTX0501_003824-T1	XpGTX0501_5	1596190	1598099	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	74095	IPR000182 GNAT domain;IPR015416 Zinc finger, H2C2-type, histone UAS binding;IPR016181 Acyl-CoA N-acyltransferase
XANPAGTX0501_003825-T1	XpGTX0501_5	1600175	1601546	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	70110	IPR007751 Domain of unknown function DUF676, lipase-like;IPR029058 Alpha/Beta hydrolase fold
XANPAGTX0501_003826-T1	XpGTX0501_5	1601629	1605364	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	67569	IPR002182 NB-ARC;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPAGTX0501_003827-T1	XpGTX0501_5	1605991	1606216	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	64294	
XANPAGTX0501_003828-T1	XpGTX0501_5	1607039	1608254	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	63246	IPR019380 Casein kinase substrate, phosphoprotein PP28
XANPAGTX0501_003829-T1	XpGTX0501_5	1608633	1609683	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	61652	IPR000253 Forkhead-associated (FHA) domain;IPR008984 SMAD/FHA domain superfamily
XANPAGTX0501_003830-T1	XpGTX0501_5	1609938	1611186	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	60347	IPR007881 UNC-50
XANPAGTX0501_003831-T1	XpGTX0501_5	1612211	1617161	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	55772	IPR000904 Sec7 domain;IPR011993 PH-like domain superfamily;IPR023394 Sec7, C-terminal domain superfamily;IPR035999 Sec7 domain superfamily;IPR041681 Pleckstrin homology domain 9
XANPAGTX0501_003832-T1	XpGTX0501_5	1617794	1617956	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	52491	
XANPAGTX0501_003833-T1	XpGTX0501_5	1619253	1621725	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	51032	IPR012000 Thiamine pyrophosphate enzyme, central domain;IPR012001 Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain;IPR029035 DHS-like NAD/FAD-binding domain superfamily;IPR029061 Thiamin diphosphate-binding fold
XANPAGTX0501_003834-T1	XpGTX0501_5	1622047	1622648	XANPAGTX0501_tyr12	navis0004	prometheusFam	1670285	1672933	48238	IPR006175 YjgF/YER057c/UK114 family;IPR035959 RutC-like superfamily
XANPAGTX0501_007308-T1	XpGTX0501_12	134572	135173	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	2598	
XANPAGTX0501_007309-T1	XpGTX0501_12	135320	135899	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	3346	IPR040976 Fungal-type protein kinase
XANPAGTX0501_007310-T1	XpGTX0501_12	138868	141992	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	6894	IPR002151 Kinesin light chain;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR019734 Tetratricopeptide repeat
XANPAGTX0501_007311-T1	XpGTX0501_12	146439	146891	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	14465	IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR041664 Orc1-like, AAA ATPase domain
XANPAGTX0501_007312-T1	XpGTX0501_12	149272	149899	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	17298	
XANPAGTX0501_007313-T1	XpGTX0501_12	150058	150514	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	18084	
XANPAGTX0501_007314-T1	XpGTX0501_12	152008	154734	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	20034	IPR002293 Amino acid/polyamine transporter I
XANPAGTX0501_007315-T1	XpGTX0501_12	155886	157472	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	23912	IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase
XANPAGTX0501_007316-T1	XpGTX0501_12	157826	159056	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	25852	IPR008183 Aldose 1-/Glucose-6-phosphate 1-epimerase;IPR011013 Galactose mutarotase-like domain superfamily;IPR014718 Glycoside hydrolase-type carbohydrate-binding
XANPAGTX0501_007317-T1	XpGTX0501_12	159864	161117	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	27890	IPR002843 ATPase, V0 complex, c/d subunit;IPR016727 ATPase, V0 complex, subunit d;IPR035067 V-type ATPase subunit C/d;IPR036079 V-type ATP synthase subunit c/d subunit superfamily
XANPAGTX0501_007319-T1	XpGTX0501_12	164974	166750	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	33000	IPR001406 Pseudouridine synthase I, TruA;IPR020095 Pseudouridine synthase I, TruA, C-terminal;IPR020097 Pseudouridine synthase I, TruA, alpha/beta domain;IPR020103 Pseudouridine synthase, catalytic domain superfamily
XANPAGTX0501_007320-T1	XpGTX0501_12	166992	167673	XANPAGTX0501_007307-T1	navis0001	phoenixFam	129424	131974	35018	IPR001806 Small GTPase;IPR027417 P-loop containing nucleoside triphosphate hydrolase
