Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000430	N0	n0	0.5	Non-Terminal	XANCAGTX0491_009075-T1, XANPARI20_003902-T1, XANPAGTX0501_010043-T1	XANCAGTX0491_009075-T2, XANPAOZ2100_007831-T1, XANPAGTX0501_000983-T1
OG0000431	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_010050-T3, XANPAGTX0501_010050-T2	XANPAGTX0501_010050-T1
OG0000431	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_010050-T3	XANPAGTX0501_010050-T2
OG0000432	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_010073-T3, XANPAGTX0501_010073-T2	XANPAGTX0501_010073-T1
OG0000432	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_010073-T3	XANPAGTX0501_010073-T2
OG0000433	N2	n2	0.5	Non-Terminal	XANPAGTX0501_005097-T1, XANPAGTX0501_000990-T1, XANCAGTX0491_009125-T1	XANPAGTX0501_010093-T1
OG0000433	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_005097-T1	XANPAGTX0501_000990-T1
OG0000434	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_003947-T1	XANPARI20_007392-T1
OG0000434	Xanthoria_calcicola_GTX0491	n4	1.0	Terminal	XANCAGTX0491_009128-T1	XANCAGTX0491_009128-T2
OG0000435	N0	n2	0.5	Non-Terminal	XANPAOZ2100_007753-T1, XANPAGTX0501_009083-T1	XANPAOZ2100_007752-T1, XANPAGTX0501_009084-T1
OG0000436	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_009204-T1, XANPAGTX0501_009194-T1	XANPAGTX0501_009203-T1
OG0000436	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_009204-T1	XANPAGTX0501_009194-T1
OG0000437	N1	n2	0.5	Non-Terminal	XANPARI20_004092-T1, XANPARI20_003884-T1	XANPAOZ2100_005224-T1, XANPARI20_005038-T1
OG0000437	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_004092-T1	XANPARI20_003884-T1
OG0000438	N0	n2	0.5	Non-Terminal	XANPAOZ2100_008491-T1, XANCAGTX0491_009282-T1	XANPAOZ2100_008492-T1, XANCAGTX0491_009740-T1
OG0000439	N2	n2	0.5	Non-Terminal	XANCAGTX0491_009293-T1, XANPAGTX0501_009699-T1, XANPAGTX0501_010344-T1	XANPAGTX0501_010345-T1
OG0000439	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_009699-T1	XANPAGTX0501_010344-T1
OG0000440	N0	n1	0.5	Non-Terminal	XANPARI20_000228-T1, XANCAGTX0491_009358-T1, XANPAGTX0501_009774-T1	XANPAGTX0501_009775-T1, XANPARI20_000227-T1
OG0000441	N2	n2	0.5	Non-Terminal	XANPAGTX0501_009490-T1	XANCAGTX0491_009439-T1, XANPAGTX0501_009490-T3, XANPAGTX0501_009490-T2
OG0000441	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_009490-T3	XANPAGTX0501_009490-T2
OG0000442	N2	n2	1.0	Non-Terminal	XANPAGTX0501_009810-T2, XANCAGTX0491_009567-T2	XANCAGTX0491_009567-T1, XANPAGTX0501_009810-T1
OG0000443	N2	n2	0.5	Non-Terminal	XANCAGTX0491_009667-T1, XANPAGTX0501_008275-T1, XANPAGTX0501_007348-T1	XANPAGTX0501_008275-T2
OG0000443	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_008275-T1	XANPAGTX0501_007348-T1
OG0000444	N0	n0	0.5	Non-Terminal	XANPAGTX0501_008281-T1, XANPARI20_003136-T1	XANPAGTX0501_009883-T1, XANCAGTX0491_009672-T1, XANPAOZ2100_008431-T1, XANPARI20_009139-T1
OG0000445	N0	n1	0.5	Non-Terminal	XANPAOZ2100_008443-T1, XANPAGTX0501_008294-T1, XANPARI20_009127-T1	XANPARI20_003147-T1, XANPAOZ2100_002047-T1
OG0000446	N1	n2	0.5	Non-Terminal	XANPARI20_003148-T1, XANPAOZ2100_008444-T1	XANPARI20_009126-T1
OG0000446	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_008295-T2	XANPAGTX0501_008295-T1
OG0000447	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_005491-T1	XANPAGTX0501_008303-T1
OG0000447	Xanthoria_parietina_SAMEA115359166	n4	1.0	Terminal	XANPARI20_003155-T1	XANPARI20_009119-T1
OG0000448	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_008318-T3	XANPAGTX0501_008318-T1, XANPAGTX0501_008318-T2
OG0000448	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_008318-T1	XANPAGTX0501_008318-T2
OG0000449	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_008323-T1	XANPAGTX0501_004992-T1
OG0000449	Xanthoria_calcicola_GTX0491	n4	1.0	Terminal	XANCAGTX0491_009715-T1	XANCAGTX0491_009715-T2
OG0000450	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_000989-T1, XANPAGTX0501_005100-T1	XANPAGTX0501_008350-T1
OG0000450	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_000989-T1	XANPAGTX0501_005100-T1
OG0000451	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_008353-T3	XANPAGTX0501_008353-T2, XANPAGTX0501_008353-T1
OG0000451	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_008353-T2	XANPAGTX0501_008353-T1
OG0000452	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_008372-T2	XANPAGTX0501_008372-T3, XANPAGTX0501_008372-T1
OG0000452	Xanthoria_parietina_GTX0501	n4	1.0	Terminal	XANPAGTX0501_008372-T3	XANPAGTX0501_008372-T1
OG0000453	N2	n1	1.0	Non-Terminal	XANCAGTX0491_009768-T1, XANPAGTX0501_008384-T1	XANPAGTX0501_008384-T2, XANCAGTX0491_009768-T2
OG0000454	N0	n0	0.5	Non-Terminal	XANPARI20_009021-T1, XANPAGTX0501_008413-T1, XANPAOZ2100_008544-T1, XANCAGTX0491_009797-T1	XANPARI20_009020-T1, XANCAGTX0491_009796-T1
OG0000455	N2	n1	1.0	Non-Terminal	XANPAGTX0501_008448-T2, XANCAGTX0491_009827-T2, XANCAGTX0491_009827-T3	XANCAGTX0491_009827-T1, XANPAGTX0501_008448-T1
OG0000455	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_009827-T2	XANCAGTX0491_009827-T3
OG0000456	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_009912-T1	XANCAGTX0491_010027-T1, XANCAGTX0491_009997-T1, XANCAGTX0491_009988-T1
OG0000456	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_010027-T1	XANCAGTX0491_009997-T1, XANCAGTX0491_009988-T1
OG0000456	Xanthoria_calcicola_GTX0491	n4	1.0	Terminal	XANCAGTX0491_009997-T1	XANCAGTX0491_009988-T1
OG0000457	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_010008-T1	XANCAGTX0491_010007-T1, XANCAGTX0491_009998-T1
OG0000457	Xanthoria_calcicola_GTX0491	n4	1.0	Terminal	XANCAGTX0491_010007-T1	XANCAGTX0491_009998-T1
OG0000458	N0	n0	0.75	Non-Terminal	XANPAOZ2100_002306-T1, XANPARI20_008602-T1, XANPAGTX0501_001895-T1	XANPAGTX0501_005325-T1, XANPAOZ2100_004906-T1, XANPARI20_006014-T1
OG0000459	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_001905-T1	XANPARI20_002514-T1
OG0000460	N2	n1	1.0	Non-Terminal	XANCAGTX0491_005417-T1, XANPAGTX0501_003869-T1	XANCAGTX0491_000008-T1, XANPAGTX0501_002461-T1
OG0000461	N2	n1	1.0	Non-Terminal	XANPAGTX0501_002480-T2, XANCAGTX0491_000027-T2	XANCAGTX0491_000027-T1, XANPAGTX0501_002480-T1
OG0000462	N0	n2	0.25	Non-Terminal	XANPAOZ2100_001214-T1, XANPAGTX0501_002484-T1	XANPAGTX0501_002484-T2
OG0000463	N0	n2	0.25	Non-Terminal	XANPAGTX0501_002497-T1, XANPARI20_001869-T1	XANPAGTX0501_002497-T2
OG0000464	N2	n2	0.5	Non-Terminal	XANCAGTX0491_000063-T1, XANPAGTX0501_002512-T1	XANPAGTX0501_002512-T2
OG0000465	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_002518-T2	XANPAGTX0501_002518-T1
OG0000466	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_002521-T1	XANPAGTX0501_002521-T2
OG0000467	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000083-T1	XANCAGTX0491_000084-T1
OG0000468	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000105-T2	XANCAGTX0491_000105-T1
OG0000469	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_003840-T1	XANPAGTX0501_002562-T1
OG0000470	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000117-T1	XANCAGTX0491_000117-T2
OG0000471	N0	n2	0.25	Non-Terminal	XANPAOZ2100_001130-T1, XANPAGTX0501_002583-T1	XANPAGTX0501_002584-T1
OG0000472	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_002605-T2	XANPAGTX0501_002605-T1
OG0000473	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_002608-T1	XANPAGTX0501_002609-T1
OG0000474	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000231-T2	XANCAGTX0491_000231-T1
OG0000475	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000257-T1	XANCAGTX0491_000257-T2
OG0000476	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000281-T1	XANCAGTX0491_000281-T2
OG0000477	N2	n2	0.5	Non-Terminal	XANCAGTX0491_000310-T1, XANPAGTX0501_004019-T1	XANCAGTX0491_009745-T1
OG0000478	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000341-T2	XANCAGTX0491_000341-T1
OG0000479	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000358-T2	XANCAGTX0491_000358-T1
OG0000480	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000366-T1	XANCAGTX0491_000366-T2
OG0000481	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_002870-T1	XANPAGTX0501_007649-T1
OG0000482	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_002875-T2	XANPAGTX0501_002875-T1
OG0000483	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_002876-T1	XANPAGTX0501_002876-T2
OG0000484	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000409-T2	XANCAGTX0491_000409-T1
OG0000485	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000416-T2	XANCAGTX0491_000416-T1
OG0000486	N0	n2	0.25	Non-Terminal	XANPAOZ2100_000874-T1, XANPAGTX0501_002891-T2	XANPAGTX0501_002891-T1
OG0000487	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_002896-T2	XANPAGTX0501_002896-T1
OG0000488	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000432-T1	XANCAGTX0491_000431-T1
OG0000489	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000450-T1	XANCAGTX0491_000450-T2
OG0000490	N2	n2	0.5	Non-Terminal	XANCAGTX0491_000452-T1, XANPAGTX0501_002927-T1	XANPAGTX0501_002927-T2
OG0000491	N2	n2	0.5	Non-Terminal	XANPAGTX0501_002929-T2	XANCAGTX0491_000454-T1, XANPAGTX0501_002929-T1
OG0000492	N2	n1	1.0	Non-Terminal	XANCAGTX0491_000461-T1, XANPAGTX0501_003871-T1	XANCAGTX0491_005416-T1, XANPAGTX0501_003870-T1
OG0000493	N2	n2	0.5	Non-Terminal	XANCAGTX0491_000463-T1, XANPAGTX0501_001004-T1	XANPAGTX0501_002939-T1
OG0000494	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000466-T1	XANCAGTX0491_000774-T1
OG0000495	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000468-T1	XANCAGTX0491_004379-T1
OG0000496	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000509-T1	XANCAGTX0491_000469-T1
OG0000497	N2	n2	0.5	Non-Terminal	XANPAGTX0501_002942-T1	XANPAGTX0501_002943-T1, XANCAGTX0491_000475-T1
OG0000498	N0	n2	0.25	Non-Terminal	XANCAGTX0491_000480-T1, XANPARI20_001486-T1	XANCAGTX0491_004140-T1
OG0000499	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_002952-T2	XANPAGTX0501_002952-T1
OG0000500	N2	n2	0.5	Non-Terminal	XANPAGTX0501_002958-T1, XANCAGTX0491_000491-T2	XANCAGTX0491_000491-T1
OG0000501	N2	n2	0.5	Non-Terminal	XANCAGTX0491_000512-T1, XANPAGTX0501_002980-T1	XANPAGTX0501_002980-T2
OG0000502	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000514-T1	XANCAGTX0491_000514-T2
OG0000503	N1	n2	0.5	Non-Terminal	XANPARI20_001452-T1, XANPAOZ2100_000792-T1	XANPARI20_006363-T1
OG0000504	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000538-T2	XANCAGTX0491_000538-T1
OG0000505	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_009689-T1	XANCAGTX0491_000540-T1
OG0000506	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003027-T2	XANPAGTX0501_003027-T1
OG0000507	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000563-T1	XANCAGTX0491_000781-T1
OG0000508	N1	n2	0.5	Non-Terminal	XANPAOZ2100_000747-T1	XANPARI20_001407-T1, XANPAOZ2100_000746-T1
OG0000509	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_006832-T1	XANCAGTX0491_000581-T1
OG0000510	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003058-T1, XANCAGTX0491_000589-T1	XANPAGTX0501_003058-T2
OG0000511	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_003066-T2	XANPAGTX0501_003066-T1
OG0000512	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003077-T1, XANCAGTX0491_009643-T1	XANCAGTX0491_000606-T1
OG0000513	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001282-T1	XANCAGTX0491_000607-T1
OG0000514	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000611-T2	XANCAGTX0491_000611-T1
OG0000515	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003092-T1	XANPAGTX0501_003092-T2
OG0000516	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003108-T1	XANPAGTX0501_003108-T2, XANCAGTX0491_000636-T1
OG0000517	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003153-T2	XANPAGTX0501_003153-T1
OG0000518	N2	n2	0.5	Non-Terminal	XANCAGTX0491_000682-T1, XANPAGTX0501_009221-T1	XANPAGTX0501_010544-T1
OG0000519	N2	n2	0.5	Non-Terminal	XANPAGTX0501_003163-T1	XANPAGTX0501_009222-T1, XANCAGTX0491_000683-T1
OG0000520	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_009225-T2	XANPAGTX0501_009225-T1
OG0000521	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_003168-T1	XANPAGTX0501_009227-T1
OG0000522	N2	n2	0.5	Non-Terminal	XANCAGTX0491_000691-T1, XANPAGTX0501_009233-T1	XANCAGTX0491_000691-T2
OG0000523	N1	n2	0.5	Non-Terminal	XANPAOZ2100_000617-T1	XANPAOZ2100_005234-T1, XANPARI20_001272-T1
OG0000524	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_009251-T1	XANPAGTX0501_009251-T2
OG0000525	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000719-T1	XANCAGTX0491_000719-T2
OG0000526	N1	n2	0.5	Non-Terminal	XANPAOZ2100_000600-T1, XANPARI20_002638-T1	XANPARI20_001255-T1
OG0000527	Xanthoria_parietina_SAMEA111342678	n2	1.0	Terminal	XANPAOZ2100_000580-T1	XANPAOZ2100_005230-T1
OG0000528	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_009300-T1	XANPAGTX0501_009300-T2
OG0000529	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001982-T1	XANCAGTX0491_000780-T1
OG0000530	N2	n2	0.5	Non-Terminal	XANPAGTX0501_009337-T1	XANCAGTX0491_000788-T1, XANPAGTX0501_009337-T2
OG0000531	Xanthoria_parietina_SAMEA115359166	n2	1.0	Terminal	XANPARI20_001183-T1	XANPARI20_001184-T1
OG0000532	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000803-T2	XANCAGTX0491_000803-T1
OG0000533	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_004476-T1	XANPAGTX0501_004477-T1
OG0000534	N0	n2	0.25	Non-Terminal	XANPAGTX0501_007304-T1, XANPARI20_001155-T1	XANPAGTX0501_004503-T1
OG0000535	Xanthoria_parietina_SAMEA111342678	n3	1.0	Terminal	XANPAOZ2100_008058-T1	XANPAOZ2100_000491-T1
OG0000536	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_004550-T2	XANPAGTX0501_004550-T1
OG0000537	Xanthoria_parietina_SAMEA111342678	n2	1.0	Terminal	XANPAOZ2100_000469-T1	XANPAOZ2100_005066-T1
OG0000538	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000870-T2	XANCAGTX0491_000870-T1
OG0000539	N2	n2	0.5	Non-Terminal	XANPAGTX0501_004607-T1, XANCAGTX0491_000921-T2	XANCAGTX0491_000921-T1
OG0000540	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000934-T1	XANCAGTX0491_000934-T2
OG0000541	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000950-T2	XANCAGTX0491_000950-T1
OG0000542	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_004655-T1	XANPAGTX0501_004655-T2
OG0000543	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_000974-T1	XANCAGTX0491_000974-T2
OG0000544	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000977-T1	XANCAGTX0491_000982-T1
OG0000545	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_000979-T1	XANCAGTX0491_000979-T2
OG0000546	N2	n2	0.5	Non-Terminal	XANPAGTX0501_004672-T1	XANCAGTX0491_000989-T1, XANPAGTX0501_004673-T1
OG0000547	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001005-T1	XANCAGTX0491_005068-T1
OG0000548	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_004696-T1	XANPAGTX0501_004696-T2
OG0000549	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001050-T2	XANCAGTX0491_001050-T1
OG0000550	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001065-T2	XANCAGTX0491_001065-T1
OG0000551	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_004779-T1	XANPAGTX0501_004779-T2
OG0000552	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001099-T2	XANCAGTX0491_001099-T1
OG0000553	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001118-T2	XANCAGTX0491_001118-T1
OG0000554	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001127-T1	XANCAGTX0491_001127-T2
OG0000555	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001134-T1	XANCAGTX0491_001134-T2
OG0000556	N1	n2	0.5	Non-Terminal	XANPAOZ2100_000223-T1, XANPARI20_000866-T1	XANPARI20_000867-T1
OG0000557	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_004855-T1	XANPAGTX0501_004855-T2
OG0000558	N2	n2	0.5	Non-Terminal	XANPAGTX0501_009836-T1, XANCAGTX0491_009589-T1	XANCAGTX0491_001164-T1
OG0000559	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_007381-T1	XANCAGTX0491_001168-T1
OG0000560	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_004859-T1	XANPAGTX0501_004859-T2
OG0000561	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001187-T2	XANCAGTX0491_001187-T1
OG0000562	N2	n2	0.5	Non-Terminal	XANPAGTX0501_010498-T1, XANCAGTX0491_001188-T1	XANPAGTX0501_004878-T1
OG0000563	Xanthoria_parietina_GTX0501	n2	1.0	Terminal	XANPAGTX0501_004890-T1	XANPAGTX0501_004890-T2
OG0000564	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_001207-T2	XANCAGTX0491_001207-T1
OG0000565	N2	n2	0.5	Non-Terminal	XANPAGTX0501_007075-T1, XANCAGTX0491_001210-T1	XANPAGTX0501_004901-T1
OG0000566	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001219-T1	XANCAGTX0491_001219-T2
OG0000567	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_004916-T1	XANPAGTX0501_004916-T2
OG0000568	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001238-T2	XANCAGTX0491_001238-T1
OG0000569	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_004934-T2	XANPAGTX0501_004934-T1
OG0000570	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_004943-T1	XANPAGTX0501_004943-T2
OG0000571	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_004957-T1	XANPAGTX0501_004956-T1
OG0000572	N0	n2	0.25	Non-Terminal	XANPARI20_004123-T1, XANCAGTX0491_001363-T1	XANCAGTX0491_008811-T1
OG0000573	N2	n2	0.5	Non-Terminal	XANPAGTX0501_005075-T1	XANCAGTX0491_001367-T1, XANPAGTX0501_003839-T1
OG0000574	N2	n0	1.0	Non-Terminal	XANPAGTX0501_010654-T1, XANCAGTX0491_009653-T1	XANCAGTX0491_001376-T1, XANPAGTX0501_010654-T2, XANPAGTX0501_000032-T1
OG0000574	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_010654-T2	XANPAGTX0501_000032-T1
OG0000575	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001386-T1	XANCAGTX0491_009983-T1
OG0000576	N1	n2	0.5	Non-Terminal	XANPARI20_002586-T1	XANPAOZ2100_004635-T1, XANPARI20_005690-T1
OG0000577	N1	n2	0.5	Non-Terminal	XANPARI20_002589-T1	XANPAOZ2100_004632-T1, XANPARI20_005687-T1
OG0000578	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_005683-T1	XANPARI20_002593-T1
OG0000579	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_002601-T1	XANPARI20_005675-T1
OG0000580	Xanthoria_calcicola_GTX0491	n1	1.0	Terminal	XANCAGTX0491_001404-T1	XANCAGTX0491_004106-T1
OG0000580	Xanthoria_parietina_SAMEA115359166	n3	1.0	Terminal	XANPARI20_005676-T1	XANPARI20_002600-T1
OG0000581	N1	n2	0.5	Non-Terminal	XANPARI20_005679-T1	XANPARI20_002597-T1, XANPAOZ2100_004623-T1
OG0000582	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_001673-T1	XANPAGTX0501_001672-T1
OG0000583	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_010713-T1	XANPAGTX0501_001691-T1
OG0000584	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_001441-T2	XANCAGTX0491_001441-T1
OG0000585	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_001442-T1	XANCAGTX0491_001442-T2
OG0000586	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001473-T1	XANCAGTX0491_001473-T2
OG0000587	N2	n2	0.5	Non-Terminal	XANPAGTX0501_001005-T1, XANCAGTX0491_001474-T1	XANPAGTX0501_001633-T1
OG0000588	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_001632-T2	XANPAGTX0501_001632-T1
OG0000589	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001477-T2	XANCAGTX0491_001477-T1
OG0000590	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001484-T1	XANCAGTX0491_001484-T2
OG0000591	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_001613-T1	XANPAGTX0501_001613-T2
OG0000592	N2	n2	0.5	Non-Terminal	XANCAGTX0491_004103-T1	XANCAGTX0491_001506-T1, XANPAGTX0501_001601-T1
OG0000593	N2	n2	0.5	Non-Terminal	XANPAGTX0501_001594-T2	XANCAGTX0491_001515-T1, XANPAGTX0501_001594-T1
OG0000594	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_001520-T2	XANCAGTX0491_001520-T1
OG0000595	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_001567-T2	XANPAGTX0501_001567-T1
OG0000596	Xanthoria_calcicola_GTX0491	n2	1.0	Terminal	XANCAGTX0491_001572-T2	XANCAGTX0491_001572-T1
OG0000597	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_001530-T1	XANPAGTX0501_001530-T2
OG0000598	N2	n2	0.5	Non-Terminal	XANCAGTX0491_001593-T1, XANPAGTX0501_001515-T1	XANCAGTX0491_001593-T2
OG0000599	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001634-T1	XANCAGTX0491_001634-T2
OG0000600	Xanthoria_parietina_GTX0501	n3	1.0	Terminal	XANPAGTX0501_001467-T2	XANPAGTX0501_001467-T1
OG0000601	Xanthoria_calcicola_GTX0491	n3	1.0	Terminal	XANCAGTX0491_001641-T1	XANCAGTX0491_005442-T1
