omeID	taxonID	tyrCount	elementCount
fusxyl5	Sordariomycetes	9	0
fusxyl6	Sordariomycetes	6	1
fusxyl7	Sordariomycetes	9	0
fusxyl8	Sordariomycetes	9	0
fusxyl9	Sordariomycetes	5	0
fusxyr1	Sordariomycetes	13	0
fusxyr2	Sordariomycetes	12	0
fusxyr3	Sordariomycetes	10	0
fuszan1	Sordariomycetes	2	0
fuszea1	Sordariomycetes	1	0
gaegra1	Sordariomycetes	5	0
gaetri1	Sordariomycetes	5	0
galmar1	Agaricomycetes	0	0
galree1	Saccharomycotina	0	0
gammul1	Mortierellomycotina	0	0
gansin1	Agaricomycetes	1	0
gansp.1	Agaricomycetes	0	0
gaumor1	Agaricomycetes	0	0
gelsub1	Agaricomycetes	0	0
geocan1	Saccharomycotina	0	0
geocan2	Saccharomycotina	0	0
geocan3	Saccharomycotina	0	0
geocan4	Saccharomycotina	0	0
geocan5	Saccharomycotina	0	0
geocan6	Saccharomycotina	0	0
geocan7	Saccharomycotina	0	0
geocan8	Saccharomycotina	0	0
geomor1	Sordariomycetes	1	0
geopyr1	Glomeromycotina	0	0
gigmar1	Glomeromycotina	0	0
gigros1	Glomeromycotina	0	0
glaloz1	Leotiomycetes	1	0
glaloz2	Leotiomycetes	1	0
glocer1	Glomeromycotina	0	0
glocon1	Agaricomycetes	0	0
gloste1	Dothideomycetes	5	0
glotra1	Agaricomycetes	0	0
gluame1	Geoglossomycetes	14	0
golcic1	Leotiomycetes	0	0
golcic2	Leotiomycetes	0	0
golcic3	Leotiomycetes	0	0
golmag1	Leotiomycetes	2	0
gomame1	Lecanoromycetes	4	0
gonpro1	Monoblepharidomycetes	0	0
grascr1	Lecanoromycetes	15	0
grocla1	Sordariomycetes	1	0
grycys1	Mortierellomycotina	0	0
guynec1	Agaricomycetes	2	0
gymand1	Agaricomycetes	1	0
gymcon1	Agaricomycetes	0	0
gymdil1	Agaricomycetes	0	0
gymjun1	Agaricomycetes	2	0
gymlux1	Agaricomycetes	0	0
gyrliv1	Agaricomycetes	0	0
halvar1	Leotiomycetes	21	0
hammag1	Microsporidia	0	0
hammag2	Microsporidia	0	0
hamtva1	Microsporidia	0	0
hamtva2	Microsporidia	0	0
hangui1	Saccharomycotina	0	0
hanopu1	Saccharomycotina	0	0
hanosm1	Saccharomycotina	0	0
hanuva1	Saccharomycotina	0	0
hanuva2	Saccharomycotina	0	0
hanval1	Saccharomycotina	0	0
hapbis1	Mortierellomycotina	0	0
hapgra1	Mortierellomycotina	0	0
hapsp.1	Mortierellomycotina	0	0
hapsp.2	Mortierellomycotina	0	0
hapsp.3	Mortierellomycotina	0	0
hebcyl1	Agaricomycetes	1	0
helgri1	Eurotiomycetes	2	0
helsp.4	Leotiomycetes	6	0
helsul1	Agaricomycetes	0	0
heperi1	Microsporidia	0	0
heralp1	Agaricomycetes	1	0
hesves1	Mucoromycotina	0	0
hetspe1	Lecanoromycetes	6	0
hexnit1	Agaricomycetes	0	0
hirmin1	Sordariomycetes	27	0
hirrho1	Sordariomycetes	29	0
hiscap1	Eurotiomycetes	59	23
hiscap10	Eurotiomycetes	4	0
hiscap3	Eurotiomycetes	6	3
hiscap4	Eurotiomycetes	22	7
hiscap5	Eurotiomycetes	26	4
hompol1	Chytridiomycetes	0	0
horaci1	Dothideomycetes	2	0
hortha1	Dothideomycetes	0	0
horwer1	Dothideomycetes	0	0
horwer2	Dothideomycetes	0	0
hyabic1	Leotiomycetes	12	0
hyahep1	Leotiomycetes	7	0
hyavar1	Leotiomycetes	4	0
hydfim1	Agaricomycetes	0	0
hydpin1	Agaricomycetes	1	0
hydruf1	Agaricomycetes	0	0
hygaur1	Agaricomycetes	1	0
hymalb1	Leotiomycetes	12	0
hymfra1	Leotiomycetes	0	0
hymrad1	Agaricomycetes	0	0
hyparg1	Sordariomycetes	4	0
hypbur1	Saccharomycotina	0	0
hypcer1	Sordariomycetes	0	0
hypcro1	Sordariomycetes	2	0
hypfra1	Sordariomycetes	0	0
hypfus1	Sordariomycetes	0	0
hyphym1	Leotiomycetes	3	0
hypmar1	Agaricomycetes	0	0
hypmon1	Sordariomycetes	0	0
hyprub1	Sordariomycetes	0	0
hyprub2	Sordariomycetes	4	0
hypsp.1	Sordariomycetes	0	0
hypsp.10	Sordariomycetes	0	0
hypsp.2	Sordariomycetes	2	0
hypsp.3	Sordariomycetes	0	0
hypsp.4	Sordariomycetes	2	0
hypsp.5	Sordariomycetes	0	0
hypsp.6	Sordariomycetes	2	0
hypsp.7	Sordariomycetes	0	0
hypsp.8	Sordariomycetes	0	0
hypsp.9	Sordariomycetes	0	0
hypsub1	Sordariomycetes	1	0
hypsub2	Agaricomycetes	0	0
hyptru1	Sordariomycetes	6	0
hyspul1	Dothideomycetes	4	0
hyssto1	Agaricomycetes	1	0
ilydes1	Sordariomycetes	9	1
ilysp.1	Sordariomycetes	9	1
ilysp.2	Sordariomycetes	9	0
ilysp.3	Sordariomycetes	10	0
imsale1	Lecanoromycetes	4	0
infgib1	Agaricomycetes	0	0
irplac1	Agaricomycetes	0	0
isafum1	Sordariomycetes	10	0
jaaarg1	Agaricomycetes	1	0
jamros1	Ustilaginomycotina	1	0
jamsp.1	Ustilaginomycotina	1	0
jimfla1	Mucoromycotina	4	0
jimfla2	Mucoromycotina	1	0
jimlac1	Mucoromycotina	0	0
kalbra1	Ustilaginomycotina	0	0
kalpfe1	Pezizomycetes	0	0
karrho1	Dothideomycetes	2	0
kazafr1	Saccharomycotina	0	0
kazbar1	Saccharomycotina	0	0
kazbar2	Saccharomycotina	0	0
kazexi1	Saccharomycotina	0	0
kaznag1	Saccharomycotina	0	0
kazsau1	Saccharomycotina	0	0
kazuni1	Saccharomycotina	0	0
kludob1	Saccharomycotina	0	0
klulac1	Saccharomycotina	0	0
klumar2	Saccharomycotina	0	0
kocimp1	Tremellomycetes	0	0
kompas1	Saccharomycotina	0	0
kompha1	Saccharomycotina	0	0
kompha2	Saccharomycotina	0	0
kompha4	Saccharomycotina	0	0
kredeu1	Sordariomycetes	3	0
kredeu2	Sordariomycetes	16	2
kurcap1	Saccharomycotina	0	0
kwobes1	Tremellomycetes	0	0
kwodej1	Tremellomycetes	0	0
kwohev1	Tremellomycetes	0	0
kwohev2	Tremellomycetes	0	0
kwoman1	Tremellomycetes	0	0
kwoman2	Tremellomycetes	0	0
kwoman3	Tremellomycetes	0	0
kwosha1	Tremellomycetes	0	0
lacame1	Agaricomycetes	0	0
lacari1	Leotiomycetes	12	0
lacbic15	Agaricomycetes	0	0
laccer1	Leotiomycetes	0	0
laccf.1	Agaricomycetes	1	0
laccf.2	Agaricomycetes	1	0
lacdas1	Saccharomycotina	0	0
lacfer1	Saccharomycotina	0	0
lachya1	Leotiomycetes	7	0
lacind1	Agaricomycetes	0	0
laclan1	Saccharomycotina	0	0
lacmey1	Saccharomycotina	0	0
lacmir1	Saccharomycotina	0	0
lacnot1	Saccharomycotina	0	0
lacocc1	Leotiomycetes	1	0
lacpsa1	Agaricomycetes	0	0
lacque1	Saccharomycotina	0	0
lacqui1	Agaricomycetes	1	0
lacsp.1	Saccharomycotina	0	0
lacsue1	Leotiomycetes	4	0
lacthe1	Saccharomycotina	0	0
lacwil1	Leotiomycetes	7	0
laesul1	Agaricomycetes	0	0
laesul2	Agaricomycetes	0	0
lanasi1	Agaricomycetes	0	0
laspus1	Lecanoromycetes	11	0
laspus2	Lecanoromycetes	14	1
lasthe1	Dothideomycetes	4	0
lasthe2	Dothideomycetes	2	1
lasthe3	Dothideomycetes	12	0
leclec1	Sordariomycetes	5	0
leilac1	Agaricomycetes	0	0
leimen1	Agaricomycetes	0	0
leisp.1	Agaricomycetes	1	0
lenedo1	Agaricomycetes	3	0
lenedo2	Agaricomycetes	3	0
lenedo7	Agaricomycetes	3	0
lenflu1	Dothideomycetes	11	0
lentig1	Agaricomycetes	0	0
lentig2	Agaricomycetes	0	0
leosp.1	Leotiomycetes	16	0
lepmac1	Dothideomycetes	0	0
lepnud1	Agaricomycetes	0	0
leppal1	Dothideomycetes	10	0
lepsor1	Agaricomycetes	0	0
lepsp.1	Leotiomycetes	50	0
letcol1	Lecanoromycetes	2	0
letlup1	Lecanoromycetes	4	1
leucre1	Pucciniomycotina	0	0
leucre2	Pucciniomycotina	0	0
leugon3	Agaricomycetes	0	0
leuleu1	Agaricomycetes	0	0
leumol1	Agaricomycetes	0	0
leusp.1	Agaricomycetes	0	0
liccor1	Mucoromycotina	0	0
licram1	Mucoromycotina	0	0
linelo2	Mortierellomycotina	0	0
linexi1	Mortierellomycotina	0	0
lingam1	Mortierellomycotina	0	0
lingam2	Mortierellomycotina	0	0
linhya1	Mortierellomycotina	0	0
lining1	Dothideomycetes	3	0
linpen1	Kickxellomycotina	0	0
linrhi1	Dothideomycetes	7	0
linsch1	Mortierellomycotina	0	0
linzyc1	Mortierellomycotina	0	0
linzyc2	Mortierellomycotina	0	0
lipsta1	Saccharomycotina	0	0
lizemp1	Dothideomycetes	27	0
lobtra1	Mortierellomycotina	0	0
lodelo1	Saccharomycotina	0	0
lompro1	Sordariomycetes	0	0
lopmac1	Dothideomycetes	4	0
lopmyt1	Dothideomycetes	0	0
lopnuc1	Dothideomycetes	2	0
lyoatr1	Agaricomycetes	0	0
macano1	Dothideomycetes	8	0
macful1	Agaricomycetes	0	0
macpha1	Dothideomycetes	15	1
macpha2	Dothideomycetes	10	0
madmyc1	Sordariomycetes	7	0
magory1	Sordariomycetes	9	0
magpoa1	Sordariomycetes	1	0
malglo1	Ustilaginomycotina	0	0
malpac1	Ustilaginomycotina	0	0
malres1	Ustilaginomycotina	0	0
malres2	Ustilaginomycotina	0	0
malsym1	Ustilaginomycotina	0	0
malves1	Ustilaginomycotina	0	0
marbru1	Leotiomycetes	1	0
marcor1	Leotiomycetes	1	0
marfia1	Agaricomycetes	1	0
marore1	Agaricomycetes	0	0
masebu1	Dothideomycetes	0	0
maspha1	Dothideomycetes	7	0
meimil1	Ustilaginomycotina	1	0
melame1	Pucciniomycotina	0	0
melbic1	Leotiomycetes	12	0
melbro1	Agaricomycetes	0	0
melbro2	Agaricomycetes	0	0
mellar1	Pucciniomycotina	1	0
mellin1	Pucciniomycotina	0	0
melpul1	Dothideomycetes	0	0
melvar1	Leotiomycetes	4	0
metacr1	Sordariomycetes	11	0
metaff1	Saccharomycotina	0	0
metalb1	Sordariomycetes	2	0
metani1	Sordariomycetes	3	0
metani2	Sordariomycetes	9	0
metani3	Sordariomycetes	9	0
metbic2	Saccharomycotina	0	0
metbic3	Saccharomycotina	0	0
metbic4	Saccharomycotina	0	0
metbru1	Sordariomycetes	10	1
metfru1	Saccharomycotina	0	0
metgui1	Sordariomycetes	11	0
methum1	Sordariomycetes	3	0
metmaj1	Sordariomycetes	13	1
metper1	Saccharomycotina	0	0
metril1	Sordariomycetes	2	0
metrob2	Sordariomycetes	7	1
metrob3	Sordariomycetes	7	1
metsp.2	Saccharomycotina	0	0
meygui1	Saccharomycotina	0	0
meysp.1	Saccharomycotina	0	0
micbol1	Sordariomycetes	4	0
miccan1	Eurotiomycetes	0	0
micint1	Pucciniomycotina	0	0
miclyc1	Pucciniomycotina	0	0
micmic1	Dothideomycetes	1	0
micsap1	Pucciniomycotina	0	0
micsap2	Pucciniomycotina	0	0
micsil1	Pucciniomycotina	0	0
mictri1	Sordariomycetes	23	0
milfar1	Saccharomycotina	0	0
mitdap1	Microsporidia	0	0
mixosm1	Pucciniomycotina	0	0
modren1	Mortierellomycotina	0	0
moeant1	Ustilaginomycotina	1	0
moeant2	Ustilaginomycotina	0	0
moeaph1	Ustilaginomycotina	0	0
moelib1	Sordariomycetes	4	0
molsco1	Leotiomycetes	5	0
moncan1	Sordariomycetes	8	0
moncan2	Sordariomycetes	7	0
monfru1	Leotiomycetes	2	0
monfru2	Leotiomycetes	6	0
monfru3	Leotiomycetes	2	0
monhap1	Orbiliomycetes	0	0
monibe1	Sordariomycetes	15	0
monlax1	Leotiomycetes	3	0
monper1	Agaricomycetes	0	0
monror1	Agaricomycetes	0	0
monsp.2	Sordariomycetes	11	0
monsp.3	Sordariomycetes	6	1
monsp.4	Sordariomycetes	4	0
monsp.5	Sordariomycetes	10	0
monsp.6	Sordariomycetes	8	0
monsp.7	Sordariomycetes	7	0
monsp.8	Sordariomycetes	6	0
monvac1	Leotiomycetes	1	0
morant1	Mortierellomycotina	0	0
morant2	Mortierellomycotina	0	0
morcon1	Pezizomycetes	1	0
morelo2	Mortierellomycotina	0	0
morelo3	Mortierellomycotina	0	0
morhyg1	Mortierellomycotina	0	0
morimp1	Pezizomycetes	4	2
morimp2	Pezizomycetes	1	0
morpol1	Mortierellomycotina	0	0
morsex1	Pezizomycetes	1	0
morsp.10	Mortierellomycotina	0	0
morsp.11	Mortierellomycotina	0	0
morsp.12	Mortierellomycotina	0	0
morsp.13	Mortierellomycotina	0	0
morsp.14	Mortierellomycotina	0	0
morsp.15	Mortierellomycotina	0	0
morsp.16	Mortierellomycotina	0	0
morsp.4	Mortierellomycotina	0	0
morsp.5	Mortierellomycotina	0	0
morsp.6	Mortierellomycotina	0	0
morsp.7	Mortierellomycotina	0	0
morsp.8	Mortierellomycotina	0	0
morsp.9	Mortierellomycotina	0	0
mucamb1	Mucoromycotina	0	0
muccir1	Mucoromycotina	0	0
muccir2	Mucoromycotina	0	0
muccir3	Mucoromycotina	0	0
mucend1	Mucoromycotina	0	0
mucfus1	Mucoromycotina	0	0
muclan1	Mucoromycotina	0	0
muclus1	Mucoromycotina	0	0
muclus2	Mucoromycotina	0	0
mucmuc2	Agaricomycetes	2	0
mucplu1	Mucoromycotina	0	0
mucrac1	Mucoromycotina	0	0
mucsat1	Mucoromycotina	0	0
muloch1	Agaricomycetes	0	0
mycchl1	Agaricomycetes	1	0
myceum1	Dothideomycetes	2	0
mycgal2	Agaricomycetes	4	0
mycind2	Agaricomycetes	2	0
mycken1	Agaricomycetes	1	0
mycthe1	Sordariomycetes	3	0
mycven1	Agaricomycetes	2	0
myrdur1	Dothideomycetes	0	0
mytres1	Dothideomycetes	18	0
nadful1	Saccharomycotina	0	0
naeenc1	Tremellomycetes	0	0
naeenc2	Tremellomycetes	0	0
nagliq1	Tremellomycetes	0	0
nagvis1	Tremellomycetes	0	0
nakbac1	Saccharomycotina	0	0
nakdel1	Saccharomycotina	0	0
nakwic1	Saccharomycotina	0	0
nangyp1	Eurotiomycetes	1	0
naucas1	Saccharomycotina	0	0
naudai1	Saccharomycotina	0	0
nemabo1	Sordariomycetes	1	0
nemdif1	Sordariomycetes	4	0
nemdis1	Microsporidia	0	0
nempar1	Microsporidia	0	0
nempar2	Microsporidia	0	0
nemser1	Sordariomycetes	5	0
nemser2	Sordariomycetes	3	0
nemser3	Sordariomycetes	1	0
nemsp.1	Sordariomycetes	1	0
nemsp.2	Sordariomycetes	0	0
nemsp.3	Sordariomycetes	0	0
nemsp.4	Microsporidia	0	0
nemsp.5	Microsporidia	0	0
nemsp.6	Microsporidia	0	0
neoaci1	Dothideomycetes	2	0
neocal1	Neocallimastigomycetes	0	0
neocla1	Sordariomycetes	1	0
neodit1	Sordariomycetes	7	0
neofis1	Eurotiomycetes	11	0
neoirr1	Taphrinomycotina	0	0
neoirr2	Taphrinomycotina	0	0
neolan1	Neocallimastigomycetes	0	0
neolep1	Agaricomycetes	0	0
neopar1	Dothideomycetes	4	0
neosp.3	Sordariomycetes	0	0
neosp.5	Neocallimastigomycetes	0	0
neucra3	Sordariomycetes	1	0
neucra4	Sordariomycetes	1	0
neutet1	Sordariomycetes	2	0
neutet2	Sordariomycetes	2	0
nosapi1	Microsporidia	0	0
nosbom1	Microsporidia	0	0
noscer1	Microsporidia	0	0
noscer10	Microsporidia	0	0
noscer3	Microsporidia	0	0
nosgra1	Microsporidia	0	0
obbriv1	Agaricomycetes	0	0
ogaang1	Saccharomycotina	0	0
ogaang10	Saccharomycotina	0	0
ogaang2	Saccharomycotina	0	0
ogaang3	Saccharomycotina	0	0
ogaang4	Saccharomycotina	0	0
ogaang5	Saccharomycotina	0	0
ogaang6	Saccharomycotina	0	0
ogaang7	Saccharomycotina	0	0
ogaang8	Saccharomycotina	0	0
ogaang9	Saccharomycotina	0	0
ogahag1	Saccharomycotina	0	0
ogahag10	Saccharomycotina	0	0
ogahag11	Saccharomycotina	0	0
ogahag12	Saccharomycotina	0	0
ogahag13	Saccharomycotina	0	0
ogahag14	Saccharomycotina	0	0
ogahag15	Saccharomycotina	0	0
ogahag16	Saccharomycotina	0	0
ogahag17	Saccharomycotina	0	0
ogahag18	Saccharomycotina	0	0
ogahag19	Saccharomycotina	0	0
ogahag2	Saccharomycotina	0	0
ogahag20	Saccharomycotina	0	0
ogahag21	Saccharomycotina	0	0
ogahag22	Saccharomycotina	0	0
ogahag3	Saccharomycotina	0	0
ogahag4	Saccharomycotina	0	0
ogahag5	Saccharomycotina	0	0
ogahag6	Saccharomycotina	0	0
ogahag7	Saccharomycotina	0	0
ogahag8	Saccharomycotina	0	0
ogahag9	Saccharomycotina	0	0
ogapar1	Saccharomycotina	0	0
ogaphi1	Saccharomycotina	0	0
ogapol1	Saccharomycotina	0	0
ogathe1	Saccharomycotina	0	0
oidmai1	Leotiomycetes	11	0
oidneo1	Leotiomycetes	0	0
olipau1	Agaricomycetes	0	0
olpbor1	Olpidiomycetes	0	0
ompole1	Agaricomycetes	0	0
ophaus1	Sordariomycetes	0	0
ophcam1	Sordariomycetes	0	0
ophcam2	Sordariomycetes	0	0
ophcam3	Sordariomycetes	0	0
ophcam4	Sordariomycetes	0	0
ophdis1	Dothideomycetes	8	0
ophkim1	Sordariomycetes	0	0
ophnov1	Sordariomycetes	0	0
ophpic1	Sordariomycetes	1	0
ophpol1	Sordariomycetes	0	0
ophsin1	Sordariomycetes	1	0
ophsin2	Sordariomycetes	1	0
ophuni1	Sordariomycetes	0	0
orboli1	Orbiliomycetes	2	0
orboli10	Orbiliomycetes	2	0
orboli11	Orbiliomycetes	3	2
orboli12	Orbiliomycetes	1	1
orboli13	Orbiliomycetes	0	0
orboli14	Orbiliomycetes	1	1
orboli15	Orbiliomycetes	3	2
orboli16	Orbiliomycetes	3	2
orboli17	Orbiliomycetes	1	0
orboli18	Orbiliomycetes	0	0
orboli19	Orbiliomycetes	1	1
orboli2	Orbiliomycetes	2	1
orboli20	Orbiliomycetes	2	1
orboli3	Orbiliomycetes	1	0
orboli4	Orbiliomycetes	0	0
orboli5	Orbiliomycetes	0	0
orboli6	Orbiliomycetes	0	0
orboli7	Orbiliomycetes	1	0
orboli8	Orbiliomycetes	0	0
orboli9	Orbiliomycetes	0	0
ordcol1	Microsporidia	0	0
orpsp.1	Neocallimastigomycetes	0	0
oudmuc1	Agaricomycetes	2	0
pactan1	Saccharomycotina	0	0
paeniv1	Eurotiomycetes	16	0
paevar1	Eurotiomycetes	3	1
paevar2	Eurotiomycetes	1	0
paevar3	Eurotiomycetes	0	0
pancya1	Agaricomycetes	0	0
panpap1	Agaricomycetes	0	0
panrud1	Agaricomycetes	0	0
parbra1	Eurotiomycetes	17	1
parbra2	Eurotiomycetes	14	3
parchr1	Dothideomycetes	0	0
parchr2	Dothideomycetes	0	0
parlut1	Eurotiomycetes	15	2
parmin1	Dothideomycetes	9	0
parnod1	Dothideomycetes	2	0
parpol1	Leotiomycetes	4	0
parsac1	Cryptomycota	0	0
parspo1	Dothideomycetes	2	0
parspo2	Dothideomycetes	2	0
pasful1	Dothideomycetes	3	0
patatr1	Dothideomycetes	2	0
paxade1	Agaricomycetes	0	0
paxamm1	Agaricomycetes	0	0
paxinv1	Agaricomycetes	0	0
paxrub1	Agaricomycetes	0	0
pelfru1	Dothideomycetes	1	0
penant1	Eurotiomycetes	15	0
penari1	Eurotiomycetes	10	0
penbra1	Eurotiomycetes	12	0
pencam1	Eurotiomycetes	14	0
penchr1	Eurotiomycetes	8	2
penchr2	Eurotiomycetes	3	1
pencop1	Eurotiomycetes	1	0
pencru1	Eurotiomycetes	2	0
pendec1	Eurotiomycetes	8	0
pendig1	Eurotiomycetes	11	0
pendig2	Eurotiomycetes	11	0
penexp2	Eurotiomycetes	2	0
penfla1	Eurotiomycetes	10	1
penfre1	Eurotiomycetes	8	0
pengri1	Eurotiomycetes	4	0
pengri2	Eurotiomycetes	4	0
penita1	Eurotiomycetes	4	0
penita2	Eurotiomycetes	4	0
pennal1	Eurotiomycetes	12	0
pennor1	Eurotiomycetes	8	0
penoxa1	Eurotiomycetes	5	0
penpol1	Eurotiomycetes	1	0
penrol1	Eurotiomycetes	7	0
penroq1	Eurotiomycetes	12	0
penrub1	Eurotiomycetes	8	2
penrub2	Eurotiomycetes	11	0
pensol2	Eurotiomycetes	8	1
pensp.10	Eurotiomycetes	8	0
pensp.11	Eurotiomycetes	8	0
pensp.12	Agaricomycetes	0	0
pensp.14	Agaricomycetes	0	0
pensp.6	Agaricomycetes	1	0
pensp.7	Eurotiomycetes	4	0
pensp.8	Eurotiomycetes	4	0
pensp.9	Eurotiomycetes	18	3
penste1	Eurotiomycetes	2	0
pensub1	Eurotiomycetes	21	0
penthy1	Eurotiomycetes	7	0
penvul1	Eurotiomycetes	10	0
penzon1	Eurotiomycetes	2	0
permac1	Dothideomycetes	8	0
pesfic1	Sordariomycetes	3	0
pessp.1	Sordariomycetes	0	0
petxyl1	Saccharomycotina	0	0
phaale1	Sordariomycetes	5	0
phacar1	Agaricomycetes	0	0
phacar2	Agaricomycetes	0	0
phachl1	Eurotiomycetes	6	0
phachr2	Agaricomycetes	0	0
phamin1	Sordariomycetes	5	0
phapoa1	Dothideomycetes	0	0
phasor1	Agaricomycetes	0	0
phasp.4	Dothideomycetes	0	0
phenox1	Agaricomycetes	0	0
phepou1	Agaricomycetes	0	0
phiame1	Eurotiomycetes	0	0
phiatt1	Eurotiomycetes	0	0
phiatt2	Eurotiomycetes	0	0
phicur1	Sordariomycetes	2	0
phisco1	Leotiomycetes	5	0
phisub1	Leotiomycetes	17	0
phlbre1	Agaricomycetes	1	0
phlcen1	Agaricomycetes	0	0
phlcen2	Agaricomycetes	0	0
phlgig1	Agaricomycetes	0	0
phlsp.1	Agaricomycetes	2	0
phoaln1	Agaricomycetes	0	0
phocon1	Agaricomycetes	0	0
phomol1	Agaricomycetes	0	0
photra1	Dothideomycetes	13	0
phybla5	Mucoromycotina	0	0
phycap6	Dothideomycetes	0	0
phycit11	Dothideomycetes	0	0
phycit12	Dothideomycetes	0	0
phycit13	Dothideomycetes	0	0
phycit14	Dothideomycetes	1	0
phypar2	Dothideomycetes	0	0
physp.1	Dothideomycetes	0	0
physte1	Lecanoromycetes	0	0
pickud1	Saccharomycotina	0	0
picmem1	Saccharomycotina	0	0
picpas1	Saccharomycotina	0	0
piehor1	Dothideomycetes	0	0
piloli1	Agaricomycetes	1	0
pipcyl1	Zoopagomycotina	0	0
pirfin1	Neocallimastigomycetes	0	0
pirind1	Agaricomycetes	0	0
pirsp.2	Neocallimastigomycetes	0	0
pismic1	Agaricomycetes	0	0
pistin1	Agaricomycetes	0	0
plecor1	Agaricomycetes	0	0
plecuc2	Sordariomycetes	6	0
pleery1	Agaricomycetes	0	0
pleost1	Agaricomycetes	0	0
pleost2	Agaricomycetes	0	0
pleost3	Agaricomycetes	0	0
pleplu1	Sordariomycetes	0	0
plepul1	Agaricomycetes	0	0
plepul2	Agaricomycetes	0	0
plepul3	Agaricomycetes	0	0
plesip1	Dothideomycetes	0	0
pletra1	Dothideomycetes	13	0
plicri1	Agaricomycetes	0	0
plucer1	Agaricomycetes	0	0
pnecan1	Taphrinomycotina	0	0
pnecar1	Taphrinomycotina	0	0
pnejir1	Taphrinomycotina	0	0
pnejir2	Taphrinomycotina	0	0
pnemur1	Taphrinomycotina	0	0
pneory1	Taphrinomycotina	0	0
pnesp.1	Taphrinomycotina	0	0
pnewak1	Taphrinomycotina	0	0
pocchl2	Sordariomycetes	8	0
pocchl3	Sordariomycetes	19	0
podans1	Sordariomycetes	2	0
podclo1	Mortierellomycotina	0	0
podclo2	Mortierellomycotina	0	0
podcom1	Sordariomycetes	4	1
podepi1	Mortierellomycotina	0	0
podepi2	Mortierellomycotina	0	0
podepi3	Mortierellomycotina	0	0
podhor1	Mortierellomycotina	0	0
podhor2	Mortierellomycotina	0	0
podhum1	Mortierellomycotina	0	0
podmin1	Mortierellomycotina	0	0
podmin2	Mortierellomycotina	0	0
podver1	Mortierellomycotina	0	0
podver2	Mortierellomycotina	0	0
podver3	Mortierellomycotina	0	0
podver4	Mortierellomycotina	0	0
polarc1	Agaricomycetes	0	0
polbru1	Agaricomycetes	0	0
polcit1	Dothideomycetes	0	0
polfus1	Dothideomycetes	16	0
polhys1	Eurotiomycetes	9	0
polsqu1	Agaricomycetes	1	0
porpun1	Sordariomycetes	0	0
pospla1	Agaricomycetes	0	0
pospla2	Agaricomycetes	0	0
prolac1	Taphrinomycotina	0	0
prolac2	Taphrinomycotina	0	0
psaabe1	Agaricomycetes	0	0
pseant1	Ustilaginomycotina	0	0
psedes1	Leotiomycetes	33	0
pseeum1	Dothideomycetes	2	0
psefij1	Dothideomycetes	2	0
pseflo1	Ustilaginomycotina	3	0
pseful1	Dothideomycetes	3	0
pseglu1	Ustilaginomycotina	0	0
psehub1	Ustilaginomycotina	0	0
psehyp1	Dothideomycetes	1	0
psemus1	Dothideomycetes	1	0
pseneu1	Microsporidia	0	0
psesp.10	Leotiomycetes	11	0
psesp.11	Leotiomycetes	11	0
psesp.12	Leotiomycetes	33	0
psesp.13	Leotiomycetes	12	0
psesp.14	Leotiomycetes	14	0
psesp.15	Leotiomycetes	12	0
psesp.16	Leotiomycetes	16	0
psesp.17	Leotiomycetes	24	0
psesp.18	Leotiomycetes	9	0
psesp.2	Leotiomycetes	12	0
psesp.20	Leotiomycetes	9	0
psesp.21	Leotiomycetes	5	0
psesp.22	Leotiomycetes	22	0
psesp.3	Leotiomycetes	9	0
psesp.4	Leotiomycetes	17	0
psesp.5	Leotiomycetes	15	0
psesp.6	Leotiomycetes	6	0
psesp.8	Leotiomycetes	7	0
psesp.9	Leotiomycetes	6	1
psever1	Leotiomycetes	8	0
psevex1	Sordariomycetes	3	0
psevol1	Eurotiomycetes	15	0
psicf.1	Agaricomycetes	0	0
psicub1	Agaricomycetes	0	0
psicya1	Agaricomycetes	0	0
psiser1	Agaricomycetes	0	0
ptegra1	Agaricomycetes	0	0
puccor4	Pucciniomycotina	0	0
puccor5	Pucciniomycotina	0	0
pucgra1	Pucciniomycotina	1	0
pucgra2	Pucciniomycotina	2	0
pucgra3	Pucciniomycotina	1	0
pucgra4	Pucciniomycotina	0	0
pucgra5	Pucciniomycotina	0	0
pucgra6	Pucciniomycotina	0	0
pucsor1	Pucciniomycotina	0	0
pucstr1	Pucciniomycotina	0	0
pucstr2	Pucciniomycotina	0	0
pucstr3	Pucciniomycotina	0	0
puctri1	Pucciniomycotina	0	0
punstr1	Agaricomycetes	0	0
purlil1	Sordariomycetes	8	0
pyccin2	Agaricomycetes	0	0
pyccoc2	Agaricomycetes	0	0
pycpun1	Agaricomycetes	0	0
pycsan1	Agaricomycetes	0	0
pyrcon1	Pezizomycetes	6	0
pyrgri1	Sordariomycetes	8	0
pyrlyc1	Dothideomycetes	0	0
pyrnox1	Agaricomycetes	0	0
pyromp2	Pezizomycetes	6	0
pyrory1	Sordariomycetes	9	2
pyrory2	Sordariomycetes	7	5
pyrory3	Sordariomycetes	6	0
pyrory4	Sordariomycetes	5	0
pyrpen1	Sordariomycetes	6	0
pyrsem1	Dothideomycetes	2	0
pyrsp.1	Dothideomycetes	1	0
pyrsp.2	Sordariomycetes	8	0
pyrsp.3	Dothideomycetes	0	0
pyrter1	Dothideomycetes	3	0
pyrter2	Dothideomycetes	3	0
