omeID	taxonID	taxonCount	tyrCount	elementCount
fusgra12	Fusarium graminearum	10	0	0
fusgra2	Fusarium graminearum	10	0	0
fusgra3	Fusarium graminum	1	1	0
fusgra4	Fusarium graminearum	10	0	0
fusgra5	Fusarium graminearum	10	0	0
fusgra6	Fusarium graminearum	10	1	0
fusgra7	Fusarium graminearum	10	0	0
fusgra8	Fusarium graminearum	10	0	0
fusgra9	Fusarium graminearum	10	0	0
fusgut1	Fusarium guttiforme	1	1	0
fushae1	Fusarium haematococcum	3	1	0
fushae2	Fusarium haematococcum	3	1	0
fushae3	Fusarium haematococcum	3	5	0
fushai1	Fusarium hainanense	1	0	0
fushet1	Fusarium heterosporum	1	0	0
fushos1	Fusarium hostae	3	17	1
fushos2	Fusarium hostae	3	17	1
fushos3	Fusarium hostae	3	4	0
fushum1	Fusarium humuli	2	2	0
fushum2	Fusarium humuli	2	4	0
fusill1	Fusarium illudens	1	3	0
fusinc1	Fusarium incarnatum	3	2	0
fusinc2	Fusarium incarnatum	3	2	0
fusinc3	Fusarium incarnatum	3	0	0
fusirr1	Fusarium irregulare	1	0	0
fuskur1	Fusarium kuroshium	1	3	0
fuskyu1	Fusarium kyushuense	1	2	0
fuslan1	Fusarium langsethiae	3	5	0
fuslan2	Fusarium langsethiae	3	5	0
fuslan3	Fusarium langsethiae	3	8	0
fuslat1	Fusarium lateritium	1	0	0
fuslon1	Fusarium longipes	4	0	0
fuslon2	Fusarium longipes	4	0	0
fuslon3	Fusarium longipes	4	0	0
fuslon4	Fusarium longipes	4	0	0
fuslou1	Fusarium louisianense	2	1	0
fuslou2	Fusarium louisianense	2	0	0
fusluf1	Fusarium luffae	1	0	0
fuslya1	Fusarium lyarnte(nom.	1	3	0
fusman1	Fusarium mangiferae	3	8	1
fusman2	Fusarium mangiferae	3	18	0
fusman3	Fusarium mangiferae	3	8	1
fusmer1	Fusarium meridionale	5	0	0
fusmer2	Fusarium meridionale	5	1	0
fusmer3	Fusarium meridionale	5	0	0
fusmer4	Fusarium meridionale	5	1	0
fusmer5	Fusarium meridionale	5	0	0
fusmes1	Fusarium mesoamericanum	1	0	0
fusmet1	Fusarium metavorans	1	5	0
fusmex1	Fusarium mexicanum	1	3	0
fusmis1	Fusarium miscanthi	1	0	0
fusmun1	Fusarium mundagurra	1	7	0
fusmus1	Fusarium musae	2	3	1
fusmus2	Fusarium musae	2	0	0
fusnan1	Fusarium nanum	1	3	1
fusnap1	Fusarium napiforme	1	0	0
fusnel1	Fusarium nelsonii	1	5	0
fusnem1	Fusarium nematophilum	1	9	0
fusneo1	Fusarium neocosmosporiellum	1	9	0
fusnep1	Fusarium nepalense	2	0	0
fusnep2	Fusarium nepalense	2	2	0
fusnew1	Fusarium newnesense	1	9	0
fusnis1	Fusarium nisikadoi	1	1	0
fusnod1	Fusarium nodosum	1	0	0
fusnur1	Fusarium nurragi	1	1	0
fusnyg1	Fusarium nygamai	3	9	0
fusnyg2	Fusarium nygamai	3	7	1
fusnyg3	Fusarium nygamai	3	6	0
fusodo1	Fusarium odoratissimum	2	0	0
fusodo2	Fusarium odoratissimum	2	0	0
fusoxy17	Fusarium oxysporum	34	3	0
fusoxy18	Fusarium oxysporum	34	7	0
fusoxy19	Fusarium oxysporum	34	2	0
fusoxy2	Fusarium oxysporum	34	11	2
fusoxy21	Fusarium oxysporum	34	5	2
fusoxy22	Fusarium oxysporum	34	2	1
fusoxy23	Fusarium oxysporum	34	6	1
fusoxy24	Fusarium oxysporum	34	0	0
fusoxy25	Fusarium oxysporum	34	9	0
fusoxy26	Fusarium oxysporum	34	8	0
fusoxy28	Fusarium oxysporum	34	9	1
fusoxy29	Fusarium oxysporum	34	5	2
fusoxy3	Fusarium oxysporum	34	4	1
fusoxy30	Fusarium oxysporum	34	6	1
fusoxy32	Fusarium oxysporum	34	11	2
fusoxy33	Fusarium oxysporum	34	0	0
fusoxy34	Fusarium oxysporum	34	2	0
fusoxy35	Fusarium oxysporum	34	4	0
fusoxy36	Fusarium oxysporum	34	8	0
fusoxy37	Fusarium oxysporum	34	7	0
fusoxy38	Fusarium oxysporum	34	4	1
fusoxy40	Fusarium oxysporum	34	6	1
fusoxy42	Fusarium oxysporum	34	2	0
fusoxy43	Fusarium oxysporum	34	11	3
fusoxy44	Fusarium oxysporum	34	9	0
fusoxy45	Fusarium oxysporum	34	10	2
fusoxy46	Fusarium oxysporum	34	5	2
fusoxy52	Fusarium oxysporum	34	3	1
fusoxy53	Fusarium oxysporum	34	5	1
fusoxy54	Fusarium oxysporum	34	4	1
fusoxy55	Fusarium oxysporum	34	5	0
fusoxy56	Fusarium oxysporum	34	2	0
fusoxy57	Fusarium oxysporum	34	5	1
fusoxy58	Fusarium oxysporum	34	5	1
fuspal1	Fusarium palustre	1	2	0
fuspen1	Fusarium penzigii	1	6	0
fuspha1	Fusarium phaseoli	2	6	0
fuspha2	Fusarium phaseoli	2	2	0
fusphy1	Fusarium phyllophilum	1	4	0
fuspil1	Fusarium pilosicola	1	3	2
fuspin1	Fusarium pininemorale	1	0	0
fuspoa1	Fusarium poae	4	4	0
fuspoa2	Fusarium poae	4	4	0
fuspoa3	Fusarium poae	4	2	0
fuspoa4	Fusarium poae	4	1	0
fuspra1	Fusarium praegraminearum	1	0	0
fuspro1	Fusarium proliferatum	10	6	0
fuspro10	Fusarium proliferatum	10	2	0
fuspro11	Fusarium proliferatum	10	6	0
fuspro2	Fusarium proliferatum	10	3	0
fuspro3	Fusarium proliferatum	10	10	2
fuspro4	Fusarium proliferatum	10	1	0
fuspro5	Fusarium protoensiforme	1	3	0
fuspro6	Fusarium proliferatum	10	4	0
fuspro7	Fusarium proliferatum	10	1	0
fuspro8	Fusarium proliferatum	10	1	0
fuspro9	Fusarium proliferatum	10	0	0
fuspse1	Fusarium pseudograminearum	4	0	0
fuspse2	Fusarium pseudocircinatum	1	1	0
fuspse3	Fusarium pseudoanthophilum	1	2	0
fuspse4	Fusarium pseudograminearum	4	1	0
fuspse5	Fusarium pseudograminearum	4	0	0
fuspse6	Fusarium pseudonygamai	1	0	0
fuspse7	Fusarium pseudograminearum	4	4	2
fusram1	Fusarium ramigenum	1	13	0
fusred1	Fusarium redolens	5	7	1
fusred2	Fusarium redolens	5	4	0
fusred3	Fusarium redolens	5	7	2
fusred4	Fusarium redolens	5	9	0
fusred5	Fusarium redolens	5	7	1
fusrus1	Fusarium rusci	1	1	0
fussac1	Fusarium sacchari	2	0	0
fussac2	Fusarium sacchari	2	0	0
fussam1	Fusarium sambucinum	2	1	0
fussam2	Fusarium sambucinum	2	1	0
fussar1	Fusarium sarcochroum	1	3	0
fussci1	Fusarium scirpi	1	3	1
fussec1	Fusarium secorum	1	4	0
fusset1	Fusarium setosum	1	0	0
fussib1	Fusarium sibiricum	1	8	0
fussic1	Fusarium siculi	1	7	0
fussol1	Fusarium solani	5	2	1
fussol2	Fusarium solani	5	5	1
fussol3	Fusarium solani	5	1	0
fussol4	Fusarium solani	5	5	2
fussol5	Fusarium solani	5	2	1
fussor1	Fusarium sororula	1	1	0
fussp.10	Fusarium sp.	43	0	0
fussp.11	Fusarium sp.	43	4	2
fussp.2	Fusarium sp.	43	3	1
fussp.4	Fusarium sp.	43	16	0
fussp.5	Fusarium sp.	43	2	0
fussp.6	Fusarium sp.	43	9	0
fussp.7	Fusarium sp.	43	0	0
fussp.8	Fusarium sp.	43	7	0
fussp.9	Fusarium sp.	43	7	0
fusspo1	Fusarium sporotrichioides	4	0	0
fusspo2	Fusarium sporotrichioides	4	0	0
fusspo3	Fusarium sporotrichioides	4	1	1
fusspo4	Fusarium sporotrichioides	4	1	0
fussta1	Fusarium staphyleae	1	1	0
fusste1	Fusarium sterilihyphosum	1	13	0
fussti1	Fusarium stilboides	1	0	0
fussub1	Fusarium subglutinans	3	1	0
fussub2	Fusarium subtropicale	1	0	0
fussub3	Fusarium subglutinans	3	2	0
fussub4	Fusarium subglutinans	3	1	0
fussub5	Fusarium sublunatum	1	3	0
fussuc1	Fusarium succisae	1	4	1
fustan1	Fusarium tanahbumbuense	1	5	0
fustem1	Fusarium temperatum	4	1	0
fustem2	Fusarium temperatum	4	2	0
fustem3	Fusarium temperatum	4	1	0
fustem4	Fusarium temperatum	4	1	1
fustha1	Fusarium thapsinum	1	4	0
fustja1	Fusarium tjaetaba	1	1	0
fustor1	Fusarium torulosum	1	4	0
fustor2	Fusarium torreyae	1	3	0
fustra1	Fusarium transvaalense	1	0	0
fustri1	Fusarium tricinctum	8	2	0
fustri2	Fusarium tricinctum	8	5	0
fustri3	Fusarium tricinctum	8	0	0
fustri4	Fusarium tricinctum	8	3	0
fustri5	Fusarium tricinctum	8	2	0
fustri6	Fusarium tricinctum	8	2	0
fustri7	Fusarium tricinctum	8	5	0
fustri8	Fusarium tricinctum	8	3	0
fustua1	Fusarium tuaranense	1	1	0
fustuc1	Fusarium tucumaniae	3	3	0
fustuc2	Fusarium tucumaniae	3	4	0
fustuc3	Fusarium tucumaniae	3	1	0
fustup1	Fusarium tupiense	1	9	0
fusudu1	Fusarium udum	2	9	1
fusudu2	Fusarium udum	2	10	0
fususs1	Fusarium ussurianum	4	4	0
fususs2	Fusarium ussurianum	4	3	1
fususs3	Fusarium ussurianum	4	3	0
fususs4	Fusarium ussurianum	4	3	0
fusvan1	Fusarium vanettenii	1	3	0
fusven1	Fusarium venenatum	5	2	0
fusven2	Fusarium venenatum	5	4	0
fusven3	Fusarium ventricosum	1	2	0
fusven4	Fusarium venenatum	5	1	0
fusven5	Fusarium venenatum	5	2	0
fusven6	Fusarium venenatum	5	1	0
fusver1	Fusarium verticillioides	7	1	1
fusver2	Fusarium verticillioides	7	1	1
fusver3	Fusarium verticillioides	7	0	0
fusver4	Fusarium verticillioides	7	0	0
fusver5	Fusarium verticillioides	7	1	0
fusver6	Fusarium verrucosum	1	1	0
fusver7	Fusarium verticillioides	7	0	0
fusver8	Fusarium verticillioides	7	0	0
fusvet1	Fusarium veterinarium	2	6	0
fusvet2	Fusarium veterinarium	2	6	0
fusvir1	Fusarium virguliforme	9	6	0
fusvir2	Fusarium virguliforme	9	3	0
fusvir3	Fusarium virguliforme	9	4	0
fusvir4	Fusarium virguliforme	9	6	0
fusvir5	Fusarium virguliforme	9	6	0
fusvir6	Fusarium virguliforme	9	4	3
fusvir7	Fusarium virguliforme	9	5	3
fusvir8	Fusarium virguliforme	9	5	1
fusvir9	Fusarium virguliforme	9	5	3
fusvor1	Fusarium vorosii	2	6	1
fusvor2	Fusarium vorosii	2	3	1
fusxyl1	Fusarium xylarioides	9	9	0
fusxyl2	Fusarium xylarioides	9	9	0
fusxyl3	Fusarium xylarioides	9	7	1
fusxyl4	Fusarium xylarioides	9	9	0
fusxyl5	Fusarium xylarioides	9	9	0
fusxyl6	Fusarium xylarioides	9	6	1
fusxyl7	Fusarium xylarioides	9	9	0
fusxyl8	Fusarium xylarioides	9	9	0
fusxyl9	Fusarium xylarioides	9	5	0
fusxyr1	Fusarium xyrophilum	3	13	0
fusxyr2	Fusarium xyrophilum	3	12	0
fusxyr3	Fusarium xyrophilum	3	10	0
fuszan1	Fusarium zanthoxyli	1	2	0
fuszea1	Fusarium zealandicum	1	1	0
gaegra1	Gaeumannomyces graminis	1	5	0
gaetri1	Gaeumannomyces tritici	1	5	0
galmar1	Galerina marginata	1	0	0
galree1	Galactomyces reessii	1	0	0
gammul1	Gamsiella multidivaricata	1	0	0
gansin1	Ganoderma sinense	1	1	0
gansp.1	Ganoderma sp.	1	0	0
gaumor1	Gautieria morchelliformis	1	0	0
gelsub1	Gelatoporia subvermispora	1	0	0
geocan1	Geotrichum candidum	8	0	0
geocan2	Geotrichum candidum	8	0	0
geocan3	Geotrichum candidum	8	0	0
geocan4	Geotrichum candidum	8	0	0
geocan5	Geotrichum candidum	8	0	0
geocan6	Geotrichum candidum	8	0	0
geocan7	Geotrichum candidum	8	0	0
geocan8	Geotrichum candidum	8	0	0
geomor1	Geosmithia morbida	1	1	0
geopyr1	Geosiphon pyriformis	1	0	0
gigmar1	Gigaspora margarita	1	0	0
gigros1	Gigaspora rosea	1	0	0
glaloz1	Glarea lozoyensis	2	1	0
glaloz2	Glarea lozoyensis	2	1	0
glocer1	Glomus cerebriforme	1	0	0
glocon1	Gloeopeniophorella convolvens	1	0	0
gloste1	Glonium stellatum	1	5	0
glotra1	Gloeophyllum trabeum	1	0	0
gluame1	Glutinoglossum americanum	1	14	0
golcic1	Golovinomyces cichoracearum	3	0	0
golcic2	Golovinomyces cichoracearum	3	0	0
golcic3	Golovinomyces cichoracearum	3	0	0
golmag1	Golovinomyces magnicellulatus	1	2	0
gomame1	Gomphillus americanus	1	4	0
gonpro1	Gonapodya prolifera	1	0	0
grascr1	Graphis scripta	1	15	0
grocla1	Grosmannia clavigera	1	1	0
grycys1	Gryganskiella cystojenkinii	1	0	0
guynec1	Guyanagaster necrorhizus	1	2	0
gymand1	Gymnopus androsaceus	1	1	0
gymcon1	Gymnopus confluens	1	0	0
gymdil1	Gymnopilus dilepis	1	0	0
gymjun1	Gymnopilus junonius	1	2	0
gymlux1	Gymnopus luxurians	1	0	0
gyrliv1	Gyrodon lividus	1	0	0
halvar1	Halenospora varia	1	21	0
hammag1	Hamiltosporidium magnivora	2	0	0
hammag2	Hamiltosporidium magnivora	2	0	0
hamtva1	Hamiltosporidium tvaerminnensis	2	0	0
hamtva2	Hamiltosporidium tvaerminnensis	2	0	0
hangui1	Hanseniaspora guilliermondii	1	0	0
hanopu1	Hanseniaspora opuntiae	1	0	0
hanosm1	Hanseniaspora osmophila	1	0	0
hanuva1	Hanseniaspora uvarum	2	0	0
hanuva2	Hanseniaspora uvarum	2	0	0
hanval1	Hanseniaspora valbyensis	1	0	0
hapbis1	Haplosporangium bisporale	1	0	0
hapgra1	Haplosporangium gracile	1	0	0
hapsp.1	Haplosporangium sp.	3	0	0
hapsp.2	Haplosporangium sp.	3	0	0
hapsp.3	Haplosporangium sp.	3	0	0
hebcyl1	Hebeloma cylindrosporum	1	1	0
helgri1	Helicocarpus griseus	1	2	0
helsp.4	Helotiales sp.	1	6	0
helsul1	Heliocybe sulcata	1	0	0
heperi1	Hepatospora eriocheir	1	0	0
heralp1	Hericium alpestre	1	1	0
hesves1	Hesseltinella vesiculosa	1	0	0
hetspe1	Heterodermia speciosa	1	6	0
hexnit1	Hexagonia nitida	1	0	0
hirmin1	Hirsutella minnesotensis	1	27	0
hirrho1	Hirsutella rhossiliensis	1	29	0
hiscap1	Histoplasma capsulatum	5	59	23
hiscap10	Histoplasma capsulatum	5	4	0
hiscap3	Histoplasma capsulatum	5	6	3
hiscap4	Histoplasma capsulatum	5	22	7
hiscap5	Histoplasma capsulatum	5	26	4
hompol1	Homolaphlyctis polyrhiza	1	0	0
horaci1	Hortaea acidophila	1	2	0
hortha1	Hortaea thailandica	1	0	0
horwer1	Hortaea werneckii	2	0	0
horwer2	Hortaea werneckii	2	0	0
hyabic1	Hyaloscypha bicolor	1	12	0
hyahep1	Hyaloscypha hepaticicola	1	7	0
hyavar1	Hyaloscypha variabilis	1	4	0
hydfim1	Hydnopolyporus fimbriatus	1	0	0
hydpin1	Hydnomerulius pinastri	1	1	0
hydruf1	Hydnum rufescens	1	0	0
hygaur1	Hygrophoropsis aurantiaca	1	1	0
hymalb1	Hymenoscyphus albidus	1	12	0
hymfra1	Hymenoscyphus fraxineus	1	0	0
hymrad1	Hymenopellis radicata	1	0	0
hyparg1	Hypoxylon argillaceum	1	4	0
hypbur1	Hyphopichia burtonii	1	0	0
hypcer1	Hypoxylon cercidicola	1	0	0
hypcro1	Hypoxylon crocopeplum	1	2	0
hypfra1	Hypoxylon fragiforme	1	0	0
hypfus1	Hypoxylon fuscum	1	0	0
hyphym1	Hyphodiscus hymeniophilus	1	3	0
hypmar1	Hypsizygus marmoreus	1	0	0
hypmon1	Hypoxylon monticulosum	1	0	0
hyprub1	Hypoxylon rubiginosum	2	0	0
hyprub2	Hypoxylon rubiginosum	2	4	0
hypsp.1	Hypoxylon sp.	10	0	0
hypsp.10	Hypoxylon sp.	10	0	0
hypsp.2	Hypoxylon sp.	10	2	0
hypsp.3	Hypoxylon sp.	10	0	0
hypsp.4	Hypoxylon sp.	10	2	0
hypsp.5	Hypoxylon sp.	10	0	0
hypsp.6	Hypoxylon sp.	10	2	0
hypsp.7	Hypoxylon sp.	10	0	0
hypsp.8	Hypoxylon sp.	10	0	0
hypsp.9	Hypoxylon sp.	10	0	0
hypsub1	Hypoxylon submonticulosum	1	1	0
hypsub2	Hypholoma sublateritium	1	0	0
hyptru1	Hypoxylon trugodes	1	6	0
hyspul1	Hysterium pulicare	1	4	0
hyssto1	Hysterangium stoloniferum	1	1	0
ilydes1	Ilyonectria destructans	1	9	1
ilysp.1	Ilyonectria sp.	3	9	1
ilysp.2	Ilyonectria sp.	3	9	0
ilysp.3	Ilyonectria sp.	3	10	0
imsale1	Imshaugia aleurites	1	4	0
infgib1	Infundibulicybe gibba	1	0	0
irplac1	Irpex lacteus	1	0	0
isafum1	Isaria fumosorosea	1	10	0
jaaarg1	Jaapia argillacea	1	1	0
jamros1	Jaminaea rosea	1	1	0
jamsp.1	Jaminaea sp.	1	1	0
jimfla1	Jimgerdemannia flammicorona	2	4	0
jimfla2	Jimgerdemannia flammicorona	2	1	0
jimlac1	Jimgerdemannia lactiflua	1	0	0
kalbra1	Kalmanozyma brasiliensis	1	0	0
kalpfe1	Kalaharituber pfeilii	1	0	0
karrho1	Karstenula rhodostoma	1	2	0
kazafr1	Kazachstania africana	1	0	0
kazbar1	Kazachstania barnettii	2	0	0
kazbar2	Kazachstania barnettii	2	0	0
kazexi1	Kazachstania exigua	1	0	0
kaznag1	Kazachstania naganishii	1	0	0
kazsau1	Kazachstania saulgeensis	1	0	0
kazuni1	Kazachstania unispora	1	0	0
kludob1	Kluyveromyces dobzhanskii	1	0	0
klulac1	Kluyveromyces lactis	1	0	0
klumar2	Kluyveromyces marxianus	1	0	0
kocimp1	Kockovaella imperatae	1	0	0
kompas1	Komagataella pastoris	1	0	0
kompha1	Komagataella phaffii	3	0	0
kompha2	Komagataella phaffii	3	0	0
kompha4	Komagataella phaffii	3	0	0
kredeu1	Kretzschmaria deusta	2	3	0
kredeu2	Kretzschmaria deusta	2	16	2
kurcap1	Kuraishia capsulata	1	0	0
kwobes1	Kwoniella bestiolae	1	0	0
kwodej1	Kwoniella dejecticola	1	0	0
kwohev1	Kwoniella heveanensis	2	0	0
kwohev2	Kwoniella heveanensis	2	0	0
kwoman1	Kwoniella mangroviensis	3	0	0
kwoman2	Kwoniella mangroviensis	3	0	0
kwoman3	Kwoniella mangroviensis	3	0	0
kwosha1	Kwoniella shandongensis	1	0	0
lacame1	Laccaria amethystina	1	0	0
lacari1	Lachnellula arida	1	12	0
lacbic15	Laccaria bicolor	1	0	0
laccer1	Lachnellula cervina	1	0	0
laccf.1	Lactifluus cf.	2	1	0
laccf.2	Lactifluus cf.	2	1	0
lacdas1	Lachancea dasiensis	1	0	0
lacfer1	Lachancea fermentati	1	0	0
lachya1	Lachnellula hyalina	1	7	0
lacind1	Lactarius indigo	1	0	0
laclan1	Lachancea lanzarotensis	1	0	0
lacmey1	Lachancea meyersii	1	0	0
lacmir1	Lachancea mirantina	1	0	0
lacnot1	Lachancea nothofagi	1	0	0
lacocc1	Lachnellula occidentalis	1	1	0
lacpsa1	Lactarius psammicola	1	0	0
lacque1	Lachancea quebecensis	1	0	0
lacqui1	Lactarius quietus	1	1	0
lacsp.1	Lachancea sp.	1	0	0
lacsue1	Lachnellula suecica	1	4	0
lacthe1	Lachancea thermotolerans	1	0	0
lacwil1	Lachnellula willkommii	1	7	0
laesul1	Laetiporus sulphureus	2	0	0
laesul2	Laetiporus sulphureus	2	0	0
lanasi1	Lanmaoa asiatica	1	0	0
laspus1	Lasallia pustulata	2	11	0
laspus2	Lasallia pustulata	2	14	1
lasthe1	Lasiodiplodia theobromae	3	4	0
lasthe2	Lasiodiplodia theobromae	3	2	1
lasthe3	Lasiodiplodia theobromae	3	12	0
leclec1	Lecanicillium lecanii	1	5	0
leilac1	Leiotrametes lactinea	1	0	0
leimen1	Leiotrametes menziesii	1	0	0
leisp.1	Leiotrametes sp	1	1	0
lenedo1	Lentinula edodes	3	3	0
lenedo2	Lentinula edodes	3	3	0
lenedo7	Lentinula edodes	3	3	0
lenflu1	Lentithecium fluviatile	1	11	0
lentig1	Lentinus tigrinus	2	0	0
lentig2	Lentinus tigrinus	2	0	0
leosp.1	Leotiomycetes sp.	1	16	0
lepmac1	Leptosphaeria maculans	1	0	0
lepnud1	Lepista nuda	1	0	0
leppal1	Lepidopterella palustris	1	10	0
lepsor1	Lepista sordida	1	0	0
lepsp.1	Leptodontidium sp.	1	50	0
letcol1	Letharia columbiana	1	2	0
letlup1	Letharia lupina	1	4	1
leucre1	Leucosporidiella creatinivora	1	0	0
leucre2	Leucosporidium creatinivorum	1	0	0
leugon3	Leucoagaricus gongylophorus	1	0	0
leuleu1	Leucoagaricus leucothites	1	0	0
leumol1	Leucogyrophana mollusca	1	0	0
leusp.1	Leucoagaricus sp.	1	0	0
liccor1	Lichtheimia corymbifera	1	0	0
licram1	Lichtheimia ramosa	1	0	0
linelo2	Linnemannia elongata	1	0	0
linexi1	Linnemannia exigua	1	0	0
lingam1	Linnemannia gamsii	2	0	0
lingam2	Linnemannia gamsii	2	0	0
linhya1	Linnemannia hyalina	1	0	0
lining1	Lindgomyces ingoldianus	1	3	0
linpen1	Linderina pennispora	1	0	0
linrhi1	Lineolata rhizophorae	1	7	0
linsch1	Linnemannia schmuckeri	1	0	0
linzyc1	Linnemannia zychae	2	0	0
linzyc2	Linnemannia zychae	2	0	0
lipsta1	Lipomyces starkeyi	1	0	0
lizemp1	Lizonia empirigonia	1	27	0
lobtra1	Lobosporangium transversale	1	0	0
lodelo1	Lodderomyces elongisporus	1	0	0
lompro1	Lomentospora prolificans	1	0	0
lopmac1	Lophiostoma macrostomum	1	4	0
lopmyt1	Lophium mytilinum	1	0	0
lopnuc1	Lophiotrema nucula	1	2	0
lyoatr1	Lyophyllum atratum	1	0	0
macano1	Macroventuria anomochaeta	1	8	0
macful1	Macrolepiota fuliginosa	1	0	0
macpha1	Macrophomina phaseolina	2	15	1
macpha2	Macrophomina phaseolina	2	10	0
madmyc1	Madurella mycetomatis	1	7	0
magory1	Magnaporthe oryzae	1	9	0
magpoa1	Magnaporthiopsis poae	1	1	0
malglo1	Malassezia globosa	1	0	0
malpac1	Malassezia pachydermatis	1	0	0
malres1	Malassezia restricta	2	0	0
malres2	Malassezia restricta	2	0	0
malsym1	Malassezia sympodialis	1	0	0
malves1	Malassezia vespertilionis	1	0	0
marbru1	Marssonina brunnea	1	1	0
marcor1	Marssonina coronariae	1	1	0
marfia1	Marasmius fiardii	1	1	0
marore1	Marasmius oreades	1	0	0
masebu1	Massarina eburnea	1	0	0
maspha1	Massariosphaeria phaeospora	1	7	0
meimil1	Meira miltonrushii	1	1	0
melame1	Melampsora americana	1	0	0
melbic1	Meliniomyces bicolor	1	12	0
melbro1	Melanogaster broomeianus	1	0	0
melbro2	Melanogaster broomeanus	1	0	0
mellar1	Melampsora larici-populina	1	1	0
mellin1	Melampsora lini	1	0	0
melpul1	Melanomma pulvis-pyrius	1	0	0
melvar1	Meliniomyces variabilis	1	4	0
metacr1	Metarhizium acridum	1	11	0
metaff1	Metschnikowia aff.	1	0	0
metalb1	Metarhizium album	1	2	0
metani1	Metarhizium anisopliae	3	3	0
metani2	Metarhizium anisopliae	3	9	0
metani3	Metarhizium anisopliae	3	9	0
metbic2	Metschnikowia bicuspidata	3	0	0
metbic3	Metschnikowia bicuspidata	3	0	0
metbic4	Metschnikowia bicuspidata	3	0	0
metbru1	Metarhizium brunneum	1	10	1
metfru1	Metschnikowia fructicola	1	0	0
metgui1	Metarhizium guizhouense	1	11	0
methum1	Metarhizium humberi	1	3	0
metmaj1	Metarhizium majus	1	13	1
metper1	Metschnikowia persimmonesis	1	0	0
metril1	Metarhizium rileyi	1	2	0
metrob2	Metarhizium robertsii	2	7	1
metrob3	Metarhizium robertsii	2	7	1
metsp.2	Metschnikowia sp.	1	0	0
meygui1	Meyerozyma guilliermondii	1	0	0
meysp.1	Meyerozyma sp.	1	0	0
micbol1	Microdochium bolleyi	1	4	0
miccan1	Microsporum canis	1	0	0
micint1	Microbotryum intermedium	1	0	0
miclyc1	Microbotryum lychnidis-dioicae	1	0	0
micmic1	Microthyrium microscopicum	1	1	0
micsap1	Microbotryum saponariae	2	0	0
micsap2	Microbotryum saponariae	2	0	0
micsil1	Microbotryum silenes-dioicae	1	0	0
mictri1	Microdochium trichocladiopsis	1	23	0
milfar1	Millerozyma farinosa	1	0	0
mitdap1	Mitosporidium daphniae	1	0	0
mixosm1	Mixia osmundae	1	0	0
modren1	Modicella reniformis	1	0	0
moeant1	Moesziomyces antarcticus	2	1	0
moeant2	Moesziomyces antarcticus	2	0	0
moeaph1	Moesziomyces aphidis	1	0	0
moelib1	Moelleriella libera	1	4	0
molsco1	Mollisia scopiformis	1	5	0
moncan1	Monosporascus cannonballus	2	8	0
moncan2	Monosporascus cannonballus	2	7	0
monfru1	Monilinia fructicola	2	2	0
monfru2	Monilinia fructigena	1	6	0
monfru3	Monilinia fructicola	2	2	0
monhap1	Monacrosporium haptotylum	1	0	0
monibe1	Monosporascus ibericus	1	15	0
monlax1	Monilinia laxa	1	3	0
monper1	Moniliophthora perniciosa	1	0	0
monror1	Moniliophthora roreri	1	0	0
monsp.2	Monosporascus sp.	7	11	0
monsp.3	Monosporascus sp.	7	6	1
monsp.4	Monosporascus sp.	7	4	0
monsp.5	Monosporascus sp.	7	10	0
monsp.6	Monosporascus sp.	7	8	0
monsp.7	Monosporascus sp.	7	7	0
monsp.8	Monosporascus sp.	7	6	0
monvac1	Monilinia vaccinii-corymbosi	1	1	0
morant1	Mortierella antarctica	2	0	0
morant2	Mortierella antarctica	2	0	0
morcon1	Morchella conica	1	1	0
morelo2	Mortierella elongata	2	0	0
morelo3	Mortierella elongata	2	0	0
morhyg1	Mortierella hygrophila	1	0	0
morimp1	Morchella importuna	2	4	2
morimp2	Morchella importuna	2	1	0
morpol1	Mortierella polycephala	1	0	0
morsex1	Morchella sextelata	1	1	0
morsp.10	Mortierella sp.	13	0	0
morsp.11	Mortierella sp.	13	0	0
morsp.12	Mortierella sp.	13	0	0
morsp.13	Mortierella sp.	13	0	0
morsp.14	Mortierella sp.	13	0	0
morsp.15	Mortierella sp.	13	0	0
morsp.16	Mortierella sp.	13	0	0
morsp.4	Mortierella sp.	13	0	0
morsp.5	Mortierella sp.	13	0	0
morsp.6	Mortierella sp.	13	0	0
morsp.7	Mortierella sp.	13	0	0
morsp.8	Mortierella sp.	13	0	0
morsp.9	Mortierella sp.	13	0	0
mucamb1	Mucor ambiguus	1	0	0
muccir1	Mucor circinelloides	2	0	0
muccir2	Mucor circinatus	1	0	0
muccir3	Mucor circinelloides	2	0	0
mucend1	Mucor endophyticus	1	0	0
mucfus1	Mucor fuscus	1	0	0
muclan1	Mucor lanceolatus	1	0	0
muclus1	Mucor lusitanicus	2	0	0
muclus2	Mucor lusitanicus	2	0	0
mucmuc2	Mucidula mucida	1	2	0
mucplu1	Mucor plumbeus	1	0	0
mucrac1	Mucor racemosus	1	0	0
mucsat1	Mucor saturninus	1	0	0
muloch1	Multifurca ochricompacta	1	0	0
mycchl1	Mycena chlorophos	1	1	0
myceum1	Mycosphaerella eumusae	1	2	0
mycgal2	Mycena galopus	1	4	0
mycind2	Mycena indigotica	1	2	0
mycken1	Mycena kentingensis	1	1	0
mycthe1	Myceliophthora thermophila	1	3	0
mycven1	Mycena venus	1	2	0
