geneID	repID_mmseqs90/80	repID_mmseqs50/80	familyID
fusfus19_tyr5647	fusfus19_tyr5647	fusvor1_tyr6962	fam11
fusfus1_tyr5648	fusfus1_tyr5648	fustup1_tyr6815	fam05
fusfus20_tyr5649	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fusfus20_tyr5650	fusfus14_tyr5609	fusvor1_tyr6962	fam05
fusfus20_tyr5651	fusoxy36_RKK64490.1	fusoxy36_RKK64490.1	fam07
fusfus20_tyr5652	fusnep2_tyr6125	fustup1_tyr6815	fam05
fusfus22_tyr5655	fusfus26_tyr5675	fusfus30_tyr5707	fam01
fusfus22_tyr5656	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus22_tyr5658	fusfus10_tyr5589	fusfus31_tyr5727	fam09
fusfus24_tyr5659	fusfus24_tyr5659	fusfus24_tyr5659	fam01
fusfus24_tyr5661	fusfus24_tyr5661	fustuc1_tyr6790	fam01
fusfus24_tyr5663	fusfus24_tyr5663	fusmet1_tyr6076	fam06
fusfus24_tyr5664	fusfus24_tyr5664	fussp.4_KAF9773401.1_KAF9773402.1	fam06
fusfus25_tyr5665	fusfus25_tyr5665	phamin1_tyr9087	fam06
fusfus25_tyr5666	fusfus27_tyr5689	metani1_4548	fam01
fusfus25_tyr5667	fusfus25_tyr5667	fusfus25_tyr5667	fam06
fusfus25_tyr5668	fusfus10_tyr5588	fusfus10_tyr5588	fam01
fusfus25_tyr5669	fusfus25_tyr5669	fusfus25_tyr5669	fam01
fusfus25_tyr5670	fusfus40_tyr5780	clorhi1_VUC06060.1	fam01
fusfus25_tyr5672	fusfus25_tyr5672	fusfus5_tyr5867	fam01
fusfus25_tyr5673	fusfus24_tyr5663	fusmet1_tyr6076	fam06
fusfus26_tyr5675	fusfus26_tyr5675	fusfus30_tyr5707	fam01
fusfus26_tyr5678	fusfus10_tyr5589	fusfus31_tyr5727	fam09
fusfus26_tyr5679	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus27_tyr5681	fusfus25_tyr5669	fusfus25_tyr5669	fam01
fusfus27_tyr5682	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus27_tyr5684	fusfus24_tyr5663	fusmet1_tyr6076	fam06
fusfus27_tyr5685	fushae3_tyr5937	monsp.5_RYP53371.1	fam06
fusfus27_tyr5687	fusfus10_tyr5588	fusfus10_tyr5588	fam01
fusfus27_tyr5688	fusfus5_tyr5867	fusfus5_tyr5867	fam01
fusfus27_tyr5689	fusfus27_tyr5689	metani1_4548	fam01
fusfus27_tyr5690	fusfus27_tyr5690	fusfus27_tyr5690	fam01
fusfus28_tyr5691	fusfus28_tyr5691	fusred4_tyr6561	fam01
fusfus28_tyr5695	fusfus28_tyr5695	fusfus28_tyr5695	fam01
fusfus28_tyr5696	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus29_tyr5697	fusfus30_tyr5712	monsp.5_RYP53371.1	fam06
fusfus29_tyr5698	fusfus12_tyr5603	fusman2_tyr6045	fam01
fusfus29_tyr5699	fusfus29_tyr5699	fusfus29_tyr5699	fam05
fusfus29_tyr5704	fusfus29_tyr5704	fusfus29_tyr5704	clade03
fusfus2_tyr5705	fusfus2_tyr5705	fusmus1_tyr6092	fam05
fusfus30_tyr5707	fusfus30_tyr5707	fusfus30_tyr5707	fam01
fusfus30_tyr5709	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus30_tyr5711	fusfus12_tyr5603	fusman2_tyr6045	fam01
fusfus30_tyr5712	fusfus30_tyr5712	monsp.5_RYP53371.1	fam06
fusfus30_tyr5713	fusfus30_tyr5713	fusfus30_tyr5713	clade03
fusfus31_tyr5714	fusfus5_tyr5867	fusfus5_tyr5867	fam01
fusfus31_tyr5715	fusfus31_tyr5715	fusfus31_tyr5715	fam01
fusfus31_tyr5716	fusfus31_tyr5716	fusxyr1_tyr7061	fam05
fusfus31_tyr5717	fusfus24_tyr5664	fussp.4_KAF9773401.1_KAF9773402.1	fam06
fusfus31_tyr5718	fusfus31_tyr5718	fusvet2_tyr6893	fam05
fusfus31_tyr5720	fusfus24_tyr5664	fussp.4_KAF9773401.1_KAF9773402.1	fam06
fusfus31_tyr5721	fusfus31_tyr5721	fusfus31_tyr5721	fam01
fusfus31_tyr5722	fusfus10_tyr5583	fuspro5_tyr6503	fam01
fusfus31_tyr5723	fusfus31_tyr5723	monsp.5_RYP53371.1	fam06
fusfus31_tyr5725	fusfus31_tyr5725	fusfus31_tyr5727	fam09
fusfus31_tyr5726	fusfus31_tyr5726	fusfus31_tyr5726	fam05
fusfus31_tyr5727	fusfus31_tyr5727	fusfus31_tyr5727	fam09
fusfus31_tyr5729	fusfus31_tyr5729	fusfus31_tyr5729	fam05
fusfus32_tyr5732	fusfus5_tyr5867	fusfus5_tyr5867	fam01
fusfus32_tyr5734	fusfus32_tyr5734	fusfus32_tyr5734	fam06
fusfus32_tyr5735	fusfus5_tyr5867	fusfus5_tyr5867	fam01
fusfus32_tyr5736	fusfus5_tyr5868	dacest1_591128_591130	fam01
fusfus32_tyr5737	fusfus25_tyr5669	fusfus25_tyr5669	fam01
fusfus32_tyr5738	fusfus27_tyr5689	metani1_4548	fam01
fusfus32_tyr5739	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus34_tyr5740	fusfus40_tyr5780	clorhi1_VUC06060.1	fam01
fusfus34_tyr5742	fusfus24_tyr5663	fusmet1_tyr6076	fam06
fusfus34_tyr5743	fusfus30_tyr5707	fusfus30_tyr5707	fam01
fusfus35_tyr5744	fusfus35_tyr5744	fusfus35_tyr5744	fam06
fusfus35_tyr5745	fuseuw2_tyr5522	fushos2_tyr5963	fam02
fusfus35_tyr5746	fusfus40_tyr5780	clorhi1_VUC06060.1	fam01
fusfus36_tyr5747	fussp.9_RSL43694.1	monsp.5_RYP53371.1	fam06
fusfus36_tyr5748	fusamb1_RSL93373.1	fusmet1_tyr6076	fam06
fusfus37_tyr5750	fusfus37_tyr5750	phamin1_tyr9087	fam06
fusfus37_tyr5752	fusfus10_tyr5589	fusfus31_tyr5727	fam09
fusfus37_tyr5753	fusfus37_tyr5753	fusfus37_tyr5753	fam06
fusfus38_tyr5754	fusfus38_tyr5754	fusfus38_tyr5754	fam01
fusfus38_tyr5755	fusfus38_tyr5755	clorhi1_VUC06060.1	fam01
fusfus38_tyr5756	fusbab1_tyr5279	fusbab1_tyr5279	fam11
fusfus38_tyr5757	fusfus38_tyr5757	fusfus28_tyr5695	fam01
fusfus38_tyr5758	fusfus38_tyr5758	fuszea1_tyr7100	fam01
fusfus38_tyr5759	fusfus38_tyr5759	fusred4_tyr6561	fam01
fusfus39_tyr5760	fusfus39_tyr5760	fusman2_tyr6045	fam07
fusfus39_tyr5761	fusfus39_tyr5761	fusmet1_tyr6076	fam06
fusfus39_tyr5762	fusfus39_tyr5762	fusfus39_tyr5762	fam01
fusfus39_tyr5763	fusfus39_tyr5763	fusfus39_tyr5763	fam09
fusfus39_tyr5764	fusfus39_tyr5764	fusfus39_tyr5764	clade03
fusfus3_tyr5766	fussib1_tyr6603	clorhi1_VUC06060.1	fam01
fusfus3_tyr5767	fusfus3_tyr5767	dacest1_591128_591130	fam01
fusfus3_tyr5768	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus3_tyr5770	fusfus3_tyr5770	clorhi1_VUC06060.1	fam01
fusfus3_tyr5771	fusfra1_tyr5556	fusfra1_tyr5556	clade03
fusfus40_tyr5772	fusmet1_tyr6073	dacest1_591128_591130	fam01
fusfus40_tyr5773	fusfus40_tyr5773	clorhi1_VUC06060.1	fam01
fusfus40_tyr5774	fusfus10_tyr5589	fusfus31_tyr5727	fam09
fusfus40_tyr5775	fusfus40_tyr5775	fusfus29_tyr5699	fam05
fusfus40_tyr5776	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus40_tyr5777	fusfus40_tyr5777	clorhi1_VUC06060.1	fam01
fusfus40_tyr5779	fusfus40_tyr5781	fusfus18_tyr5632	fam05
fusfus40_tyr5780	fusfus40_tyr5780	clorhi1_VUC06060.1	fam01
fusfus40_tyr5781	fusfus40_tyr5781	fusfus18_tyr5632	fam10
fusfus41_tyr5782	fusamb1_RSL93373.1	fusmet1_tyr6076	fam06
fusfus42_tyr5783	fuslya1_tyr6030	dacest1_591128_591130	fam01
fusfus44_tyr5786	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus45_tyr5788	fusfus45_tyr5788	fuschl1_tyr5361	fam01
fusfus45_tyr5789	fusxyr1_tyr7067	fusxyr1_tyr7067	fam01
fusfus45_tyr5791	fusxyr3_tyr7086	fusazu1_tyr5277	fam01
fusfus45_tyr5792	fusfus45_tyr5792	fusfus45_tyr5792	fam07
fusfus45_tyr5793	fusxyr3_tyr7097	fusxyr2_tyr7076	fam01
fusfus45_tyr5794	fusfus45_tyr5794	fustup1_tyr6815	fam05
fusfus45_tyr5795	fusfus45_tyr5795	fusfus45_tyr5795	fam09
fusfus45_tyr5796	fusfus45_tyr5796	fusfus45_tyr5796	fam07
fusfus45_tyr5797	fusfus45_tyr5797	fustup1_tyr6815	fam05
fusfus45_tyr5800	fusfus45_tyr5800	fusred4_tyr6561	fam01
fusfus46_tyr5804	fusfus46_tyr5804	fusman2_tyr6045	fam01
fusfus47_tyr5805	fusfus47_tyr5805	fusxyl4_KAG5801712.1	fam01
fusfus48_tyr5806	fustup1_tyr6815	fustup1_tyr6815	fam05
fusfus48_tyr5808	fustup1_tyr6814	fusmet1_tyr6076	fam06
fusfus4_tyr5810	fusequ3_tyr5484	fusbra4_tyr5318	fam05
fusfus50_tyr5811	fusfus50_tyr5811	fusfus50_tyr5811	fam05
fusfus50_tyr5812	fusfus50_tyr5812	fusfus50_tyr5812	fam05
fusfus50_tyr5813	fusfus14_tyr5610	fusequ4_tyr5487	fam05
fusfus50_tyr5815	fusfus50_tyr5818	fusred5_tyr6568	fam05
fusfus50_tyr5816	fusfus50_tyr5816	fustup1_tyr6815	fam05
fusfus50_tyr5817	fusfus51_tyr5831	fusven3_tyr6863	fam01
fusfus50_tyr5818	fusfus50_tyr5818	fusred5_tyr6568	fam05
fusfus50_tyr5819	fusfus50_tyr5819	fushae3_tyr5936	fam01
fusfus50_tyr5820	fusfus50_tyr5820	fusxyr2_tyr7076	fam01
fusfus50_tyr5822	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fusfus50_tyr5824	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fusfus51_tyr5826	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus51_tyr5828	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fusfus51_tyr5830	fusoxy26_18310	monsp.5_RYP53371.1	fam06
fusfus51_tyr5831	fusfus51_tyr5831	fusven3_tyr6863	fam01
fusfus51_tyr5832	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus51_tyr5834	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus51_tyr5835	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus52_tyr5837	fusfus52_tyr5837	fusfus52_tyr5837	fam01
fusfus52_tyr5838	fusfus52_tyr5838	fussp.4_KAF9770092.1	fam09
fusfus52_tyr5839	fusfuj2_tyr5564	dacest1_591128_591130	fam01
fusfus53_tyr5840	fussp.5_KAF5616442.1	dacest1_591128_591130	fam01
fusfus53_tyr5841	fuslya1_tyr6032	clorhi1_VUC06060.1	fam01
fusfus53_tyr5842	fusfus53_tyr5842	monsp.5_RYP53371.1	fam06
fusfus53_tyr5843	fusfus53_tyr5843	fuskur1_RMI94325.1	fam01
fusfus53_tyr5844	fuslya1_tyr6031	clorhi1_VUC06060.1	fam01
fusfus53_tyr5845	fusoxy25_17671	fussp.5_KAF5611984.1	fam05
fusfus53_tyr5846	fusfus53_tyr5846	fussp.4_KAF9773401.1_KAF9773402.1	fam06
fusfus53_tyr5848	fussib1_tyr6603	clorhi1_VUC06060.1	fam01
fusfus54_tyr5849	fusaca1_tyr5170	purlil1_tyr9695	fam06
fusfus55_tyr5850	fusfus55_tyr5850	gaetri1_EJT69642.1	fam06
fusfus56_tyr5853	fusequ6_tyr5499	fusoxy29_474803	fam05
fusfus56_tyr5854	fushum2_tyr5991	fusmet1_tyr6076	fam06
fusfus56_tyr5856	fuscer2_tyr5355	fuscer2_tyr5355	fam05
fusfus57_tyr5857	fuscer2_tyr5355	fuscer2_tyr5355	fam05
fusfus57_tyr5858	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fusfus57_tyr5859	fushum2_tyr5991	fusmet1_tyr6076	fam06
fusfus58_tyr5860	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fusfus58_tyr5861	fushum2_tyr5991	fusmet1_tyr6076	fam06
fusfus59_tyr5863	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus59_tyr5864	fuslya1_tyr6031	clorhi1_VUC06060.1	fam01
fusfus59_tyr5865	fusfus3_tyr5767	dacest1_591128_591130	fam01
fusfus59_tyr5866	fuslya1_tyr6031	clorhi1_VUC06060.1	fam01
fusfus5_tyr5867	fusfus5_tyr5867	fusfus5_tyr5867	fam01
fusfus5_tyr5868	fusfus5_tyr5868	dacest1_591128_591130	fam01
fusfus5_tyr5870	fusfus30_tyr5707	fusfus30_tyr5707	fam01
fusfus5_tyr5871	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus5_tyr5872	fusfus12_tyr5603	fusman2_tyr6045	fam01
fusfus5_tyr5873	fusfus25_tyr5669	fusfus25_tyr5669	fam01
fusfus5_tyr5874	fusfus24_tyr5663	fusmet1_tyr6076	fam06
fusfus63_tyr5875	fusfus63_tyr5875	fusfus63_tyr5875	fam01
fusfus63_tyr5876	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus63_tyr5877	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fusfus64_tyr5878	fusfus64_tyr5878	fusnan1_tyr6095	fam11
fusfus65_tyr5879	fusfus65_tyr5879	fusfus65_tyr5879	fam06
fusfus65_tyr5881	fusfus65_tyr5881	fusfus65_tyr5881	fam05
fusfus6_tyr5882	fusfus10_tyr5588	fusfus10_tyr5588	fam01
fusfus6_tyr5886	fusneo1_tyr6116	clorhi1_VUC06060.1	fam01
fusfus7_tyr5887	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus7_tyr5888	fusfus7_tyr5888	fusmet1_tyr6076	fam06
fusfus7_tyr5889	fusfus40_tyr5777	clorhi1_VUC06060.1	fam01
fusfus7_tyr5890	fushae3_tyr5937	monsp.5_RYP53371.1	fam06
fusfus7_tyr5891	fusfus10_tyr5583	fuspro5_tyr6503	fam01
fusfus7_tyr5892	fusfus7_tyr5892	fusman2_tyr6045	fam01
fusfus7_tyr5893	fusfus10_tyr5589	fusfus31_tyr5727	fam09
fusfus7_tyr5895	fusfus10_tyr5588	fusfus10_tyr5588	fam01
fusfus8_tyr5898	fusfus40_tyr5780	clorhi1_VUC06060.1	fam01
fusfus8_tyr5900	fusfus26_tyr5675	fusfus30_tyr5707	fam01
fusfus8_tyr5901	fusfus24_tyr5664	fussp.4_KAF9773401.1_KAF9773402.1	fam06
fusfus8_tyr5902	fusfus8_tyr5902	ilydes1_KAH6980527.1	clade03
fusfus9_tyr5903	fusfus40_tyr5777	clorhi1_VUC06060.1	fam01
fusfus9_tyr5905	fusfus5_tyr5867	fusfus5_tyr5867	fam01
fusfus9_tyr5907	fusfus25_tyr5669	fusfus25_tyr5669	fam01
fusfus9_tyr5908	fusfus22_tyr5656	fustup1_tyr6815	fam05
fusfus9_tyr5909	fusfus27_tyr5689	metani1_4548	fam01
fusgad1_KAF4947046.1	fusgad1_KAF4947046.1	fusgad1_KAF4947046.1	fam01
fusgad1_KAF4955438.1	fusudu2_tyr6826	fusnem1_tyr6106	fam09
fusger1_tyr5913	fusger2_tyr5915	fususs4_tyr6846	fam05
fusger1_tyr5914	fusaca1_tyr5170	purlil1_tyr9695	fam06
fusger2_tyr5915	fusger2_tyr5915	fususs4_tyr6846	fam05
fusger2_tyr5916	fusaca1_tyr5170	purlil1_tyr9695	fam06
fusglo1_KAF5685864.1	fussib1_tyr6603	clorhi1_VUC06060.1	fam01
fusglo1_KAF5692445.1	fuszan1_tyr7098	clorhi1_VUC06060.1	fam01
fusglo1_KAF5694668.1	fusglo1_KAF5694668.1	fustup1_tyr6815	fam05
fusglo1_KAF5699305.1	fussp.5_KAF5616442.1	dacest1_591128_591130	fam01
fusglo1_KAF5701686.1	fusfuj5_tyr5577	fuscul1_tyr5435	fam09
fusgoo1_tyr5926	fusgoo1_tyr5926	fusnem1_tyr6106	fam09
fusgra3_KAF4998880.1	fusgra3_KAF4998880.1	fussp.4_KAF9770092.1	fam09
fusgra6_tyr5929	fusoxy25_17671	fussp.5_KAF5611984.1	fam05
fusgut1_tyr5930	fusgut1_tyr5930	fusfra1_tyr5556	clade03
fushae1_tyr5931	fusfus10_tyr5589	fusfus31_tyr5727	fam09
fushae2_tyr5934	fushae2_tyr5934	dacest1_591128_591130	fam01
fushae3_tyr5936	fushae3_tyr5936	fushae3_tyr5936	fam01
fushae3_tyr5937	fushae3_tyr5937	monsp.5_RYP53371.1	fam06
fushae3_tyr5939	fushae3_tyr5939	fusman2_tyr6045	fam01
fushae3_tyr5941	fushae3_tyr5941	fushae3_tyr5936	fam01
fushae3_tyr5942	fushae3_tyr5937	monsp.5_RYP53371.1	fam06
fushos1_tyr5943	fusman2_tyr6056	clorhi1_VUC06060.1	fam01
fushos1_tyr5944	fusnyg3_tyr6162	clorhi1_VUC06060.1	fam01
fushos1_tyr5945	fushos2_tyr5979	metmaj1_tyr8185	fam07
fushos1_tyr5946	fushos1_tyr5946	fusnem1_tyr6106	fam09
fushos1_tyr5947	fushos2_tyr5977	fusfus35_tyr5744	fam06
fushos1_tyr5949	fushos2_tyr5980	fushos2_tyr5980	fam05
fushos1_tyr5950	fushos2_tyr5971	fuszea1_tyr7100	fam01
fushos1_tyr5951	fusman2_tyr6056	clorhi1_VUC06060.1	fam01
fushos1_tyr5952	fusfus3_tyr5767	dacest1_591128_591130	fam01
fushos1_tyr5953	fushos2_tyr5966	fushos2_tyr5966	fam06
fushos1_tyr5954	fushos2_tyr5974	fusphy1_tyr6457	fam05
fushos1_tyr5956	fushos2_tyr5965	fusman2_tyr6048	fam01
fushos1_tyr5957	fusfuj2_tyr5568	fusbeo1_KAF4342966.1	fam09
fushos1_tyr5958	fushos2_tyr5976	fususs4_tyr6846	fam05
fushos1_tyr5959	fusfuj2_tyr5564	dacest1_591128_591130	fam01
fushos1_tyr5960	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fushos1_tyr5961	fushos3_tyr5987	fushos3_tyr5987	fam01
fushos2_tyr5963	fushos2_tyr5963	fushos2_tyr5963	fam07
fushos2_tyr5964	fusfuj2_tyr5568	fusbeo1_KAF4342966.1	fam09
fushos2_tyr5965	fushos2_tyr5965	fusman2_tyr6048	fam01
fushos2_tyr5966	fushos2_tyr5966	fushos2_tyr5966	fam06
fushos2_tyr5968	fushos3_tyr5987	fushos3_tyr5987	fam01
fushos2_tyr5969	fusnyg3_tyr6162	clorhi1_VUC06060.1	fam01
fushos2_tyr5970	fusfus3_tyr5767	dacest1_591128_591130	fam01
fushos2_tyr5971	fushos2_tyr5971	fuszea1_tyr7100	fam01
fushos2_tyr5972	fushos1_tyr5946	fusnem1_tyr6106	fam09
fushos2_tyr5973	fusman2_tyr6056	clorhi1_VUC06060.1	fam01
fushos2_tyr5974	fushos2_tyr5974	fusphy1_tyr6457	fam05
fushos2_tyr5975	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fushos2_tyr5976	fushos2_tyr5976	fususs4_tyr6846	fam05
fushos2_tyr5977	fushos2_tyr5977	fusfus35_tyr5744	fam06
fushos2_tyr5978	fusfuj2_tyr5564	dacest1_591128_591130	fam01
fushos2_tyr5979	fushos2_tyr5979	metmaj1_tyr8185	fam07
fushos2_tyr5980	fushos2_tyr5980	fushos2_tyr5980	fam05
fushos3_tyr5983	fushos3_tyr5983	fushos3_tyr5983	fam05
fushos3_tyr5986	fusacu1_KAF4415364.1	fustup1_tyr6815	fam05
fushos3_tyr5987	fushos3_tyr5987	fushos3_tyr5987	fam01
fushos3_tyr5988	fushos3_tyr5988	fustup1_tyr6815	fam05
fushum1_tyr5989	fushum1_tyr5989	fustup1_tyr6815	fam05
fushum1_tyr5990	fushum2_tyr5991	fusmet1_tyr6076	fam06
fushum2_tyr5991	fushum2_tyr5991	fusmet1_tyr6076	fam06
fushum2_tyr5992	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fushum2_tyr5993	fushum2_tyr5993	fushum2_tyr5993	fam05
fushum2_tyr5994	fushum2_tyr5994	fuscer2_tyr5355	fam05
fusill1_tyr5996	fusill1_tyr5996	fusill1_tyr5996	fam09
fusill1_tyr5998	fusill1_tyr5998	crypar1_KAF3760107.1	fam06
fusill1_tyr5999	fusill1_tyr5999	fusnem1_tyr6106	fam09
fusinc1_tyr6000	fusinc2_tyr6003	fusinc2_tyr6003	fam05
fusinc1_tyr6001	fusinc2_tyr6002	fusinc2_tyr6002	fam01
fusinc2_tyr6002	fusinc2_tyr6002	fusinc2_tyr6002	fam01
fusinc2_tyr6003	fusinc2_tyr6003	fusinc2_tyr6003	fam05
fuskur1_RMI94325.1	fuskur1_RMI94325.1	fuskur1_RMI94325.1	fam01
fuskur1_RMJ14892.1	fussp.9_RSL43694.1	monsp.5_RYP53371.1	fam06
fuskur1_tyr6005	fuseuw2_tyr5522	fushos2_tyr5963	fam02
fuskyu1_tyr6007	fuskyu1_tyr6007	fusred5_tyr6568	fam05
fuskyu1_tyr6008	fuskyu1_tyr6008	fusfus19_tyr5645	fam05
fuslan1_10418	fuslan2_tyr6020	fuskur1_RMI94325.1	fam01
fuslan1_11231	fusnyg3_tyr6162	clorhi1_VUC06060.1	fam01
fuslan1_4473	fuscer1_tyr5353	fusmet1_tyr6076	fam06
fuslan1_758	fuslan1_758	fusnem1_tyr6106	fam09
fuslan1_9393	fuslan2_tyr6015	neodit1_2170	fam04
fuslan2_tyr6015	fuslan2_tyr6015	neodit1_2170	fam04
fuslan2_tyr6016	fuscer1_tyr5353	fusmet1_tyr6076	fam06
fuslan2_tyr6017	fusnyg3_tyr6162	clorhi1_VUC06060.1	fam01
fuslan2_tyr6018	fuslan1_758	fusnem1_tyr6106	fam09
fuslan2_tyr6020	fuslan2_tyr6020	fuskur1_RMI94325.1	fam01
fuslan3_tyr6021	fuslan3_tyr6026	fustup1_tyr6815	fam05
fuslan3_tyr6022	fuslan1_758	fusnem1_tyr6106	fam09
fuslan3_tyr6023	fuslan3_tyr6023	fusvor1_tyr6964	fam09
fuslan3_tyr6024	fuslan3_tyr6024	fusnem1_tyr6103	fam09
fuslan3_tyr6025	fuslan1_758	fusnem1_tyr6106	fam09
fuslan3_tyr6026	fuslan3_tyr6026	fustup1_tyr6815	fam05
fuslan3_tyr6027	fusnyg3_tyr6162	clorhi1_VUC06060.1	fam01
fuslan3_tyr6028	fuslan3_tyr6028	fusinc2_tyr6002	fam01
fuslou1_tyr6029	fuslou1_tyr6029	fusoxy29_474803	fam05
fuslya1_tyr6030	fuslya1_tyr6030	dacest1_591128_591130	fam01
fuslya1_tyr6031	fuslya1_tyr6031	clorhi1_VUC06060.1	fam01
fuslya1_tyr6032	fuslya1_tyr6032	clorhi1_VUC06060.1	fam01
fusman1_11351_11352	fusman1_11351_11352	fusmet1_tyr6076	n.d.
fusman1_11790	fusman3_tyr6063	fusman3_tyr6063	fam07
fusman1_11794	fusfus45_tyr5796	fusfus45_tyr5796	fam07
fusman1_15066	fusfuj5_tyr5577	fuscul1_tyr5435	fam09
fusman1_2281	fusman1_2281	clorhi1_VUC06060.1	fam01
fusman1_8863_8864	fusman1_11351_11352	fusmet1_tyr6076	n.d.
fusman1_8920	fusfuj5_tyr5577	fuscul1_tyr5435	fam09
fusman1_tyr6035	fusman1_tyr6035	fustup1_tyr6815	fam05
fusman2_tyr6042	fusman1_11351_11352	fusmet1_tyr6076	fam06
fusman2_tyr6043	fuslya1_tyr6032	clorhi1_VUC06060.1	fam01
fusman2_tyr6044	fusman1_2281	clorhi1_VUC06060.1	fam01
fusman2_tyr6045	fusman2_tyr6045	fusman2_tyr6045	fam01
fusman2_tyr6046	fusman2_tyr6046	fusfus12_tyr5599	fam01
fusman2_tyr6047	fusman2_tyr6047	fuskur1_RMI94325.1	fam01
fusman2_tyr6048	fusman2_tyr6048	fusman2_tyr6048	fam01
fusman2_tyr6049	fusfuj5_tyr5577	fuscul1_tyr5435	fam09
fusman2_tyr6050	fusfus45_tyr5796	fusfus45_tyr5796	fam07
fusman2_tyr6051	fusman2_tyr6051	fusfus45_tyr5796	fam07
fusman2_tyr6052	fuspro3_tyr6496	dacmac1_659788	fam05
fusman2_tyr6053	fusman2_tyr6053	fussp.5_KAF5611984.1	fam05
fusman2_tyr6054	fusman1_tyr6035	fustup1_tyr6815	fam05
fusman2_tyr6055	fusman2_tyr6059	clorhi1_VUC06060.1	fam01
fusman2_tyr6056	fusman2_tyr6056	clorhi1_VUC06060.1	fam01
fusman2_tyr6057	fusman2_tyr6057	fusman2_tyr6057	fam09
fusman2_tyr6058	fusman2_tyr6058	fushos2_tyr5963	fam03
fusman2_tyr6059	fusman2_tyr6059	clorhi1_VUC06060.1	fam01
fusman3_tyr6060	fusfuj5_tyr5577	fuscul1_tyr5435	fam09
fusman3_tyr6061	fusfus45_tyr5796	fusfus45_tyr5796	fam07
fusman3_tyr6062	fusman1_11351_11352	fusmet1_tyr6076	fam06
fusman3_tyr6063	fusman3_tyr6063	fusman3_tyr6063	fam07
fusman3_tyr6064	fusfuj5_tyr5577	fuscul1_tyr5435	fam09
fusman3_tyr6065	fusman1_11351_11352	fusmet1_tyr6076	fam06
fusman3_tyr6067	fusman1_2281	clorhi1_VUC06060.1	fam01
fusman3_tyr6068	fusman1_tyr6035	fustup1_tyr6815	fam05
fusmer2_tyr6069	fusmer2_tyr6069	clorhi1_VUC06060.1	fam01
fusmer4_tyr6070	fusmer4_tyr6070	fusfus45_tyr5796	fam07
fusmet1_tyr6071	fusmet1_tyr6071	metmaj1_tyr8185	fam07
fusmet1_tyr6072	fusmet1_tyr6072	clorhi1_VUC06060.1	fam01
fusmet1_tyr6073	fusmet1_tyr6073	dacest1_591128_591130	fam01
fusmet1_tyr6074	fusmet1_tyr6074	fusmet1_tyr6074	fam04
fusmet1_tyr6076	fusmet1_tyr6076	fusmet1_tyr6076	fam06
fusmex1_KAF5530703.1	fustup1_tyr6811	clorhi1_VUC06060.1	fam01
fusmex1_KAF5535363.1	fustup1_tyr6815	fustup1_tyr6815	fam05
fusmex1_tyr6078	fusmex1_tyr6078	fusmex1_tyr6078	fam05
fusmun1_KAF5701530.1	fusnyg3_tyr6162	clorhi1_VUC06060.1	fam01
fusmun1_KAF5701555.1	fuslya1_tyr6031	clorhi1_VUC06060.1	fam01
fusmun1_KAF5702173.1	fusmer2_tyr6069	clorhi1_VUC06060.1	fam01
fusmun1_KAF5722886.1	fusmun1_KAF5722886.1	fustha1_tyr6742	clade03
fusmun1_KAF5724660.1	fusudu1_tyr6817	clorhi1_VUC06060.1	fam01
fusmun1_KAF5725116.1	fusfuj5_tyr5577	fuscul1_tyr5435	fam09
fusmun1_tyr6088	fusmun1_tyr6088	fusven3_tyr6863	fam01
fusmus1_KAG9494952.1	fusoxy25_17671	fussp.5_KAF5611984.1	fam05
fusmus1_KAG9495891.1	fusmus1_KAG9495891.1	fustha1_tyr6742	clade03
fusmus1_tyr6092	fusmus1_tyr6092	fusmus1_tyr6092	fam05
