genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
Xanthoria_parietina_GTX0501,Xanthoria_parietina_SAMEA115359166,Xp_GTX0501_9,scaffold_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 17,1154328,1186033,6393,6404,1_6351,1_6362,8,1506161,1537336,7363,7374,3_7323,3_7334,8,-,1537336,1506161,7374,7363,3_7334,3_7323
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_1,Xp_GTX0501_20,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 30,3535718,3879875,1178,1291,3_1167,3_1278,105,5369,330849,9613,9749,1_9559,1_9693,105,-,330849,5369,9749,9613,1_9693,1_9559
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_1,Xp_GTX0501_22,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 32,139883,424261,58,157,3_55,3_154,99,12206,299895,9889,10008,1_9832,1_9951,99,-,299895,12206,10008,9889,1_9951,1_9832
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_1,Xp_GTX0501_24,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 33,739465,953701,223,299,3_220,3_296,68,1366,269941,10098,10190,1_10041,1_10133,68,-,269941,1366,10190,10098,1_10133,1_10041
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_1,Xp_GTX0501_25,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 34,131,135578,1,56,3_0,3_53,52,9478,146898,10192,10260,1_10135,1_10201,52,-,146898,9478,10260,10192,1_10201,1_10135
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_1,Xp_GTX0501_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 11,3864800,5683591,1287,1907,3_1274,3_1889,587,26978,1878232,2556,3323,1_2541,1_3304,587,-,1878232,26978,3323,2556,1_3304,1_2541
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_1,Xp_GTX0501_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 14,2248291,3534356,725,1177,3_718,3_1166,435,2290,1554405,4699,5344,1_4668,1_5308,435,-,1554405,2290,5344,4699,1_5308,1_4668
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_10,Xp_GTX0501_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 4,33675,1354849,7767,8217,3_7724,3_8170,412,1331172,2637139,434,986,1_432,1_979,412,-,2637139,1331172,986,434,1_979,1_432
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_11,Xp_GTX0501_17,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 27,1894,433838,8218,8359,3_8171,3_8311,128,16807,459780,9088,9257,1_9035,1_9203,128,-,459780,16807,9257,9088,1_9203,1_9035
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_12,Xp_GTX0501_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 9,1613,745726,8554,8752,3_8506,3_8704,188,6803,789773,1793,2062,1_1783,1_2051,188,-,789773,6803,2062,1793,1_2051,1_1783
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_12,Xp_GTX0501_31,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 41,747477,870539,8753,8788,3_8705,3_8740,36,1566,124393,10661,10702,1_10601,1_10642,36,-,124393,1566,10702,10661,1_10642,1_10601
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_12,Xp_GTX0501_37,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 49,872199,936661,8789,8800,3_8741,3_8752,8,78146,109685,10951,10966,1_10889,1_10904,8,-,109685,78146,10966,10951,1_10904,1_10889
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_13,Xp_GTX0501_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 25,509582,1070649,8949,9142,3_8899,3_9092,174,35797,603217,8634,8857,1_8582,1_8805,174,-,603217,35797,8857,8634,1_8805,1_8582
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_13,Xp_GTX0501_27,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 36,123328,303297,8847,8903,3_8798,3_8854,51,775,184712,10373,10444,1_10314,1_10385,51,-,184712,775,10444,10373,1_10385,1_10314
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_14,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 6,83,233646,9143,9229,3_9093,3_9179,80,406018,644689,1044,1139,1_1037,1_1131,80,-,644689,406018,1139,1044,1_1131,1_1037
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_2,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 7,2200508,3847210,2581,3119,3_2561,3_3099,491,659078,2326464,1147,1792,1_1139,1_1782,491,-,2326464,659078,1792,1147,1_1782,1_1139
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_2,Xp_GTX0501_41,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 50,1589884,1680313,2451,2486,3_2431,3_2466,33,178,93948,11017,11060,1_10955,1_10997,33,-,93948,178,11060,11017,1_10997,1_10955
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_3,Xp_GTX0501_16,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 26,1686860,2263911,3667,3879,3_3643,3_3855,188,3408,545602,8860,9086,1_8807,1_9033,188,-,545602,3408,9086,8860,1_9033,1_8807
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_3,Xp_GTX0501_45,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 52,1639210,1681508,3655,3666,3_3631,3_3642,12,133,49737,11096,11114,1_11033,1_11051,12,-,49737,133,11114,11096,1_11051,1_11033
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_4,Xp_GTX0501_10,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 18,1503537,2988170,4538,5027,3_4514,3_5001,456,3502,1483508,6574,7141,1_6531,1_7097,456,-,1483508,3502,7141,6574,1_7097,1_6531
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_4,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 5,1285269,1373459,4489,4504,3_4465,3_4480,12,11106,101895,989,1002,1_982,1_995,12,-,101895,11106,1002,989,1_995,1_982
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_4,Xp_GTX0501_33,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 43,374916,396867,4198,4205,3_4174,3_4181,8,23671,46242,10767,10775,1_10706,1_10714,8,-,46242,23671,10775,10767,1_10714,1_10706
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_4,Xp_GTX0501_35,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 45,41169,123419,4097,4126,3_4073,3_4102,28,3658,86495,10840,10874,1_10779,1_10813,28,-,86495,3658,10874,10840,1_10813,1_10779
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_5,Xp_GTX0501_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 20,962981,2182669,5305,5671,3_5279,3_5641,334,281,1203177,7582,8015,1_7535,1_7967,334,-,1203177,281,8015,7582,1_7967,1_7535
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_6,Xp_GTX0501_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 15,447576,1782174,5774,6221,3_5743,3_6190,414,189,1333453,5353,5883,1_5317,1_5846,414,-,1333453,189,5883,5353,1_5846,1_5317
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_7,Xp_GTX0501_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 2,4304,1361056,6291,6718,3_6260,3_6686,374,13982,1479400,2,495,1_1,1_491,374,-,1479400,13982,495,2,1_491,1_1
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_7,Xp_GTX0501_26,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 35,1357425,1546574,6717,6766,3_6685,3_6734,35,40913,219218,10302,10369,1_10243,1_10310,35,-,219218,40913,10369,10302,1_10310,1_10243
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_8,Xp_GTX0501_36,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 46,1387261,1440561,7327,7343,3_7287,3_7303,16,9838,63054,10884,10909,1_10823,1_10848,16,-,63054,9838,10909,10884,1_10848,1_10823
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_8,Xp_GTX0501_37,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 48,1451296,1505738,7345,7362,3_7305,3_7322,17,756,59521,10920,10944,1_10859,1_10883,17,-,59521,756,10944,10920,1_10883,1_10859
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_8,Xp_GTX0501_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 13,8600,1298711,6855,7325,3_6823,3_7286,449,314343,1632174,4117,4697,1_4092,1_4667,449,-,1632174,314343,4697,4117,1_4667,1_4092
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_8,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 17,1506161,1537336,7363,7374,3_7323,3_7334,8,1154328,1186033,6393,6404,1_6351,1_6362,8,-,1186033,1154328,6404,6393,1_6362,1_6351
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_9,Xp_GTX0501_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 19,292990,1431175,7418,7764,3_7378,3_7721,324,26019,1213113,7142,7581,1_7098,1_7534,324,-,1213113,26019,7581,7142,1_7534,1_7098
Xanthoria_parietina_SAMEA115359166,Xanthoria_parietina_GTX0501,scaffold_9,Xp_GTX0501_28,Xanthoria_parietina_GTX0501_vs_Xanthoria_parietina_SAMEA115359166: 38,113889,142790,7383,7392,3_7343,3_7352,10,172076,202810,10522,10531,1_10463,1_10472,10,-,202810,172076,10531,10522,1_10472,1_10463
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_11,scaffold_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 21,181076,242303,8226,8262,0_8148,0_8183,29,1465504,1527670,3594,3624,3_3571,3_3600,29,+,1465504,1527670,3594,3624,3_3571,3_3600
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_11,scaffold_8,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 23,478636,511766,8348,8359,0_8269,0_8280,6,1506161,1537336,7363,7374,3_7323,3_7334,6,+,1506161,1537336,7363,7374,3_7323,3_7334
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_13,scaffold_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 25,50912,1504511,9233,9691,0_9150,0_9607,374,1639210,3054408,3655,4092,3_3631,3_4068,374,+,1639210,3054408,3655,4092,3_3631,3_4068
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_13,scaffold_5,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 27,1490247,1507323,9685,9692,0_9601,0_9608,6,3556,24106,5030,5037,3_5004,3_5011,6,+,3556,24106,5030,5037,3_5004,3_5011
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_15,scaffold_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 29,81364,235847,10081,10120,0_9993,0_10031,25,3944464,4053973,3122,3156,3_3102,3_3135,25,+,3944464,4053973,3122,3156,3_3102,3_3135
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_2,scaffold_14,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 4,1978922,2238689,2082,2171,0_2061,0_2149,80,83,242421,9143,9230,3_9093,3_9180,80,+,83,242421,9143,9230,3_9093,3_9180
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_2,scaffold_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 2,47787,1964841,1451,2074,0_1433,0_2053,483,2211422,3847210,2582,3119,3_2562,3_3099,483,+,2211422,3847210,2582,3119,3_2562,3_3099
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_2,scaffold_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 5,2119553,2151534,2132,2142,0_2110,0_2120,10,1825384,1857492,2520,2530,3_2500,3_2510,10,+,1825384,1857492,2520,2530,3_2500,3_2510
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_3,scaffold_10,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 7,62435,1476689,2595,3102,0_2568,0_3068,392,35930,1354849,7768,8217,3_7725,3_8170,392,+,35930,1354849,7768,8217,3_7725,3_8170
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_3,scaffold_7,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 8,1285946,3058248,3040,3559,0_3007,0_3522,399,4304,1672793,6291,6785,3_6260,3_6753,399,+,4304,1672793,6291,6785,3_6260,3_6753
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_4,scaffold_12,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 11,1131760,2275251,4027,4332,0_3985,0_4286,233,1613,1036934,8554,8836,3_8506,3_8787,233,+,1613,1036934,8554,8836,3_8506,3_8787
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_6,scaffold_8,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 13,99373,159965,5019,5042,0_4967,0_4990,16,1387261,1440561,7327,7343,3_7287,3_7303,16,+,1387261,1440561,7327,7343,3_7287,3_7303
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_6,scaffold_8,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 14,259917,1803862,5059,5621,0_5007,0_5560,427,8600,1298711,6855,7325,3_6823,3_7286,427,+,8600,1298711,6855,7325,3_6823,3_7286
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_7,scaffold_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 15,513517,2242940,5823,6369,0_5757,0_6302,441,447576,2142963,5774,6287,3_5743,3_6256,441,+,447576,2142963,5774,6287,3_5743,3_6256
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_9,scaffold_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 17,101261,1954609,7113,7686,0_7042,0_7610,472,1416793,2988170,4507,5027,3_4483,3_5001,472,+,1416793,2988170,4507,5027,3_4483,3_5001
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_10,Xc_GTX0491_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 7,35930,1354849,7768,8217,3_7725,3_8170,392,62435,1476689,2595,3102,0_2568,0_3068,392,+,62435,1476689,2595,3102,0_2568,0_3068
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_12,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 11,1613,1036934,8554,8836,3_8506,3_8787,233,1131760,2275251,4027,4332,0_3985,0_4286,233,+,1131760,2275251,4027,4332,0_3985,0_4286
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_14,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 4,83,242421,9143,9230,3_9093,3_9180,80,1978922,2238689,2082,2171,0_2061,0_2149,80,+,1978922,2238689,2082,2171,0_2061,0_2149
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_2,Xc_GTX0491_15,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 29,3944464,4053973,3122,3156,3_3102,3_3135,25,81364,235847,10081,10120,0_9993,0_10031,25,+,81364,235847,10081,10120,0_9993,0_10031
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_2,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 2,2211422,3847210,2582,3119,3_2562,3_3099,483,47787,1964841,1451,2074,0_1433,0_2053,483,+,47787,1964841,1451,2074,0_1433,0_2053
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_2,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 5,1825384,1857492,2520,2530,3_2500,3_2510,10,2119553,2151534,2132,2142,0_2110,0_2120,10,+,2119553,2151534,2132,2142,0_2110,0_2120
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_3,Xc_GTX0491_11,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 21,1465504,1527670,3594,3624,3_3571,3_3600,29,181076,242303,8226,8262,0_8148,0_8183,29,+,181076,242303,8226,8262,0_8148,0_8183
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_3,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 25,1639210,3054408,3655,4092,3_3631,3_4068,374,50912,1504511,9233,9691,0_9150,0_9607,374,+,50912,1504511,9233,9691,0_9150,0_9607
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_4,Xc_GTX0491_9,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 17,1416793,2988170,4507,5027,3_4483,3_5001,472,101261,1954609,7113,7686,0_7042,0_7610,472,+,101261,1954609,7113,7686,0_7042,0_7610
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_5,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 27,3556,24106,5030,5037,3_5004,3_5011,6,1490247,1507323,9685,9692,0_9601,0_9608,6,+,1490247,1507323,9685,9692,0_9601,0_9608
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_6,Xc_GTX0491_7,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 15,447576,2142963,5774,6287,3_5743,3_6256,441,513517,2242940,5823,6369,0_5757,0_6302,441,+,513517,2242940,5823,6369,0_5757,0_6302
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_7,Xc_GTX0491_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 8,4304,1672793,6291,6785,3_6260,3_6753,399,1285946,3058248,3040,3559,0_3007,0_3522,399,+,1285946,3058248,3040,3559,0_3007,0_3522
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_8,Xc_GTX0491_11,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 23,1506161,1537336,7363,7374,3_7323,3_7334,6,478636,511766,8348,8359,0_8269,0_8280,6,+,478636,511766,8348,8359,0_8269,0_8280
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_8,Xc_GTX0491_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 13,1387261,1440561,7327,7343,3_7287,3_7303,16,99373,159965,5019,5042,0_4967,0_4990,16,+,99373,159965,5019,5042,0_4967,0_4990
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_8,Xc_GTX0491_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 14,8600,1298711,6855,7325,3_6823,3_7286,427,259917,1803862,5059,5621,0_5007,0_5560,427,+,259917,1803862,5059,5621,0_5007,0_5560
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_1,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 1,11707,4640737,1,1446,0_0,0_1428,1100,2248291,5681247,725,1905,3_718,3_1887,1100,-,5681247,2248291,1905,725,3_1887,3_718
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_10,scaffold_11,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 19,241094,1658065,7753,8118,0_7676,0_8040,309,1894,1134515,8218,8553,3_8171,3_8505,309,-,1134515,1894,8553,8218,3_8505,3_8171
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_10,scaffold_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 18,52787,239476,7688,7752,0_7612,0_7675,58,219954,380439,5706,5767,3_5676,3_5736,58,-,380439,219954,5767,5706,3_5736,3_5676
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_11,scaffold_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 20,71520,179886,8200,8225,0_8122,0_8147,22,1531814,1611280,3625,3654,3_3601,3_3630,22,-,1611280,1531814,3654,3625,3_3630,3_3601
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_11,scaffold_3,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 22,246274,1916993,8263,8761,0_8184,0_8680,389,108226,1463642,3167,3592,3_3146,3_3569,389,-,1463642,108226,3592,3167,3_3569,3_3146
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_12,scaffold_4,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 24,57737,1615275,8763,9229,0_8682,0_9146,342,52823,1231052,4102,4480,3_4078,3_4456,342,-,1231052,52823,4480,4102,3_4456,3_4078
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_13,scaffold_9,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 26,913308,1045762,9538,9557,0_9454,0_9473,13,225,142790,7378,7392,3_7338,3_7352,13,-,142790,225,7392,7378,3_7352,3_7338
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_14,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 28,30755,1229341,9696,10024,0_9612,0_9937,271,131,958934,1,300,3_0,3_297,271,-,958934,131,300,1,3_297,3_0
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_15,scaffold_13,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 30,113762,1281108,10092,10412,0_10003,0_10320,258,129960,1070649,8849,9142,3_8800,3_9092,258,-,1070649,129960,9142,8849,3_9092,3_8800
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_2,scaffold_6,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 3,49818,95605,1452,1469,0_1434,0_1451,8,1803,59871,5672,5692,3_5642,3_5662,8,-,59871,1803,5692,5672,3_5662,3_5642
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_2,scaffold_9,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 6,2343680,3713309,2178,2591,0_2156,0_2564,327,217617,1424244,7395,7761,3_7355,3_7718,327,-,1424244,217617,7761,7395,3_7718,3_7355
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_3,scaffold_7,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 9,2824935,2865567,3484,3502,0_3448,0_3465,7,1820626,1851471,6827,6838,3_6795,3_6806,7,-,1851471,1820626,6838,6827,3_6806,3_6795
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_4,scaffold_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 10,4987,1195856,3560,4039,0_3523,0_3997,390,1007829,2195178,302,722,3_299,3_715,390,-,2195178,1007829,722,302,3_715,3_299
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_5,scaffold_5,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 12,9156,2301527,4336,5016,0_4290,0_4964,562,60951,2178241,5046,5670,3_5020,3_5640,562,-,2178241,60951,5670,5046,3_5640,3_5020
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_SAMEA115359166,Xc_GTX0491_8,scaffold_2,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 16,58610,2032330,6370,7057,0_6303,0_6986,561,750,1764975,1910,2512,3_1892,3_2492,561,-,1764975,750,2512,1910,3_2492,3_1892
Xanthoria_parietina_SAMEA115359166,Xanthoria_calcicola_GTX0491,scaffold_1,Xc_GTX0491_1,Xanthoria_calcicola_GTX0491_vs_Xanthoria_parietina_SAMEA115359166: 1,2248291,5681247,725,1905,3_718,3_1887,1100,11707,4640737,1,1446,0_0,0_1428,1100,-,4640737,11707,1446,1,0_1428,0_0
