Orthogroup	Xanthoria_parietina_SAMEA115359166	Xanthoria_parietina_GTX0501
OG0004667	XANPARI20_007114-T1	XANPAGTX0501_004177-T1
OG0004668	XANPARI20_007116-T1	XANPAGTX0501_004175-T1
OG0004669	XANPARI20_007117-T1	XANPAGTX0501_004174-T1
OG0004670	XANPARI20_007118-T1	XANPAGTX0501_004173-T1
OG0004671	XANPARI20_007122-T1	XANPAGTX0501_004166-T1
OG0004672	XANPARI20_007123-T1	XANPAGTX0501_004164-T1
OG0004673	XANPARI20_007124-T1	XANPAGTX0501_004163-T1
OG0004674	XANPARI20_007125-T1	XANPAGTX0501_004161-T1
OG0004675	XANPARI20_007127-T1	XANPAGTX0501_004159-T1
OG0004676	XANPARI20_007128-T1	XANPAGTX0501_004158-T1
OG0004677	XANPARI20_007129-T1	XANPAGTX0501_004157-T1
OG0004678	XANPARI20_007130-T1	XANPAGTX0501_004155-T1
OG0004679	XANPARI20_007131-T1	XANPAGTX0501_004154-T1
OG0004680	XANPARI20_007132-T1	XANPAGTX0501_004153-T1
OG0004681	XANPARI20_007134-T1	XANPAGTX0501_004151-T1
OG0004682	XANPARI20_007135-T1	XANPAGTX0501_004149-T1
OG0004683	XANPARI20_007136-T1	XANPAGTX0501_004148-T1
OG0004684	XANPARI20_007137-T1	XANPAGTX0501_004147-T1
OG0004685	XANPARI20_007139-T1	XANPAGTX0501_004146-T1
OG0004686	XANPARI20_007140-T1	XANPAGTX0501_004145-T1
OG0004687	XANPARI20_007141-T1	XANPAGTX0501_004144-T1
OG0004688	XANPARI20_007142-T1	XANPAGTX0501_004143-T1
OG0004689	XANPARI20_007143-T1	XANPAGTX0501_004141-T1
OG0004690	XANPARI20_007145-T1	XANPAGTX0501_004136-T1
OG0004691	XANPARI20_007146-T1	XANPAGTX0501_004135-T1
OG0004692	XANPARI20_007148-T1	XANPAGTX0501_004132-T1
OG0004693	XANPARI20_007150-T1	XANPAGTX0501_004129-T1
OG0004694	XANPARI20_007151-T1	XANPAGTX0501_004128-T1
OG0004695	XANPARI20_007152-T1	XANPAGTX0501_004127-T1
OG0004696	XANPARI20_007153-T1	XANPAGTX0501_004126-T1
OG0004697	XANPARI20_007154-T1	XANPAGTX0501_004125-T1
OG0004698	XANPARI20_007155-T1	XANPAGTX0501_004124-T1
OG0004699	XANPARI20_007156-T1	XANPAGTX0501_004123-T1
OG0004700	XANPARI20_007157-T1	XANPAGTX0501_004122-T1
OG0004701	XANPARI20_007158-T1	XANPAGTX0501_004121-T1
OG0004702	XANPARI20_007159-T1	XANPAGTX0501_004120-T1
OG0004703	XANPARI20_007160-T1	XANPAGTX0501_004119-T1
OG0004704	XANPARI20_007162-T1	XANPAGTX0501_004117-T1
OG0004705	XANPARI20_007163-T1	XANPAGTX0501_004116-T1
OG0004706	XANPARI20_007164-T1	XANPAGTX0501_004115-T1
OG0004707	XANPARI20_007165-T1	XANPAGTX0501_004113-T1
OG0004708	XANPARI20_007166-T1	XANPAGTX0501_004112-T1
OG0004709	XANPARI20_007167-T1	XANPAGTX0501_004111-T1
OG0004710	XANPARI20_007168-T1	XANPAGTX0501_004110-T1
OG0004711	XANPARI20_007169-T1	XANPAGTX0501_004109-T1
OG0004712	XANPARI20_007170-T1	XANPAGTX0501_004108-T1
OG0004713	XANPARI20_007171-T1	XANPAGTX0501_004107-T1
OG0004714	XANPARI20_007172-T1	XANPAGTX0501_004106-T1
OG0004715	XANPARI20_007173-T1	XANPAGTX0501_004105-T1
OG0004716	XANPARI20_007174-T1	XANPAGTX0501_004104-T1
OG0004717	XANPARI20_007176-T1	XANPAGTX0501_004102-T1
OG0004718	XANPARI20_007177-T1	XANPAGTX0501_004100-T1
OG0004719	XANPARI20_007178-T1	XANPAGTX0501_004099-T1
OG0004720	XANPARI20_007179-T1	XANPAGTX0501_004097-T1
OG0004721	XANPARI20_007180-T1	XANPAGTX0501_004095-T1
OG0004722	XANPARI20_007181-T1	XANPAGTX0501_004093-T1
OG0004723	XANPARI20_007182-T1	XANPAGTX0501_004091-T1
OG0004724	XANPARI20_007184-T1	XANPAGTX0501_004089-T1
OG0004725	XANPARI20_007186-T1	XANPAGTX0501_004086-T1
OG0004726	XANPARI20_007188-T1	XANPAGTX0501_004084-T1
OG0004727	XANPARI20_007189-T1	XANPAGTX0501_004083-T1
OG0004728	XANPARI20_007190-T1	XANPAGTX0501_004082-T1
OG0004729	XANPARI20_007191-T1	XANPAGTX0501_004081-T1
OG0004730	XANPARI20_007192-T1	XANPAGTX0501_004080-T1
OG0004731	XANPARI20_007193-T1	XANPAGTX0501_004079-T1
OG0004732	XANPARI20_007194-T1	XANPAGTX0501_004078-T1
OG0004733	XANPARI20_007195-T1	XANPAGTX0501_004077-T1
OG0004734	XANPARI20_007196-T1	XANPAGTX0501_004076-T1
OG0004735	XANPARI20_007197-T1	XANPAGTX0501_004075-T1
OG0004736	XANPARI20_007198-T1	XANPAGTX0501_004074-T1
OG0004737	XANPARI20_007199-T1	XANPAGTX0501_004073-T1
OG0004738	XANPARI20_007200-T1	XANPAGTX0501_004072-T1
OG0004739	XANPARI20_007202-T1	XANPAGTX0501_004070-T1
OG0004740	XANPARI20_007203-T1	XANPAGTX0501_004069-T1
OG0004741	XANPARI20_007204-T1	XANPAGTX0501_004068-T1
OG0004742	XANPARI20_007205-T1	XANPAGTX0501_004066-T1
OG0004743	XANPARI20_007206-T1	XANPAGTX0501_004065-T1
OG0004744	XANPARI20_007207-T1	XANPAGTX0501_004064-T1
OG0004745	XANPARI20_007208-T1	XANPAGTX0501_004063-T1
OG0004746	XANPARI20_007209-T1	XANPAGTX0501_004062-T1
OG0004747	XANPARI20_007210-T1	XANPAGTX0501_004061-T1
OG0004748	XANPARI20_007215-T1	XANPAGTX0501_004056-T1
OG0004749	XANPARI20_007216-T1	XANPAGTX0501_004055-T1
OG0004750	XANPARI20_007217-T1	XANPAGTX0501_004054-T1
OG0004751	XANPARI20_007218-T1	XANPAGTX0501_004053-T1
OG0004752	XANPARI20_007219-T1	XANPAGTX0501_004052-T1
OG0004753	XANPARI20_007220-T1	XANPAGTX0501_004051-T1
OG0004754	XANPARI20_007221-T1	XANPAGTX0501_004050-T1
OG0004755	XANPARI20_007222-T1	XANPAGTX0501_004049-T1
OG0004756	XANPARI20_007223-T1	XANPAGTX0501_004048-T1
OG0004757	XANPARI20_007224-T1	XANPAGTX0501_004047-T1
OG0004758	XANPARI20_007225-T1	XANPAGTX0501_004046-T1
OG0004759	XANPARI20_007226-T1	XANPAGTX0501_004045-T1
OG0004760	XANPARI20_007228-T1	XANPAGTX0501_004043-T1
OG0004761	XANPARI20_007229-T1	XANPAGTX0501_004042-T1
OG0004762	XANPARI20_007230-T1	XANPAGTX0501_004041-T1
OG0004763	XANPARI20_007232-T1	XANPAGTX0501_004039-T1
OG0004764	XANPARI20_007233-T1	XANPAGTX0501_004035-T1
OG0004765	XANPARI20_007234-T1	XANPAGTX0501_004034-T1
OG0004766	XANPARI20_007235-T1	XANPAGTX0501_004033-T1
OG0004767	XANPARI20_007237-T1	XANPAGTX0501_004031-T1
OG0004768	XANPARI20_007238-T1	XANPAGTX0501_004030-T1
OG0004769	XANPARI20_007239-T1	XANPAGTX0501_004029-T1
OG0004770	XANPARI20_007240-T1	XANPAGTX0501_004028-T1
OG0004771	XANPARI20_007241-T1	XANPAGTX0501_004027-T1
OG0004772	XANPARI20_007242-T1	XANPAGTX0501_004026-T1
OG0004773	XANPARI20_007243-T1	XANPAGTX0501_004025-T1
OG0004774	XANPARI20_007246-T1	XANPAGTX0501_004022-T1
OG0004775	XANPARI20_007247-T1	XANPAGTX0501_004021-T1
OG0004776	XANPARI20_007248-T1	XANPAGTX0501_004020-T1
OG0004777	XANPARI20_007250-T1	XANPAGTX0501_004017-T1
OG0004778	XANPARI20_007251-T1	XANPAGTX0501_004016-T1
OG0004779	XANPARI20_007252-T1	XANPAGTX0501_004015-T1
OG0004780	XANPARI20_007253-T1	XANPAGTX0501_004014-T1
OG0004781	XANPARI20_007254-T1	XANPAGTX0501_004013-T1
OG0004782	XANPARI20_007256-T1	XANPAGTX0501_004011-T1
OG0004783	XANPARI20_007259-T1	XANPAGTX0501_004008-T1
OG0004784	XANPARI20_007260-T1	XANPAGTX0501_004007-T1
OG0004785	XANPARI20_007263-T1	XANPAGTX0501_004005-T1
OG0004786	XANPARI20_007264-T1	XANPAGTX0501_004004-T1
OG0004787	XANPARI20_007265-T1	XANPAGTX0501_004002-T1
OG0004788	XANPARI20_007266-T1	XANPAGTX0501_004001-T1
OG0004789	XANPARI20_007267-T1	XANPAGTX0501_004000-T1
OG0004790	XANPARI20_007269-T1	XANPAGTX0501_003998-T1
OG0004791	XANPARI20_007270-T1	XANPAGTX0501_003997-T1
OG0004792	XANPARI20_007271-T1	XANPAGTX0501_003995-T1
OG0004793	XANPARI20_007272-T1	XANPAGTX0501_003994-T1
OG0004794	XANPARI20_007273-T1	XANPAGTX0501_003993-T1
OG0004795	XANPARI20_007275-T1	XANPAGTX0501_003990-T1
OG0004796	XANPARI20_007277-T1	XANPAGTX0501_003988-T1
OG0004797	XANPARI20_007279-T1	XANPAGTX0501_003985-T1
OG0004798	XANPARI20_007281-T1	XANPAGTX0501_003983-T1
OG0004799	XANPARI20_007282-T1	XANPAGTX0501_003982-T1
OG0004800	XANPARI20_007283-T1	XANPAGTX0501_003981-T1
OG0004801	XANPARI20_007284-T1	XANPAGTX0501_003979-T1
OG0004802	XANPARI20_007285-T1	XANPAGTX0501_003978-T1
OG0004803	XANPARI20_007286-T1	XANPAGTX0501_003977-T1
OG0004804	XANPARI20_007287-T1	XANPAGTX0501_003976-T1
OG0004805	XANPARI20_007288-T1	XANPAGTX0501_003975-T1
OG0004806	XANPARI20_007290-T1	XANPAGTX0501_003973-T1
OG0004807	XANPARI20_007292-T1	XANPAGTX0501_003971-T1
OG0004808	XANPARI20_007293-T1	XANPAGTX0501_003970-T1
OG0004809	XANPARI20_007294-T1	XANPAGTX0501_003969-T1
OG0004810	XANPARI20_007295-T1	XANPAGTX0501_003968-T1
OG0004811	XANPARI20_007297-T1	XANPAGTX0501_003966-T1
OG0004812	XANPARI20_007298-T1	XANPAGTX0501_003965-T1
OG0004813	XANPARI20_007300-T1	XANPAGTX0501_003962-T1
OG0004814	XANPARI20_007301-T1	XANPAGTX0501_003961-T1
OG0004815	XANPARI20_007302-T1	XANPAGTX0501_003959-T1
OG0004816	XANPARI20_007303-T1	XANPAGTX0501_003957-T1
OG0004817	XANPARI20_007304-T1	XANPAGTX0501_003955-T1
OG0004818	XANPARI20_007305-T1	XANPAGTX0501_003954-T1
OG0004819	XANPARI20_007306-T1	XANPAGTX0501_003953-T1
OG0004820	XANPARI20_007307-T1	XANPAGTX0501_003952-T1
OG0004821	XANPARI20_007308-T1	XANPAGTX0501_003951-T1
OG0004822	XANPARI20_007309-T1	XANPAGTX0501_003949-T1
OG0004823	XANPARI20_007310-T1	XANPAGTX0501_003948-T1
OG0004824	XANPARI20_007311-T1	XANPAGTX0501_003947-T1
OG0004825	XANPARI20_007312-T1	XANPAGTX0501_003945-T1
OG0004826	XANPARI20_007313-T1	XANPAGTX0501_003944-T1
OG0004827	XANPARI20_007314-T1	XANPAGTX0501_003943-T1
OG0004828	XANPARI20_007315-T1	XANPAGTX0501_003942-T1
OG0004829	XANPARI20_007316-T1	XANPAGTX0501_003941-T1
OG0004830	XANPARI20_007317-T1	XANPAGTX0501_003940-T1
OG0004831	XANPARI20_007319-T1	XANPAGTX0501_003937-T1
OG0004832	XANPARI20_007321-T1	XANPAGTX0501_003934-T1
OG0004833	XANPARI20_007322-T1	XANPAGTX0501_003933-T1
OG0004834	XANPARI20_007323-T1	XANPAGTX0501_003932-T1
OG0004835	XANPARI20_007324-T1	XANPAGTX0501_003931-T1
OG0004836	XANPARI20_007325-T1	XANPAGTX0501_003930-T1
OG0004838	XANPARI20_005042-T1	XANPAGTX0501_003915-T1
OG0004853	XANPARI20_005774-T1	XANPAGTX0501_005615-T1
OG0004854	XANPARI20_005776-T1	XANPAGTX0501_005612-T1
OG0004855	XANPARI20_005778-T1	XANPAGTX0501_005610-T1
OG0004856	XANPARI20_005786-T1	XANPAGTX0501_005602-T1
OG0004857	XANPARI20_005789-T1	XANPAGTX0501_005599-T1
OG0004858	XANPARI20_005791-T1	XANPAGTX0501_005597-T1
OG0004859	XANPARI20_005792-T1	XANPAGTX0501_005596-T1
OG0004860	XANPARI20_005793-T1	XANPAGTX0501_005595-T1
OG0004861	XANPARI20_005795-T1	XANPAGTX0501_005592-T1
OG0004862	XANPARI20_005796-T1	XANPAGTX0501_005591-T1
OG0004863	XANPARI20_005797-T1	XANPAGTX0501_005589-T1
OG0004864	XANPARI20_005799-T1	XANPAGTX0501_005587-T1
OG0004865	XANPARI20_005802-T1	XANPAGTX0501_005582-T1
OG0004866	XANPARI20_005803-T1	XANPAGTX0501_005580-T1
OG0004867	XANPARI20_005804-T1	XANPAGTX0501_005578-T1
OG0004868	XANPARI20_005805-T1	XANPAGTX0501_005577-T1
OG0004869	XANPARI20_005806-T1	XANPAGTX0501_005576-T1
OG0004870	XANPARI20_005808-T1	XANPAGTX0501_005575-T1
OG0004871	XANPARI20_005809-T1	XANPAGTX0501_005574-T1
OG0004872	XANPARI20_005812-T1	XANPAGTX0501_005570-T1
OG0004873	XANPARI20_005814-T1	XANPAGTX0501_005565-T1
OG0004874	XANPARI20_005815-T1	XANPAGTX0501_005564-T1
OG0004875	XANPARI20_005816-T1	XANPAGTX0501_005563-T1
OG0004876	XANPARI20_005818-T1	XANPAGTX0501_005561-T1
OG0004877	XANPARI20_005819-T1	XANPAGTX0501_005560-T1
OG0004878	XANPARI20_005820-T1	XANPAGTX0501_005559-T1
OG0004879	XANPARI20_005821-T1	XANPAGTX0501_005557-T1
OG0004880	XANPARI20_005822-T1	XANPAGTX0501_005556-T1
OG0004881	XANPARI20_005823-T1	XANPAGTX0501_005555-T1
OG0004882	XANPARI20_005824-T1	XANPAGTX0501_005554-T1
OG0004883	XANPARI20_005825-T1	XANPAGTX0501_005553-T1
OG0004884	XANPARI20_005826-T1	XANPAGTX0501_005552-T1
OG0004885	XANPARI20_005827-T1	XANPAGTX0501_005551-T1
OG0004886	XANPARI20_005828-T1	XANPAGTX0501_005550-T1
OG0004888	XANPARI20_005830-T1	XANPAGTX0501_005546-T1
OG0004889	XANPARI20_005831-T1	XANPAGTX0501_005545-T1
OG0004890	XANPARI20_005833-T1	XANPAGTX0501_005543-T1
OG0004891	XANPARI20_005835-T1	XANPAGTX0501_005542-T1
OG0004892	XANPARI20_005836-T1	XANPAGTX0501_005541-T1
OG0004893	XANPARI20_005837-T1	XANPAGTX0501_005540-T1
OG0004894	XANPARI20_005838-T1	XANPAGTX0501_005539-T1
OG0004895	XANPARI20_005839-T1	XANPAGTX0501_005538-T1
OG0004896	XANPARI20_005841-T1	XANPAGTX0501_005536-T1
OG0004897	XANPARI20_005842-T1	XANPAGTX0501_005535-T1
OG0004898	XANPARI20_005845-T1	XANPAGTX0501_005529-T1
OG0004899	XANPARI20_005846-T1	XANPAGTX0501_005528-T1
OG0004900	XANPARI20_005847-T1	XANPAGTX0501_005527-T1
OG0004901	XANPARI20_005848-T1	XANPAGTX0501_005526-T1
OG0004902	XANPARI20_005849-T1	XANPAGTX0501_005525-T1
OG0004903	XANPARI20_005851-T1	XANPAGTX0501_005523-T1
OG0004904	XANPARI20_005852-T1	XANPAGTX0501_005522-T1
OG0004905	XANPARI20_005853-T1	XANPAGTX0501_005521-T1
OG0004906	XANPARI20_005854-T1	XANPAGTX0501_005520-T1
OG0004907	XANPARI20_005855-T1	XANPAGTX0501_005517-T1
OG0004908	XANPARI20_005856-T1	XANPAGTX0501_005516-T1
OG0004909	XANPARI20_005857-T1	XANPAGTX0501_005515-T1
OG0004910	XANPARI20_005858-T1	XANPAGTX0501_005514-T1
OG0004911	XANPARI20_005859-T1	XANPAGTX0501_005513-T1
OG0004912	XANPARI20_005860-T1	XANPAGTX0501_005512-T1
OG0004913	XANPARI20_005861-T1	XANPAGTX0501_005511-T1
OG0004914	XANPARI20_005862-T1	XANPAGTX0501_005510-T1
OG0004915	XANPARI20_005863-T1	XANPAGTX0501_005509-T1
OG0004916	XANPARI20_005865-T1	XANPAGTX0501_005507-T1
OG0004917	XANPARI20_005866-T1	XANPAGTX0501_005505-T1
OG0004918	XANPARI20_005867-T1	XANPAGTX0501_005503-T1
OG0004919	XANPARI20_005868-T1	XANPAGTX0501_005502-T1
OG0004920	XANPARI20_005869-T1	XANPAGTX0501_005501-T1
OG0004921	XANPARI20_005870-T1	XANPAGTX0501_005500-T1
OG0004922	XANPARI20_005871-T1	XANPAGTX0501_005499-T1
OG0004923	XANPARI20_005874-T1	XANPAGTX0501_005493-T1
OG0004924	XANPARI20_005875-T1	XANPAGTX0501_005492-T1
OG0004925	XANPARI20_005878-T1	XANPAGTX0501_005489-T1
OG0004926	XANPARI20_005879-T1	XANPAGTX0501_005486-T1
OG0004927	XANPARI20_005880-T1	XANPAGTX0501_005485-T1
OG0004928	XANPARI20_005882-T1	XANPAGTX0501_005483-T1
OG0004929	XANPARI20_005883-T1	XANPAGTX0501_005482-T1
OG0004930	XANPARI20_005885-T1	XANPAGTX0501_005480-T1
OG0004931	XANPARI20_005886-T1	XANPAGTX0501_005479-T1
OG0004932	XANPARI20_005888-T1	XANPAGTX0501_005477-T1
OG0004933	XANPARI20_005889-T1	XANPAGTX0501_005476-T1
OG0004934	XANPARI20_005890-T1	XANPAGTX0501_005475-T1
OG0004935	XANPARI20_005891-T1	XANPAGTX0501_005474-T1
OG0004936	XANPARI20_005892-T1	XANPAGTX0501_005473-T1
OG0004937	XANPARI20_005893-T1	XANPAGTX0501_005472-T1
OG0004938	XANPARI20_005894-T1	XANPAGTX0501_005470-T1
OG0004939	XANPARI20_005895-T1	XANPAGTX0501_005469-T1
OG0004940	XANPARI20_005896-T1	XANPAGTX0501_005468-T1
OG0004941	XANPARI20_005897-T1	XANPAGTX0501_005467-T1
OG0004942	XANPARI20_005898-T1	XANPAGTX0501_005466-T1
OG0004943	XANPARI20_005899-T1	XANPAGTX0501_005465-T1
OG0004944	XANPARI20_005900-T1	XANPAGTX0501_005464-T1
OG0004945	XANPARI20_005901-T1	XANPAGTX0501_005463-T1
OG0004946	XANPARI20_005904-T1	XANPAGTX0501_005460-T1
OG0004947	XANPARI20_005905-T1	XANPAGTX0501_005458-T1
OG0004948	XANPARI20_005907-T1	XANPAGTX0501_005456-T1
OG0004949	XANPARI20_005908-T1	XANPAGTX0501_005455-T1
OG0004950	XANPARI20_005909-T1	XANPAGTX0501_005454-T1
OG0004951	XANPARI20_005910-T1	XANPAGTX0501_005453-T1
OG0004952	XANPARI20_005911-T1	XANPAGTX0501_005451-T1
OG0004953	XANPARI20_005912-T1	XANPAGTX0501_005450-T1
OG0004954	XANPARI20_005913-T1	XANPAGTX0501_005449-T1
OG0004955	XANPARI20_005914-T1	XANPAGTX0501_005448-T1
OG0004956	XANPARI20_005915-T1	XANPAGTX0501_005447-T1
OG0004957	XANPARI20_005916-T1	XANPAGTX0501_005446-T1
OG0004958	XANPARI20_005918-T1	XANPAGTX0501_005444-T1
OG0004959	XANPARI20_005919-T1	XANPAGTX0501_005443-T1
OG0004960	XANPARI20_005920-T1	XANPAGTX0501_005442-T1
OG0004961	XANPARI20_005924-T1	XANPAGTX0501_005438-T1
OG0004962	XANPARI20_005925-T1	XANPAGTX0501_005437-T1
OG0004963	XANPARI20_005926-T1	XANPAGTX0501_005436-T1
OG0004964	XANPARI20_005927-T1	XANPAGTX0501_005435-T1
OG0004965	XANPARI20_005928-T1	XANPAGTX0501_005434-T1
OG0004966	XANPARI20_005931-T1	XANPAGTX0501_005431-T1
OG0004967	XANPARI20_005932-T1	XANPAGTX0501_005429-T1
OG0004968	XANPARI20_005933-T1	XANPAGTX0501_005426-T1
OG0004969	XANPARI20_005934-T1	XANPAGTX0501_005425-T1
OG0004970	XANPARI20_005935-T1	XANPAGTX0501_005424-T1
OG0004971	XANPARI20_005936-T1	XANPAGTX0501_005422-T1
OG0004972	XANPARI20_005937-T1	XANPAGTX0501_005420-T1
OG0004973	XANPARI20_005939-T1	XANPAGTX0501_005418-T1
OG0004974	XANPARI20_005940-T1	XANPAGTX0501_005417-T1
OG0004975	XANPARI20_005941-T1	XANPAGTX0501_005416-T1
OG0004976	XANPARI20_005943-T1	XANPAGTX0501_005413-T1
OG0004977	XANPARI20_005945-T1	XANPAGTX0501_005409-T1
OG0004978	XANPARI20_005948-T1	XANPAGTX0501_005407-T1
OG0004979	XANPARI20_005949-T1	XANPAGTX0501_005406-T1
OG0004980	XANPARI20_005950-T1	XANPAGTX0501_005404-T1
OG0004981	XANPARI20_005952-T1	XANPAGTX0501_005402-T1
OG0004982	XANPARI20_005953-T1	XANPAGTX0501_005401-T1
OG0004983	XANPARI20_005959-T1	XANPAGTX0501_005390-T1
OG0004984	XANPARI20_005960-T1	XANPAGTX0501_005389-T1
OG0004985	XANPARI20_005964-T1	XANPAGTX0501_005384-T1
OG0004987	XANPARI20_005967-T1	XANPAGTX0501_005381-T1
OG0004988	XANPARI20_005969-T1	XANPAGTX0501_005378-T1
OG0004989	XANPARI20_005971-T1	XANPAGTX0501_005376-T1
OG0004990	XANPARI20_005972-T1	XANPAGTX0501_005375-T1
OG0004991	XANPARI20_005973-T1	XANPAGTX0501_005374-T1
OG0004992	XANPARI20_005974-T1	XANPAGTX0501_005373-T1
OG0004993	XANPARI20_005975-T1	XANPAGTX0501_005372-T1
OG0004994	XANPARI20_005977-T1	XANPAGTX0501_005370-T1
OG0004995	XANPARI20_005978-T1	XANPAGTX0501_005369-T1
OG0004996	XANPARI20_005980-T1	XANPAGTX0501_005367-T1
OG0004997	XANPARI20_005981-T1	XANPAGTX0501_005366-T1
OG0004998	XANPARI20_005982-T1	XANPAGTX0501_005365-T1
OG0004999	XANPARI20_005983-T1	XANPAGTX0501_005363-T1
OG0005000	XANPARI20_005985-T1	XANPAGTX0501_005362-T1
OG0005001	XANPARI20_005988-T1	XANPAGTX0501_005359-T1
OG0005002	XANPARI20_005989-T1	XANPAGTX0501_005358-T1
OG0005003	XANPARI20_005990-T1	XANPAGTX0501_005357-T1
OG0005004	XANPARI20_005991-T1	XANPAGTX0501_005356-T1
OG0005005	XANPARI20_005993-T1	XANPAGTX0501_005354-T1
OG0005006	XANPARI20_005994-T1	XANPAGTX0501_005353-T1
OG0005007	XANPARI20_005995-T1	XANPAGTX0501_005352-T1
OG0005008	XANPARI20_005996-T1	XANPAGTX0501_005351-T1
OG0005009	XANPARI20_005997-T1	XANPAGTX0501_005350-T1
OG0005011	XANPARI20_005999-T1	XANPAGTX0501_005345-T1
OG0005012	XANPARI20_006000-T1	XANPAGTX0501_005344-T1
OG0005013	XANPARI20_006002-T1	XANPAGTX0501_005340-T1
OG0005014	XANPARI20_006003-T1	XANPAGTX0501_005339-T1
OG0005015	XANPARI20_006004-T1	XANPAGTX0501_005338-T1
OG0005016	XANPARI20_006007-T1	XANPAGTX0501_005334-T1
OG0005017	XANPARI20_006008-T1	XANPAGTX0501_005333-T1
OG0005018	XANPARI20_006009-T1	XANPAGTX0501_005332-T1
OG0005019	XANPARI20_006010-T1	XANPAGTX0501_005331-T1
OG0005020	XANPARI20_006012-T1	XANPAGTX0501_005327-T1
OG0005021	XANPARI20_006013-T1	XANPAGTX0501_005326-T1
OG0005022	XANPARI20_006015-T1	XANPAGTX0501_005324-T1
OG0005023	XANPARI20_006016-T1	XANPAGTX0501_005323-T1
OG0005024	XANPARI20_006017-T1	XANPAGTX0501_005322-T1
OG0005025	XANPARI20_006018-T1	XANPAGTX0501_005321-T1
OG0005026	XANPARI20_006019-T1	XANPAGTX0501_005320-T1
OG0005027	XANPARI20_006020-T1	XANPAGTX0501_005319-T1
OG0005028	XANPARI20_006021-T1	XANPAGTX0501_005317-T1
OG0005029	XANPARI20_006022-T1	XANPAGTX0501_005315-T1
OG0005030	XANPARI20_006023-T1	XANPAGTX0501_005314-T1
OG0005031	XANPARI20_006025-T1	XANPAGTX0501_005313-T1
OG0005032	XANPARI20_006026-T1	XANPAGTX0501_005310-T1
OG0005033	XANPARI20_006028-T1	XANPAGTX0501_005308-T1
OG0005034	XANPARI20_006029-T1	XANPAGTX0501_005307-T1
OG0005035	XANPARI20_006030-T1	XANPAGTX0501_005306-T1
OG0005036	XANPARI20_006036-T1	XANPAGTX0501_005298-T1
OG0005037	XANPARI20_006037-T1	XANPAGTX0501_005296-T1
OG0005038	XANPARI20_006039-T1	XANPAGTX0501_005293-T1
OG0005039	XANPARI20_006040-T1	XANPAGTX0501_005292-T1
OG0005040	XANPARI20_006041-T1	XANPAGTX0501_005291-T1
OG0005041	XANPARI20_006042-T1	XANPAGTX0501_005290-T1
OG0005042	XANPARI20_006044-T1	XANPAGTX0501_005288-T1
OG0005043	XANPARI20_006045-T1	XANPAGTX0501_005287-T1
OG0005044	XANPARI20_006046-T1	XANPAGTX0501_005284-T1
OG0005045	XANPARI20_006047-T1	XANPAGTX0501_005283-T1
OG0005046	XANPARI20_006048-T1	XANPAGTX0501_005282-T1
OG0005047	XANPARI20_006049-T1	XANPAGTX0501_005281-T1
OG0005048	XANPARI20_006050-T1	XANPAGTX0501_005280-T1
OG0005049	XANPARI20_006051-T1	XANPAGTX0501_005279-T1
OG0005050	XANPARI20_006052-T1	XANPAGTX0501_005278-T1
OG0005051	XANPARI20_006053-T1	XANPAGTX0501_005277-T1
OG0005052	XANPARI20_006054-T1	XANPAGTX0501_005276-T1
OG0005053	XANPARI20_006055-T1	XANPAGTX0501_005275-T1
OG0005054	XANPARI20_006056-T1	XANPAGTX0501_005274-T1
OG0005055	XANPARI20_006058-T1	XANPAGTX0501_005272-T1
OG0005056	XANPARI20_006059-T1	XANPAGTX0501_005270-T1
OG0005057	XANPARI20_006060-T1	XANPAGTX0501_005269-T1
OG0005058	XANPARI20_006061-T1	XANPAGTX0501_005268-T1
OG0005059	XANPARI20_006085-T1, XANPARI20_006067-T1	XANPAGTX0501_005260-T1
OG0005061	XANPARI20_006102-T1	XANPAGTX0501_005242-T1
OG0005062	XANPARI20_006103-T1	XANPAGTX0501_005241-T1
OG0005063	XANPARI20_006104-T1	XANPAGTX0501_005240-T1
OG0005064	XANPARI20_006105-T1	XANPAGTX0501_005239-T1
OG0005065	XANPARI20_006106-T1	XANPAGTX0501_005238-T1
OG0005066	XANPARI20_006107-T1	XANPAGTX0501_005237-T1
OG0005067	XANPARI20_006108-T1	XANPAGTX0501_005236-T1
OG0005068	XANPARI20_006109-T1	XANPAGTX0501_005235-T1
OG0005069	XANPARI20_006111-T1	XANPAGTX0501_005231-T1
OG0005070	XANPARI20_006112-T1	XANPAGTX0501_005229-T1
OG0005071	XANPARI20_006113-T1	XANPAGTX0501_005228-T1
OG0005072	XANPARI20_006115-T1	XANPAGTX0501_005226-T1
OG0005073	XANPARI20_006116-T1	XANPAGTX0501_005225-T1
OG0005074	XANPARI20_006117-T1	XANPAGTX0501_005224-T1
OG0005075	XANPARI20_006118-T1	XANPAGTX0501_005223-T1
OG0005076	XANPARI20_006119-T1	XANPAGTX0501_005222-T1
OG0005077	XANPARI20_006122-T1	XANPAGTX0501_005218-T1
OG0005078	XANPARI20_006123-T1	XANPAGTX0501_005216-T1
OG0005079	XANPARI20_006124-T1	XANPAGTX0501_005215-T1
OG0005080	XANPARI20_006125-T1	XANPAGTX0501_005214-T1
OG0005081	XANPARI20_006127-T1	XANPAGTX0501_005212-T1
OG0005082	XANPARI20_006128-T1	XANPAGTX0501_005211-T1
OG0005083	XANPARI20_006129-T1	XANPAGTX0501_005210-T1
