Orthogroup	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA115359166
OG0003307	XANPAGTX0501_000336-T1	XANPARI20_006422-T1
OG0003308	XANPAGTX0501_000335-T1	XANPARI20_006423-T1
OG0003309	XANPAGTX0501_000333-T1	XANPARI20_006425-T1
OG0003310	XANPAGTX0501_000330-T1	XANPARI20_006427-T1
OG0003311	XANPAGTX0501_000329-T1	XANPARI20_006428-T1
OG0003312	XANPAGTX0501_000328-T1	XANPARI20_006429-T1
OG0003313	XANPAGTX0501_000327-T1	XANPARI20_006430-T1
OG0003314	XANPAGTX0501_000326-T1	XANPARI20_006431-T1
OG0003315	XANPAGTX0501_000325-T1	XANPARI20_006432-T1
OG0003316	XANPAGTX0501_000324-T1	XANPARI20_006433-T1
OG0003317	XANPAGTX0501_000322-T1	XANPARI20_006435-T1
OG0003318	XANPAGTX0501_000321-T1	XANPARI20_006436-T1
OG0003319	XANPAGTX0501_000320-T1	XANPARI20_006437-T1
OG0003320	XANPAGTX0501_000319-T1	XANPARI20_006439-T1
OG0003321	XANPAGTX0501_000317-T1	XANPARI20_006441-T1
OG0003322	XANPAGTX0501_000316-T1	XANPARI20_006442-T1
OG0003323	XANPAGTX0501_000314-T1	XANPARI20_006444-T1
OG0003324	XANPAGTX0501_000311-T1	XANPARI20_006447-T1
OG0003325	XANPAGTX0501_000310-T1	XANPARI20_006448-T1
OG0003326	XANPAGTX0501_000307-T1	XANPARI20_006450-T1
OG0003327	XANPAGTX0501_000306-T1	XANPARI20_006451-T1
OG0003328	XANPAGTX0501_000305-T1	XANPARI20_006452-T1
OG0003329	XANPAGTX0501_000303-T1	XANPARI20_006454-T1
OG0003330	XANPAGTX0501_000302-T1	XANPARI20_006455-T1
OG0003331	XANPAGTX0501_000300-T1	XANPARI20_006457-T1
OG0003332	XANPAGTX0501_000299-T1	XANPARI20_006458-T1
OG0003333	XANPAGTX0501_000298-T1	XANPARI20_006459-T1
OG0003334	XANPAGTX0501_000297-T1	XANPARI20_006460-T1
OG0003335	XANPAGTX0501_000295-T1	XANPARI20_006462-T1
OG0003336	XANPAGTX0501_000292-T1	XANPARI20_006463-T1
OG0003337	XANPAGTX0501_000290-T1	XANPARI20_006465-T1
OG0003338	XANPAGTX0501_000289-T1	XANPARI20_006466-T1
OG0003339	XANPAGTX0501_000288-T1	XANPARI20_006468-T1
OG0003340	XANPAGTX0501_000287-T1	XANPARI20_006469-T1
OG0003341	XANPAGTX0501_000286-T1	XANPARI20_006470-T1
OG0003342	XANPAGTX0501_000285-T1	XANPARI20_006471-T1
OG0003343	XANPAGTX0501_000283-T1	XANPARI20_006473-T1
OG0003344	XANPAGTX0501_000282-T1	XANPARI20_006474-T1
OG0003345	XANPAGTX0501_000280-T1	XANPARI20_006476-T1
OG0003346	XANPAGTX0501_000278-T1	XANPARI20_006477-T1
OG0003347	XANPAGTX0501_000276-T1	XANPARI20_006478-T1
OG0003348	XANPAGTX0501_000275-T1	XANPARI20_006479-T1
OG0003349	XANPAGTX0501_000274-T1	XANPARI20_006480-T1
OG0003350	XANPAGTX0501_000273-T1	XANPARI20_006481-T1
OG0003351	XANPAGTX0501_000272-T1	XANPARI20_006482-T1
OG0003352	XANPAGTX0501_000271-T1	XANPARI20_006483-T1
OG0003353	XANPAGTX0501_000270-T1	XANPARI20_006484-T1
OG0003354	XANPAGTX0501_000268-T1	XANPARI20_006485-T1
OG0003355	XANPAGTX0501_000267-T1	XANPARI20_006486-T1
OG0003356	XANPAGTX0501_000266-T1	XANPARI20_006487-T1
OG0003357	XANPAGTX0501_000265-T1	XANPARI20_006488-T1
OG0003358	XANPAGTX0501_000264-T1	XANPARI20_006489-T1
OG0003359	XANPAGTX0501_000262-T1	XANPARI20_006491-T1
OG0003360	XANPAGTX0501_000256-T1	XANPARI20_006500-T1
OG0003361	XANPAGTX0501_000255-T1	XANPARI20_006501-T1
OG0003362	XANPAGTX0501_000254-T1	XANPARI20_006502-T1
OG0003363	XANPAGTX0501_000253-T1	XANPARI20_006503-T1
OG0003364	XANPAGTX0501_000252-T1	XANPARI20_006504-T1
OG0003365	XANPAGTX0501_000251-T1	XANPARI20_006505-T1
OG0003366	XANPAGTX0501_000250-T1	XANPARI20_006506-T1
OG0003367	XANPAGTX0501_000247-T1	XANPARI20_006508-T1
OG0003368	XANPAGTX0501_000246-T1	XANPARI20_006509-T1
OG0003369	XANPAGTX0501_000245-T1	XANPARI20_006510-T1
OG0003370	XANPAGTX0501_000244-T1	XANPARI20_006511-T1
OG0003371	XANPAGTX0501_000241-T1	XANPARI20_006513-T1
OG0003372	XANPAGTX0501_000240-T1	XANPARI20_006514-T1
OG0003373	XANPAGTX0501_000239-T1	XANPARI20_006515-T1
OG0003374	XANPAGTX0501_000237-T1	XANPARI20_006516-T1
OG0003375	XANPAGTX0501_000236-T1	XANPARI20_006517-T1
OG0003376	XANPAGTX0501_000234-T1	XANPARI20_006519-T1
OG0003377	XANPAGTX0501_000232-T1	XANPARI20_006520-T1
OG0003378	XANPAGTX0501_000231-T1	XANPARI20_006521-T1
OG0003379	XANPAGTX0501_000230-T1	XANPARI20_006522-T1
OG0003380	XANPAGTX0501_000228-T1	XANPARI20_006523-T1
OG0003381	XANPAGTX0501_000227-T1	XANPARI20_006524-T1
OG0003382	XANPAGTX0501_000226-T1	XANPARI20_006525-T1
OG0003383	XANPAGTX0501_000224-T1	XANPARI20_006527-T1
OG0003384	XANPAGTX0501_000223-T1	XANPARI20_006528-T1
OG0003385	XANPAGTX0501_000222-T1	XANPARI20_006529-T1
OG0003386	XANPAGTX0501_000221-T1	XANPARI20_006530-T1
OG0003387	XANPAGTX0501_000220-T1	XANPARI20_006531-T1
OG0003388	XANPAGTX0501_000219-T1	XANPARI20_006532-T1
OG0003389	XANPAGTX0501_000216-T1	XANPARI20_006534-T1
OG0003390	XANPAGTX0501_000215-T1	XANPARI20_006535-T1
OG0003391	XANPAGTX0501_000214-T1	XANPARI20_006536-T1
OG0003392	XANPAGTX0501_000212-T1	XANPARI20_006538-T1
OG0003393	XANPAGTX0501_000208-T1	XANPARI20_006540-T1
OG0003394	XANPAGTX0501_000207-T1	XANPARI20_006541-T1
OG0003395	XANPAGTX0501_000206-T1	XANPARI20_006543-T1
OG0003396	XANPAGTX0501_000205-T1	XANPARI20_006544-T1
OG0003397	XANPAGTX0501_000204-T1	XANPARI20_006545-T1
OG0003398	XANPAGTX0501_000202-T1	XANPARI20_006547-T1
OG0003399	XANPAGTX0501_000200-T1	XANPARI20_006549-T1
OG0003400	XANPAGTX0501_000199-T1	XANPARI20_006550-T1
OG0003401	XANPAGTX0501_000198-T1	XANPARI20_006551-T1
OG0003402	XANPAGTX0501_000197-T1	XANPARI20_006552-T1
OG0003403	XANPAGTX0501_000195-T1	XANPARI20_006554-T1
OG0003404	XANPAGTX0501_000194-T1	XANPARI20_006555-T1
OG0003405	XANPAGTX0501_000192-T1	XANPARI20_006556-T1
OG0003406	XANPAGTX0501_000188-T1	XANPARI20_006559-T1
OG0003407	XANPAGTX0501_000187-T1	XANPARI20_006560-T1
OG0003408	XANPAGTX0501_000186-T1	XANPARI20_006561-T1
OG0003409	XANPAGTX0501_000185-T1	XANPARI20_006562-T1
OG0003410	XANPAGTX0501_000183-T1	XANPARI20_006563-T1
OG0003411	XANPAGTX0501_000182-T1	XANPARI20_006564-T1
OG0003412	XANPAGTX0501_000181-T1	XANPARI20_006565-T1
OG0003413	XANPAGTX0501_000180-T1	XANPARI20_006566-T1
OG0003414	XANPAGTX0501_000179-T1	XANPARI20_006567-T1
OG0003415	XANPAGTX0501_000178-T1	XANPARI20_006568-T1
OG0003416	XANPAGTX0501_000173-T1	XANPARI20_006570-T1
OG0003417	XANPAGTX0501_000172-T1	XANPARI20_006571-T1
OG0003418	XANPAGTX0501_000171-T1	XANPARI20_006572-T1
OG0003419	XANPAGTX0501_000170-T1	XANPARI20_006573-T1
OG0003420	XANPAGTX0501_000168-T1	XANPARI20_006574-T1
OG0003421	XANPAGTX0501_000166-T1	XANPARI20_006575-T1
OG0003422	XANPAGTX0501_000164-T1	XANPARI20_006577-T1
OG0003423	XANPAGTX0501_000163-T1	XANPARI20_006578-T1
OG0003424	XANPAGTX0501_000161-T1	XANPARI20_006580-T1
OG0003425	XANPAGTX0501_000160-T1	XANPARI20_006581-T1
OG0003426	XANPAGTX0501_000159-T1	XANPARI20_006582-T1
OG0003427	XANPAGTX0501_000158-T1	XANPARI20_006583-T1
OG0003428	XANPAGTX0501_000157-T1	XANPARI20_006584-T1
OG0003429	XANPAGTX0501_000156-T1	XANPARI20_006585-T1
OG0003430	XANPAGTX0501_000154-T1	XANPARI20_006586-T1
OG0003431	XANPAGTX0501_000152-T1	XANPARI20_006588-T1
OG0003432	XANPAGTX0501_000151-T1	XANPARI20_006589-T1
OG0003433	XANPAGTX0501_000150-T1	XANPARI20_006590-T1
OG0003434	XANPAGTX0501_000149-T1	XANPARI20_006591-T1
OG0003435	XANPAGTX0501_000148-T1	XANPARI20_006592-T1
OG0003436	XANPAGTX0501_000146-T1	XANPARI20_006594-T1
OG0003437	XANPAGTX0501_000145-T1	XANPARI20_006595-T1
OG0003438	XANPAGTX0501_000144-T1	XANPARI20_006596-T1
OG0003439	XANPAGTX0501_000140-T1	XANPARI20_006599-T1
OG0003440	XANPAGTX0501_000139-T1	XANPARI20_006600-T1
OG0003441	XANPAGTX0501_000138-T1	XANPARI20_006601-T1
OG0003442	XANPAGTX0501_000136-T1	XANPARI20_006603-T1
OG0003443	XANPAGTX0501_000135-T1	XANPARI20_006604-T1
OG0003444	XANPAGTX0501_000134-T1	XANPARI20_006605-T1
OG0003445	XANPAGTX0501_000133-T1	XANPARI20_006606-T1
OG0003446	XANPAGTX0501_000127-T1	XANPARI20_006610-T1
OG0003447	XANPAGTX0501_000126-T1	XANPARI20_006611-T1
OG0003448	XANPAGTX0501_000125-T1	XANPARI20_006612-T1
OG0003449	XANPAGTX0501_000123-T1	XANPARI20_006613-T1
OG0003450	XANPAGTX0501_000121-T1	XANPARI20_006615-T1
OG0003451	XANPAGTX0501_000120-T1	XANPARI20_006616-T1
OG0003452	XANPAGTX0501_000119-T1	XANPARI20_006617-T1
OG0003453	XANPAGTX0501_000118-T1	XANPARI20_006618-T1
OG0003454	XANPAGTX0501_000117-T1	XANPARI20_006619-T1
OG0003455	XANPAGTX0501_000116-T1	XANPARI20_006620-T1
OG0003456	XANPAGTX0501_000115-T1	XANPARI20_006621-T1
OG0003457	XANPAGTX0501_000114-T1	XANPARI20_006622-T1
OG0003458	XANPAGTX0501_000113-T1	XANPARI20_006623-T1
OG0003459	XANPAGTX0501_000112-T1	XANPARI20_006624-T1
OG0003460	XANPAGTX0501_000110-T1	XANPARI20_006625-T1
OG0003461	XANPAGTX0501_000108-T1	XANPARI20_006627-T1
OG0003462	XANPAGTX0501_000107-T1	XANPARI20_006628-T1
OG0003463	XANPAGTX0501_000106-T1	XANPARI20_006629-T1
OG0003464	XANPAGTX0501_000105-T1	XANPARI20_006630-T1
OG0003465	XANPAGTX0501_000104-T1	XANPARI20_006631-T1
OG0003466	XANPAGTX0501_000103-T1	XANPARI20_006632-T1
OG0003467	XANPAGTX0501_000101-T1	XANPARI20_006634-T1
OG0003468	XANPAGTX0501_000100-T1	XANPARI20_006635-T1
OG0003469	XANPAGTX0501_000099-T1	XANPARI20_006636-T1
OG0003470	XANPAGTX0501_000097-T1	XANPARI20_006638-T1
OG0003471	XANPAGTX0501_000096-T1	XANPARI20_006639-T1
OG0003472	XANPAGTX0501_000092-T1	XANPARI20_006642-T1
OG0003473	XANPAGTX0501_000090-T1	XANPARI20_006643-T1
OG0003474	XANPAGTX0501_000089-T1	XANPARI20_006644-T1
OG0003475	XANPAGTX0501_000088-T1	XANPARI20_006645-T1
OG0003476	XANPAGTX0501_000086-T1	XANPARI20_006647-T1
OG0003477	XANPAGTX0501_000085-T1	XANPARI20_006648-T1
OG0003478	XANPAGTX0501_000084-T1	XANPARI20_006649-T1
OG0003479	XANPAGTX0501_000083-T1	XANPARI20_006650-T1
OG0003480	XANPAGTX0501_000082-T1	XANPARI20_006651-T1
OG0003481	XANPAGTX0501_000081-T1	XANPARI20_006652-T1
OG0003482	XANPAGTX0501_000080-T1	XANPARI20_006653-T1
OG0003483	XANPAGTX0501_000079-T1	XANPARI20_006654-T1
OG0003484	XANPAGTX0501_000078-T1	XANPARI20_006655-T1
OG0003485	XANPAGTX0501_000077-T1	XANPARI20_006656-T1
OG0003486	XANPAGTX0501_000076-T1	XANPARI20_006657-T1
OG0003487	XANPAGTX0501_000074-T1	XANPARI20_006659-T1
OG0003488	XANPAGTX0501_000072-T1	XANPARI20_006660-T1
OG0003489	XANPAGTX0501_000071-T1	XANPARI20_006661-T1
OG0003490	XANPAGTX0501_000070-T1	XANPARI20_006662-T1
OG0003491	XANPAGTX0501_000066-T1	XANPARI20_006665-T1
OG0003492	XANPAGTX0501_000065-T1	XANPARI20_006666-T1
OG0003493	XANPAGTX0501_000064-T1	XANPARI20_006667-T1
OG0003494	XANPAGTX0501_000063-T1	XANPARI20_006668-T1
OG0003495	XANPAGTX0501_000062-T1	XANPARI20_006669-T1
OG0003496	XANPAGTX0501_000061-T1	XANPARI20_006670-T1
OG0003497	XANPAGTX0501_000060-T1	XANPARI20_006671-T1
OG0003498	XANPAGTX0501_000059-T1	XANPARI20_006672-T1
OG0003499	XANPAGTX0501_000058-T1	XANPARI20_006673-T1
OG0003500	XANPAGTX0501_000057-T1	XANPARI20_006674-T1
OG0003501	XANPAGTX0501_000056-T1	XANPARI20_006675-T1
OG0003502	XANPAGTX0501_000055-T1	XANPARI20_006676-T1
OG0003503	XANPAGTX0501_000054-T1	XANPARI20_006677-T1
OG0003504	XANPAGTX0501_000046-T1	XANPARI20_006682-T1
OG0003505	XANPAGTX0501_000045-T1	XANPARI20_006683-T1
OG0003506	XANPAGTX0501_000041-T1	XANPARI20_006685-T1
OG0003507	XANPAGTX0501_000040-T1	XANPARI20_006686-T1
OG0003508	XANPAGTX0501_009926-T1	XANPARI20_006738-T1
OG0003510	XANPAGTX0501_009914-T1	XANPARI20_006794-T1, XANPARI20_006745-T1
OG0003512	XANPAGTX0501_009901-T1	XANPARI20_006783-T1, XANPARI20_006756-T1
OG0003513	XANPAGTX0501_002441-T1	XANPARI20_000722-T1
OG0003514	XANPAGTX0501_002439-T1	XANPARI20_000721-T1
OG0003515	XANPAGTX0501_002438-T1	XANPARI20_000720-T1
OG0003516	XANPAGTX0501_002435-T1	XANPARI20_000718-T1
OG0003517	XANPAGTX0501_002428-T1	XANPARI20_000712-T1
OG0003518	XANPAGTX0501_002427-T1	XANPARI20_000711-T1
OG0003519	XANPAGTX0501_002426-T1	XANPARI20_000710-T1
OG0003520	XANPAGTX0501_002419-T1	XANPARI20_000704-T1
OG0003521	XANPAGTX0501_002414-T1	XANPARI20_000700-T1
OG0003522	XANPAGTX0501_002413-T1	XANPARI20_000699-T1
OG0003523	XANPAGTX0501_002410-T1	XANPARI20_000697-T1
OG0003524	XANPAGTX0501_002407-T1	XANPARI20_000694-T1
OG0003525	XANPAGTX0501_002404-T1	XANPARI20_000690-T1
OG0003526	XANPAGTX0501_002403-T1	XANPARI20_000689-T1
OG0003527	XANPAGTX0501_002402-T1	XANPARI20_000688-T1
OG0003528	XANPAGTX0501_002401-T1	XANPARI20_000687-T1
OG0003529	XANPAGTX0501_002400-T1	XANPARI20_000686-T1
OG0003530	XANPAGTX0501_002397-T1	XANPARI20_000683-T1
OG0003531	XANPAGTX0501_002396-T1	XANPARI20_000682-T1
OG0003532	XANPAGTX0501_002395-T1	XANPARI20_000681-T1
OG0003533	XANPAGTX0501_002392-T1	XANPARI20_000678-T1
OG0003534	XANPAGTX0501_002391-T1	XANPARI20_000677-T1
OG0003535	XANPAGTX0501_002390-T1	XANPARI20_000676-T1
OG0003536	XANPAGTX0501_002389-T1	XANPARI20_000675-T1
OG0003537	XANPAGTX0501_002387-T1	XANPARI20_000673-T1
OG0003538	XANPAGTX0501_002386-T1	XANPARI20_000672-T1
OG0003539	XANPAGTX0501_002384-T1	XANPARI20_000670-T1
OG0003540	XANPAGTX0501_002383-T1	XANPARI20_000669-T1
OG0003541	XANPAGTX0501_002382-T1	XANPARI20_000668-T1
OG0003542	XANPAGTX0501_002381-T1	XANPARI20_000667-T1
OG0003543	XANPAGTX0501_002380-T1	XANPARI20_000666-T1
OG0003544	XANPAGTX0501_002379-T1	XANPARI20_000665-T1
OG0003545	XANPAGTX0501_002378-T1	XANPARI20_000664-T1
OG0003546	XANPAGTX0501_002376-T1	XANPARI20_000662-T1
OG0003547	XANPAGTX0501_002375-T1	XANPARI20_000661-T1
OG0003548	XANPAGTX0501_002374-T1	XANPARI20_000660-T1
OG0003549	XANPAGTX0501_002373-T1	XANPARI20_000659-T1
OG0003550	XANPAGTX0501_002372-T1	XANPARI20_000658-T1
OG0003551	XANPAGTX0501_002371-T1	XANPARI20_000657-T1
OG0003552	XANPAGTX0501_002369-T1	XANPARI20_000655-T1
OG0003553	XANPAGTX0501_002368-T1	XANPARI20_000654-T1
OG0003554	XANPAGTX0501_002367-T1	XANPARI20_000653-T1
OG0003555	XANPAGTX0501_002366-T1	XANPARI20_000652-T1
OG0003556	XANPAGTX0501_002365-T1	XANPARI20_000651-T1
OG0003557	XANPAGTX0501_002364-T1	XANPARI20_000650-T1
OG0003558	XANPAGTX0501_002363-T2, XANPAGTX0501_002363-T1	XANPARI20_000648-T1
OG0003559	XANPAGTX0501_002362-T1	XANPARI20_000647-T1
OG0003560	XANPAGTX0501_002361-T1	XANPARI20_000646-T1
OG0003561	XANPAGTX0501_002360-T1	XANPARI20_000645-T1
OG0003562	XANPAGTX0501_002356-T1	XANPARI20_000643-T1
OG0003563	XANPAGTX0501_002354-T1	XANPARI20_000641-T1
OG0003564	XANPAGTX0501_002353-T1	XANPARI20_000640-T1
OG0003565	XANPAGTX0501_002352-T1	XANPARI20_000639-T1
OG0003566	XANPAGTX0501_002351-T1	XANPARI20_000638-T1
OG0003567	XANPAGTX0501_002350-T1	XANPARI20_000637-T1
OG0003568	XANPAGTX0501_002348-T1	XANPARI20_000636-T1
OG0003569	XANPAGTX0501_002347-T1	XANPARI20_000635-T1
OG0003570	XANPAGTX0501_002345-T1	XANPARI20_000633-T1
OG0003571	XANPAGTX0501_002344-T1	XANPARI20_000632-T1
OG0003572	XANPAGTX0501_002342-T1	XANPARI20_000631-T1
OG0003573	XANPAGTX0501_002341-T1	XANPARI20_000630-T1
OG0003574	XANPAGTX0501_002340-T1	XANPARI20_000629-T1
OG0003575	XANPAGTX0501_002339-T1	XANPARI20_000628-T1
OG0003576	XANPAGTX0501_002338-T1	XANPARI20_000627-T1
OG0003577	XANPAGTX0501_002336-T1	XANPARI20_000626-T1
OG0003578	XANPAGTX0501_002334-T1	XANPARI20_000625-T1
OG0003579	XANPAGTX0501_002332-T1	XANPARI20_000623-T1
OG0003580	XANPAGTX0501_002331-T1	XANPARI20_000622-T1
OG0003581	XANPAGTX0501_002328-T1	XANPARI20_000619-T1
OG0003582	XANPAGTX0501_002327-T1	XANPARI20_000618-T1
OG0003583	XANPAGTX0501_002326-T1	XANPARI20_000617-T1
OG0003584	XANPAGTX0501_002324-T1	XANPARI20_000615-T1
OG0003585	XANPAGTX0501_002323-T1	XANPARI20_000614-T1
OG0003586	XANPAGTX0501_002322-T1	XANPARI20_000613-T1
OG0003587	XANPAGTX0501_002321-T1	XANPARI20_000612-T1
OG0003588	XANPAGTX0501_002319-T1	XANPARI20_000610-T1
OG0003589	XANPAGTX0501_002318-T1	XANPARI20_000609-T1
OG0003590	XANPAGTX0501_002317-T1	XANPARI20_000608-T1
OG0003591	XANPAGTX0501_002316-T1	XANPARI20_000607-T1
OG0003592	XANPAGTX0501_002314-T1	XANPARI20_000605-T1
OG0003593	XANPAGTX0501_002312-T1	XANPARI20_000604-T1
OG0003594	XANPAGTX0501_002311-T1	XANPARI20_000603-T1
OG0003595	XANPAGTX0501_002309-T1	XANPARI20_000601-T1
OG0003596	XANPAGTX0501_002308-T1	XANPARI20_000600-T1
OG0003597	XANPAGTX0501_002307-T1	XANPARI20_000599-T1
OG0003598	XANPAGTX0501_002306-T1	XANPARI20_000598-T1
OG0003599	XANPAGTX0501_002304-T1	XANPARI20_000596-T1
OG0003600	XANPAGTX0501_002303-T1	XANPARI20_000595-T1
OG0003601	XANPAGTX0501_002301-T1	XANPARI20_000594-T1
OG0003602	XANPAGTX0501_002300-T1	XANPARI20_000593-T1
OG0003603	XANPAGTX0501_002299-T1	XANPARI20_000592-T1
OG0003604	XANPAGTX0501_002298-T1	XANPARI20_000591-T1
OG0003605	XANPAGTX0501_002297-T1	XANPARI20_000590-T1
OG0003606	XANPAGTX0501_002296-T1	XANPARI20_000589-T1
OG0003607	XANPAGTX0501_002295-T1	XANPARI20_000588-T1
OG0003608	XANPAGTX0501_002293-T1	XANPARI20_000586-T1
OG0003609	XANPAGTX0501_002292-T1	XANPARI20_000585-T1
OG0003610	XANPAGTX0501_002289-T1	XANPARI20_000583-T1
OG0003611	XANPAGTX0501_002288-T1	XANPARI20_000582-T1
OG0003612	XANPAGTX0501_002287-T1	XANPARI20_000581-T1
OG0003613	XANPAGTX0501_002286-T1	XANPARI20_000580-T1
OG0003614	XANPAGTX0501_002285-T1	XANPARI20_000579-T1
OG0003615	XANPAGTX0501_002284-T1	XANPARI20_000578-T1
OG0003616	XANPAGTX0501_002283-T1	XANPARI20_000577-T1
OG0003617	XANPAGTX0501_002278-T1	XANPARI20_000573-T1
OG0003618	XANPAGTX0501_002277-T1	XANPARI20_000572-T1
OG0003619	XANPAGTX0501_002275-T1	XANPARI20_000570-T1
OG0003620	XANPAGTX0501_002274-T1	XANPARI20_000569-T1
OG0003621	XANPAGTX0501_002271-T1	XANPARI20_000566-T1
OG0003622	XANPAGTX0501_002270-T1	XANPARI20_000565-T1
OG0003623	XANPAGTX0501_002269-T1	XANPARI20_000564-T1
OG0003624	XANPAGTX0501_002268-T1	XANPARI20_000563-T1
OG0003625	XANPAGTX0501_002267-T1	XANPARI20_000562-T1
OG0003626	XANPAGTX0501_002266-T1	XANPARI20_000561-T1
OG0003627	XANPAGTX0501_002265-T1	XANPARI20_000560-T1
OG0003628	XANPAGTX0501_002263-T1	XANPARI20_000559-T1
OG0003629	XANPAGTX0501_002262-T1	XANPARI20_000558-T1
OG0003630	XANPAGTX0501_002260-T1	XANPARI20_000557-T1
OG0003631	XANPAGTX0501_002259-T1	XANPARI20_000556-T1
OG0003632	XANPAGTX0501_002257-T1	XANPARI20_000555-T1
OG0003633	XANPAGTX0501_002256-T1	XANPARI20_000554-T1
OG0003634	XANPAGTX0501_002253-T1	XANPARI20_000552-T1
OG0003635	XANPAGTX0501_002252-T1	XANPARI20_000551-T1
OG0003636	XANPAGTX0501_002251-T1	XANPARI20_000550-T1
OG0003637	XANPAGTX0501_002250-T1	XANPARI20_000549-T1
OG0003638	XANPAGTX0501_002247-T1	XANPARI20_000547-T1
OG0003639	XANPAGTX0501_002246-T1	XANPARI20_000546-T1
OG0003640	XANPAGTX0501_002243-T1	XANPARI20_000544-T1
OG0003641	XANPAGTX0501_002242-T1	XANPARI20_000543-T1
OG0003642	XANPAGTX0501_002241-T1	XANPARI20_000542-T1
OG0003643	XANPAGTX0501_002240-T1	XANPARI20_000541-T1
OG0003644	XANPAGTX0501_002239-T1	XANPARI20_000540-T1
OG0003645	XANPAGTX0501_002237-T1	XANPARI20_000539-T1
OG0003646	XANPAGTX0501_002235-T1	XANPARI20_000538-T1
OG0003647	XANPAGTX0501_002234-T1	XANPARI20_000537-T1
OG0003648	XANPAGTX0501_002232-T1	XANPARI20_000535-T1
OG0003649	XANPAGTX0501_002231-T1	XANPARI20_000534-T1
OG0003650	XANPAGTX0501_002230-T1	XANPARI20_000533-T1
OG0003651	XANPAGTX0501_002229-T1	XANPARI20_000532-T1
OG0003652	XANPAGTX0501_002228-T1	XANPARI20_000531-T1
OG0003653	XANPAGTX0501_002227-T1	XANPARI20_000530-T1
OG0003654	XANPAGTX0501_002226-T1	XANPARI20_000529-T1
OG0003655	XANPAGTX0501_002225-T1	XANPARI20_000528-T1
OG0003656	XANPAGTX0501_002224-T1	XANPARI20_000527-T1
OG0003657	XANPAGTX0501_002223-T1	XANPARI20_000526-T1
OG0003658	XANPAGTX0501_002221-T1	XANPARI20_000524-T1
OG0003659	XANPAGTX0501_002218-T1	XANPARI20_000523-T1
OG0003660	XANPAGTX0501_002216-T1	XANPARI20_000522-T1
OG0003661	XANPAGTX0501_002215-T1	XANPARI20_000521-T1
OG0003662	XANPAGTX0501_002214-T1	XANPARI20_000520-T1
OG0003663	XANPAGTX0501_002213-T1	XANPARI20_000519-T1
OG0003664	XANPAGTX0501_002211-T1	XANPARI20_000517-T1
OG0003665	XANPAGTX0501_002210-T1	XANPARI20_000516-T1
OG0003666	XANPAGTX0501_002207-T1	XANPARI20_000514-T1
OG0003667	XANPAGTX0501_002205-T1	XANPARI20_000512-T1
OG0003668	XANPAGTX0501_002204-T1	XANPARI20_000511-T1
OG0003669	XANPAGTX0501_002203-T1	XANPARI20_000510-T1
OG0003670	XANPAGTX0501_002201-T1	XANPARI20_000508-T1
OG0003671	XANPAGTX0501_002197-T1	XANPARI20_000505-T1
OG0003672	XANPAGTX0501_002196-T1	XANPARI20_000504-T1
OG0003673	XANPAGTX0501_002194-T1	XANPARI20_000502-T1
OG0003674	XANPAGTX0501_002193-T1	XANPARI20_000501-T1
OG0003675	XANPAGTX0501_002192-T1	XANPARI20_000500-T1
OG0003676	XANPAGTX0501_002191-T1	XANPARI20_000499-T1
OG0003677	XANPAGTX0501_002190-T1	XANPARI20_000498-T1
OG0003678	XANPAGTX0501_002189-T1	XANPARI20_000497-T1
OG0003679	XANPAGTX0501_002188-T1	XANPARI20_000496-T1
OG0003680	XANPAGTX0501_002187-T1	XANPARI20_000495-T1
OG0003681	XANPAGTX0501_002186-T1	XANPARI20_000494-T1
OG0003682	XANPAGTX0501_002184-T1	XANPARI20_000492-T1
OG0003683	XANPAGTX0501_002183-T1	XANPARI20_000491-T1
OG0003684	XANPAGTX0501_002182-T1	XANPARI20_000490-T1
OG0003685	XANPAGTX0501_002181-T1	XANPARI20_000489-T1
OG0003686	XANPAGTX0501_002179-T1	XANPARI20_000488-T1
OG0003687	XANPAGTX0501_002178-T1	XANPARI20_000487-T1
OG0003688	XANPAGTX0501_002176-T1	XANPARI20_000486-T1
OG0003689	XANPAGTX0501_002175-T1	XANPARI20_000485-T1
OG0003690	XANPAGTX0501_002173-T1	XANPARI20_000483-T1
OG0003691	XANPAGTX0501_002172-T1	XANPARI20_000482-T1
OG0003692	XANPAGTX0501_002170-T1	XANPARI20_000481-T1
OG0003693	XANPAGTX0501_002169-T1	XANPARI20_000480-T1
OG0003694	XANPAGTX0501_002168-T1	XANPARI20_000479-T1
OG0003695	XANPAGTX0501_002167-T1	XANPARI20_000478-T1
OG0003696	XANPAGTX0501_002166-T1	XANPARI20_000477-T1
OG0003697	XANPAGTX0501_002163-T1	XANPARI20_000476-T1
OG0003698	XANPAGTX0501_002157-T1	XANPARI20_000472-T1
OG0003699	XANPAGTX0501_002156-T1	XANPARI20_000471-T1
OG0003700	XANPAGTX0501_002155-T1	XANPARI20_000470-T1
OG0003701	XANPAGTX0501_002154-T1	XANPARI20_000469-T1
OG0003702	XANPAGTX0501_002153-T1	XANPARI20_000468-T1
OG0003703	XANPAGTX0501_002152-T1	XANPARI20_000467-T1
OG0003704	XANPAGTX0501_002150-T1	XANPARI20_000464-T1
OG0003705	XANPAGTX0501_002149-T1	XANPARI20_000463-T1
