query	subject	pid	taxid	phylum	class	order	species
XANPAOZ2100_002165-T1	KAI9760680.1	36.332	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPAOZ2100_002165-T1	KAF2229447.1	53.226	1048519	Ascomycota	Dothideomycetes	Trypetheliales	Viridothelium virens
XANPAOZ2100_002165-T1	KAF2229447.1	34.783	1048519	Ascomycota	Dothideomycetes	Trypetheliales	Viridothelium virens
XANPAOZ2100_002165-T1	KFY80531.1	32.692	1420912	Ascomycota	Leotiomycetes	Thelebolales	Pseudogymnoascus sp. VKM F-103
XANPAOZ2100_002165-T1	KAK5163302.1	53.226	2901249	Ascomycota	Dothideomycetes	Mycosphaerellales	Oleoguttula sp. CCFEE 6159
XANPAOZ2100_002165-T1	KAK5163302.1	37.545	2901249	Ascomycota	Dothideomycetes	Mycosphaerellales	Oleoguttula sp. CCFEE 6159
XANPAOZ2100_002165-T1	KAI9773395.1	49.254	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPAOZ2100_002165-T1	KAI9773395.1	34.948	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPAOZ2100_002165-T1	KAF4218224.1	31.653	340414	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus fumigatiaffinis
XANPAOZ2100_002165-T1	KAF4230620.1	31.452	340414	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus fumigatiaffinis
XANPAOZ2100_002165-T1	KAF4213737.1	30.909	340414	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus fumigatiaffinis
XANPAOZ2100_002165-T1	KFY17790.1	31.2	1420902	Ascomycota	Leotiomycetes	Thelebolales	Pseudogymnoascus sp. VKM F-4246
XANPAOZ2100_002165-T1	KFY42447.1	31.2	1420907	Ascomycota	Leotiomycetes	Thelebolales	Pseudogymnoascus sp. VKM F-4513 (FW-928)
XANPAOZ2100_002165-T1	MCJ1473163.1	37.906	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	MCJ1280059.1	42.57	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	MCJ1280059.1	43.382	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	KAI9676515.1	52.151	2939410	Ascomycota	Lecanoromycetes	Acarosporales	Caeruleum heppii
XANPAOZ2100_002165-T1	KAI9676515.1	41.379	2939410	Ascomycota	Lecanoromycetes	Acarosporales	Caeruleum heppii
XANPAOZ2100_002165-T1	XP_007805642.1	50.538	1263415	Ascomycota	Eurotiomycetes	Verrucariales	Endocarpon pusillum
XANPAOZ2100_002165-T1	XP_007805642.1	34.875	1263415	Ascomycota	Eurotiomycetes	Verrucariales	Endocarpon pusillum
XANPAOZ2100_002165-T1	KAL2049568.1	53.171	1340010	Ascomycota	Lecanoromycetes	Lecanorales	Lepraria finkii
XANPAOZ2100_002165-T1	KAL2049568.1	35.357	1340010	Ascomycota	Lecanoromycetes	Lecanorales	Lepraria finkii
XANPAOZ2100_002165-T1	KAL2048961.1	55.026	1340010	Ascomycota	Lecanoromycetes	Lecanorales	Lepraria finkii
XANPAOZ2100_002165-T1	KAL2048961.1	34.532	1340010	Ascomycota	Lecanoromycetes	Lecanorales	Lepraria finkii
XANPAOZ2100_002165-T1	TKA80622.1	36.996	331657	Ascomycota	Dothideomycetes	NA	Cryomyces minteri
XANPAOZ2100_002165-T1	TKA80622.1	50	331657	Ascomycota	Dothideomycetes	NA	Cryomyces minteri
XANPAOZ2100_002165-T1	MCJ1330302.1	49.733	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	MCJ1330302.1	29.646	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	CAF9908088.1	47.849	1940652	Ascomycota	Lecanoromycetes	Ostropales	Gomphillus americanus
XANPAOZ2100_002165-T1	KAF7505062.1	47.849	364733	Ascomycota	Eurotiomycetes	Verrucariales	Endocarpon pusillum
XANPAOZ2100_002165-T1	KAF7505062.1	34.657	364733	Ascomycota	Eurotiomycetes	Verrucariales	Endocarpon pusillum
XANPAOZ2100_002165-T1	MCJ1449351.1	45.946	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	PPJ55138.1	48.387	357750	Ascomycota	Dothideomycetes	Mycosphaerellales	Cercospora berteroae
XANPAOZ2100_002165-T1	PPJ55138.1	30.544	357750	Ascomycota	Dothideomycetes	Mycosphaerellales	Cercospora berteroae
XANPAOZ2100_002165-T1	QSS66922.1	34.242	5037	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma capsulatum
XANPAOZ2100_002165-T1	XP_044662683.1	48.387	84275	Ascomycota	Dothideomycetes	Mycosphaerellales	Cercospora kikuchii
XANPAOZ2100_002165-T1	XP_044662683.1	31.022	84275	Ascomycota	Dothideomycetes	Mycosphaerellales	Cercospora kikuchii
XANPAOZ2100_002165-T1	KAI9799077.1	36.9	2939412	Ascomycota	Lecanoromycetes	NA	Piccolia ochrophora
XANPAOZ2100_002165-T1	KAI9799077.1	50.27	2939412	Ascomycota	Lecanoromycetes	NA	Piccolia ochrophora
XANPAOZ2100_002165-T1	MCJ1445303.1	36.996	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	MCJ1445303.1	42.703	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	XP_003847415.1	46.237	336722	Ascomycota	Dothideomycetes	Mycosphaerellales	Zymoseptoria tritici
XANPAOZ2100_002165-T1	XP_003847415.1	34.05	336722	Ascomycota	Dothideomycetes	Mycosphaerellales	Zymoseptoria tritici
XANPAOZ2100_002165-T1	KAI9768255.1	41.475	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPAOZ2100_002165-T1	KAI9768255.1	32.74	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPAOZ2100_002165-T1	QMW31578.1	35.971	332952	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus flavus
XANPAOZ2100_002165-T1	GMG15139.1	35.971	5062	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus oryzae
XANPAOZ2100_002165-T1	EER44423.1	34.643	544712	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma capsulatum
XANPAOZ2100_002165-T1	KAE8423648.1	36.232	1825620	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus pseudocaelatus
XANPAOZ2100_002165-T1	KAE8423648.1	35.638	1825620	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus pseudocaelatus
XANPAOZ2100_002165-T1	XP_067473573.1	35.971	767769	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus brasiliensis
XANPAOZ2100_002165-T1	XP_067473573.1	38.71	767769	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus brasiliensis
XANPAOZ2100_002165-T1	KAJ9386294.1	47.027	264951	Ascomycota	Eurotiomycetes	Eurotiales	Paecilomyces variotii
XANPAOZ2100_002165-T1	KAJ9386294.1	32.99	264951	Ascomycota	Eurotiomycetes	Eurotiales	Paecilomyces variotii
XANPAOZ2100_002165-T1	KAE8159239.1	36.232	41984	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus tamarii
XANPAOZ2100_002165-T1	KAE8159239.1	35.638	41984	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus tamarii
XANPAOZ2100_002165-T1	GKZ51019.1	35.938	319629	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus brasiliensis
XANPAOZ2100_002165-T1	XP_001537298.1	33.333	2059318	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma mississippiense (nom. inval.)
XANPAOZ2100_002165-T1	XP_001537298.1	36.066	2059318	Ascomycota	Eurotiomycetes	Onygenales	Histoplasma mississippiense (nom. inval.)
XANPAOZ2100_002165-T1	THC92162.1	34.589	1220188	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus tanneri
XANPAOZ2100_002165-T1	THC92162.1	34.343	1220188	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus tanneri
XANPAOZ2100_002165-T1	GKZ27126.1	35.294	319629	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus brasiliensis
XANPAOZ2100_002165-T1	PGG96243.1	34.276	1447883	Ascomycota	Eurotiomycetes	Onygenales	Polytolypa hystricis
XANPAOZ2100_002165-T1	PGG96243.1	35.681	1447883	Ascomycota	Eurotiomycetes	Onygenales	Polytolypa hystricis
XANPAOZ2100_002165-T1	KAL1885228.1	47.027	3004212	Ascomycota	Eurotiomycetes	Eurotiales	Paecilomyces lecythidis
XANPAOZ2100_002165-T1	KAK3167631.1	35.802	209136	Ascomycota	Lecanoromycetes	Lecanorales	Lepraria neglecta
XANPAOZ2100_002165-T1	KAK3167631.1	55.714	209136	Ascomycota	Lecanoromycetes	Lecanorales	Lepraria neglecta
XANPAOZ2100_002165-T1	KAK5699335.1	43.578	574655	Ascomycota	Dothideomycetes	Mycosphaerellales	Elasticomyces elasticus
XANPAOZ2100_002165-T1	KAL5365094.1	38.235	658358	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus floccosus
XANPAOZ2100_002165-T1	KAL5365094.1	40.541	658358	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus floccosus
XANPAOZ2100_002165-T1	KAI9766696.1	45.699	1086352	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossum simile
XANPAOZ2100_002165-T1	KAK3614097.1	43.578	574655	Ascomycota	Dothideomycetes	Mycosphaerellales	Elasticomyces elasticus
XANPAOZ2100_002165-T1	KAK6815592.1	36.331	5067	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus parasiticus
XANPAOZ2100_002165-T1	KAK6815592.1	35.071	5067	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus parasiticus
XANPAOZ2100_002165-T1	TKA60681.1	45.304	329884	Ascomycota	Dothideomycetes	Mycosphaerellales	Friedmanniomyces simplex
XANPAOZ2100_002165-T1	ODM15766.1	43.784	573508	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus cristatus
XANPAOZ2100_002165-T1	KAK5687818.1	43.578	574655	Ascomycota	Dothideomycetes	Mycosphaerellales	Elasticomyces elasticus
XANPAOZ2100_002165-T1	KAK3616763.1	43.578	574655	Ascomycota	Dothideomycetes	Mycosphaerellales	Elasticomyces elasticus
XANPAOZ2100_002165-T1	XP_041146582.2	35.971	5059	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus flavus
XANPAOZ2100_002165-T1	XP_041146582.2	34.434	5059	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus flavus
XANPAOZ2100_002165-T1	BDD61165.1	37.818	5098	Ascomycota	Eurotiomycetes	Eurotiales	Monascus purpureus
XANPAOZ2100_002165-T1	BDD61165.1	40	5098	Ascomycota	Eurotiomycetes	Eurotiales	Monascus purpureus
XANPAOZ2100_002165-T1	RAQ76853.1	35.971	5059	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus flavus
XANPAOZ2100_002165-T1	RAQ76853.1	34.434	5059	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus flavus
XANPAOZ2100_002165-T1	KAK3615000.1	43.578	574655	Ascomycota	Dothideomycetes	Mycosphaerellales	Elasticomyces elasticus
XANPAOZ2100_002165-T1	KAK3615000.1	27.545	574655	Ascomycota	Dothideomycetes	Mycosphaerellales	Elasticomyces elasticus
XANPAOZ2100_002165-T1	KAF7621575.1	35.971	332952	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus flavus
XANPAOZ2100_002165-T1	KAF7621575.1	34.434	332952	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus flavus
XANPAOZ2100_002165-T1	GBF63944.1	36.508	523103	Ascomycota	Eurotiomycetes	Onygenales	Trichophyton mentagrophytes
XANPAOZ2100_002165-T1	GBF63944.1	31.25	523103	Ascomycota	Eurotiomycetes	Onygenales	Trichophyton mentagrophytes
XANPAOZ2100_002165-T1	TQB71048.1	37.868	5098	Ascomycota	Eurotiomycetes	Eurotiales	Monascus purpureus
XANPAOZ2100_002165-T1	TQB71048.1	40	5098	Ascomycota	Eurotiomycetes	Eurotiales	Monascus purpureus
XANPAOZ2100_002165-T1	MCJ1455403.1	43.636	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	MCJ1313689.1	36.777	NA	NA	NA	NA	NA
XANPAOZ2100_002165-T1	KAK0301634.1	40.93	329885	Ascomycota	Dothideomycetes	Mycosphaerellales	Friedmanniomyces endolithicus
XANPAOZ2100_002165-T1	KAE8327057.1	35.612	1034303	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus sergii
XANPAOZ2100_002165-T1	KAE8327057.1	34.434	1034303	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus sergii
XANPAOZ2100_002165-T1	KAI9888422.1	42.5	2939405	Ascomycota	NA	Vezdaeales	Vezdaea aestivalis
XANPAOZ2100_002165-T1	XP_045939572.1	37.545	138277	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus melleus
XANPAOZ2100_002165-T1	XP_045939572.1	39.459	138277	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus melleus
XANPAOZ2100_002165-T1	EFW18654.1	34.545	443226	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPAOZ2100_002165-T1	EFW18654.1	38.743	443226	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPAOZ2100_002165-T1	PIG87485.1	40.092	656916	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus arachidicola
XANPAOZ2100_002165-T1	PIG87485.1	33.086	656916	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus arachidicola
XANPAOZ2100_002165-T1	KAL2808644.1	33.214	176169	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus granulosus
XANPAOZ2100_002165-T1	KAL2808644.1	37.755	176169	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus granulosus
XANPAOZ2100_002165-T1	KAK6811311.1	39.631	5067	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus parasiticus
XANPAOZ2100_002165-T1	KAK6811311.1	33.086	5067	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus parasiticus
XANPAOZ2100_002165-T1	XP_065980904.1	34.545	443226	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPAOZ2100_002165-T1	XP_065980904.1	39.459	443226	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPAOZ2100_002165-T1	EFW18627.1	34.545	443226	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPAOZ2100_002165-T1	EFW18627.1	38.743	443226	Ascomycota	Eurotiomycetes	Onygenales	Coccidioides posadasii
XANPAOZ2100_002165-T1	XP_069266650.1	40.284	5541	Ascomycota	Eurotiomycetes	Eurotiales	Thermomyces lanuginosus
XANPAOZ2100_002165-T1	XP_069266650.1	28.729	5541	Ascomycota	Eurotiomycetes	Eurotiales	Thermomyces lanuginosus
XANPAOZ2100_002165-T1	KAE8334772.1	40.092	656916	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus arachidicola
XANPAOZ2100_002165-T1	KAE8334772.1	33.086	656916	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus arachidicola
XANPAOZ2100_002165-T1	KAE8308576.1	39.631	1034304	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus transmontanensis
XANPAOZ2100_002165-T1	KAE8308576.1	33.061	1034304	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus transmontanensis
XANPAOZ2100_002165-T1	KAF1349753.1	45.699	147560	Ascomycota	Dothideomycetes	Dothideales	Delphinella strobiligena
XANPAOZ2100_002165-T1	KAF1349753.1	26.866	147560	Ascomycota	Dothideomycetes	Dothideales	Delphinella strobiligena
XANPAOZ2100_002165-T1	XP_015405754.1	39.171	1509407	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus nomiae
XANPAOZ2100_002165-T1	XP_015405754.1	32.967	1509407	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus nomiae
XANPAOZ2100_002165-T1	XP_031937098.1	36.823	1506151	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus pseudonomiae
XANPAOZ2100_002165-T1	XP_031937098.1	40.594	1506151	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillus pseudonomiae
XANPAOZ2100_002166-T1	CAL8575822.1	100	107463	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria parietina
XANPAOZ2100_002166-T1	KAI4192893.1	97.391	1445009	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistes chrysophthalmus
XANPAOZ2100_002166-T1	KAI4093293.1	95.708	408593	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria mediterranea
XANPAOZ2100_002166-T1	KAJ9663197.1	73.684	3383035	Ascomycota	Eurotiomycetes	Chaetothyriales	Neophaeococcomyces mojaviensis
XANPAOZ2100_002166-T1	XP_007758674.1	75.676	1182544	Ascomycota	Eurotiomycetes	Chaetothyriales	Cladophialophora yegresii
XANPAOZ2100_002166-T1	KAK5454435.1	75.446	348802	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala xenobiotica
XANPAOZ2100_002166-T1	XP_018692687.1	74.107	1367422	Ascomycota	Eurotiomycetes	Chaetothyriales	Fonsecaea erecta
XANPAOZ2100_002166-T1	KAK5099535.1	78.673	1690604	Ascomycota	Eurotiomycetes	Chaetothyriales	Lithohypha guttulata
XANPAOZ2100_002166-T1	XP_007746903.1	73.684	1182543	Ascomycota	Eurotiomycetes	Chaetothyriales	Cladophialophora psammophila
XANPAOZ2100_002166-T1	KAI4207110.1	94.505	262315	Ascomycota	Lecanoromycetes	Teloschistales	Xanthoria aureola
XANPAOZ2100_002166-T1	KAJ9493782.1	73.661	348802	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala xenobiotica
XANPAOZ2100_002166-T1	XP_007803548.1	73.451	1263415	Ascomycota	Eurotiomycetes	Verrucariales	Endocarpon pusillum
XANPAOZ2100_002166-T1	KAK6371720.1	73.333	215243	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala oligosperma
XANPAOZ2100_002166-T1	KAJ9621136.1	73.333	1002370	Ascomycota	Eurotiomycetes	Chaetothyriales	Knufia peltigerae
XANPAOZ2100_002166-T1	KAK5192431.1	73.661	348802	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala xenobiotica
XANPAOZ2100_002166-T1	KAK5555090.1	73.214	348802	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala xenobiotica
XANPAOZ2100_002166-T1	XP_013312947.1	76.777	348802	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala xenobiotica
XANPAOZ2100_002166-T1	XP_016630660.1	73.451	1442371	Ascomycota	Eurotiomycetes	Chaetothyriales	Fonsecaea multimorphosa
XANPAOZ2100_002166-T1	RVX73328.1	70.87	212818	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala mesophila
XANPAOZ2100_002166-T1	OCT54692.1	72.35	86049	Ascomycota	Eurotiomycetes	Chaetothyriales	Cladophialophora carrionii
XANPAOZ2100_002166-T1	KAI9750232.1	76.168	164576	Ascomycota	Coniocybomycetes	Coniocybales	Chaenotheca gracillima
XANPAOZ2100_002166-T1	XP_016226553.1	70.87	212818	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala mesophila
XANPAOZ2100_002166-T1	XP_008727358.1	69.869	1279043	Ascomycota	Eurotiomycetes	Chaetothyriales	Cladophialophora carrionii
XANPAOZ2100_002166-T1	XP_016259934.1	73.636	215243	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala oligosperma
XANPAOZ2100_002166-T1	XP_008712036.1	72.727	1220924	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophora europaea
XANPAOZ2100_002166-T1	XP_013261564.1	68.996	1182545	Ascomycota	Eurotiomycetes	Chaetothyriales	Exophiala aquamarina
XANPAOZ2100_002166-T1	XP_007755789.1	67.532	1182544	Ascomycota	Eurotiomycetes	Chaetothyriales	Cladophialophora yegresii
XANPAOZ2100_002166-T1	RMD41793.1	71.963	2249417	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales sp. CBS 134920
XANPAOZ2100_002166-T1	KAI1252634.1	67.606	97096	Ascomycota	Sordariomycetes	Xylariales	Eutypa lata
XANPAOZ2100_002166-T1	KAI6083044.1	68.095	110542	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon rubiginosum
XANPAOZ2100_002166-T1	KAI4864092.1	64.286	110542	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon rubiginosum
XANPAOZ2100_002166-T1	KAI4245767.1	70.142	2903221	Ascomycota	Lecanoromycetes	Teloschistales	Xanthomendoza cf. fulva
XANPAOZ2100_002166-T1	KAI1400931.1	66.667	109372	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon fuscum
XANPAOZ2100_002166-T1	KAI1761087.1	66.029	2663364	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. FL1150
XANPAOZ2100_002166-T1	KAI1773278.1	66.19	326656	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon cercidicola
XANPAOZ2100_002166-T1	KAI5920112.1	61.818	110548	Ascomycota	Sordariomycetes	Xylariales	Camillea tinctor
XANPAOZ2100_002166-T1	KAI2617867.1	64.319	2663366	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. NC1633
XANPAOZ2100_002166-T1	CAJ2504756.1	64.623	933095	Ascomycota	Sordariomycetes	Xylariales	Anthostomella pinea
XANPAOZ2100_002166-T1	KAI1408684.1	64.151	2614582	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. FL1857
XANPAOZ2100_002166-T1	KAI0179903.1	63.81	2663365	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. FL1284
XANPAOZ2100_002166-T1	KAI1492282.1	60.731	97377	Ascomycota	Sordariomycetes	Xylariales	Biscogniauxia mediterranea
XANPAOZ2100_002166-T1	KAI1498004.1	63.81	110534	Ascomycota	Sordariomycetes	Xylariales	Biscogniauxia marginata
XANPAOZ2100_002166-T1	KAI1640845.1	60.731	97377	Ascomycota	Sordariomycetes	Xylariales	Biscogniauxia mediterranea
XANPAOZ2100_002166-T1	KAI1446042.1	60.55	326628	Ascomycota	Sordariomycetes	Xylariales	Annulohypoxylon stygium
XANPAOZ2100_002166-T1	XP_051313841.1	63.679	326681	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon trugodes
XANPAOZ2100_002166-T1	KAI0139153.1	60.849	2614607	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. NC0597
XANPAOZ2100_002166-T1	KAI9903951.1	63.033	47278	Ascomycota	Sordariomycetes	Hypocreales	Trichothecium roseum
XANPAOZ2100_002166-T1	XP_047853181.1	62.085	327061	Ascomycota	Sordariomycetes	Xylariales	Annulohypoxylon truncatum
XANPAOZ2100_002166-T1	OTA96171.1	62.264	1001938	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. CO27-5
XANPAOZ2100_002166-T1	KFA60282.1	62.326	1283841	Ascomycota	Sordariomycetes	Hypocreales	Stachybotrys chlorohalonatus
XANPAOZ2100_002166-T1	KAI0894518.1	59.361	326626	Ascomycota	Sordariomycetes	Xylariales	Annulohypoxylon nitens
XANPAOZ2100_002166-T1	KAI2633279.1	62.264	152308	Ascomycota	Sordariomycetes	Xylariales	Hypomontagnella submonticulosa
XANPAOZ2100_002166-T1	KAI1089006.1	62.857	392036	Ascomycota	Sordariomycetes	Xylariales	Rostrohypoxylon terebratum
XANPAOZ2100_002166-T1	XP_047860149.1	62.441	114800	Ascomycota	Sordariomycetes	Xylariales	Daldinia vernicosa
XANPAOZ2100_002166-T1	OTA56609.1	62.381	1001937	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. EC38
XANPAOZ2100_002166-T1	KAI0376055.1	62.085	2487000	Ascomycota	Sordariomycetes	Xylariales	Hypomontagnella monticulosa
XANPAOZ2100_002166-T1	KAI2466295.1	61.792	326617	Ascomycota	Sordariomycetes	Xylariales	Annulohypoxylon bovei
XANPAOZ2100_002166-T1	KAI0836520.1	63.208	2614585	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. FL0890
XANPAOZ2100_002166-T1	XP_047822353.1	64.762	1927788	Ascomycota	Sordariomycetes	Xylariales	Annulohypoxylon maeteangense
XANPAOZ2100_002166-T1	KAI1452984.1	63.333	326622	Ascomycota	Sordariomycetes	Xylariales	Annulohypoxylon moriforme
XANPAOZ2100_002166-T1	KEY68193.1	64.078	1280523	Ascomycota	Sordariomycetes	Hypocreales	Stachybotrys chartarum
XANPAOZ2100_002166-T1	KAI1134591.1	61.321	2614586	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon sp. FL0543
XANPAOZ2100_002166-T1	KFA71999.1	64.078	1283842	Ascomycota	Sordariomycetes	Hypocreales	Stachybotrys chartarum
XANPAOZ2100_002166-T1	XP_049156454.1	62.441	103429	Ascomycota	Sordariomycetes	Xylariales	Daldinia loculata
XANPAOZ2100_002166-T1	KAI1373170.1	62.911	326657	Ascomycota	Sordariomycetes	Xylariales	Hypoxylon crocopeplum
XANPAOZ2100_002166-T1	KAI0594001.1	61.429	2614606	Ascomycota	Sordariomycetes	Xylariales	Biscogniauxia sp. FL1348
XANPAOZ2100_002166-T1	KAI1074758.1	63.333	110547	Ascomycota	Sordariomycetes	Xylariales	Whalleya microplaca
XANPAOZ2100_002166-T1	XP_049096896.1	61.502	326647	Ascomycota	Sordariomycetes	Xylariales	Daldinia decipiens
XANPAOZ2100_002166-T1	KAI0017974.1	60.664	2614611	Ascomycota	Sordariomycetes	NA	Xylariomycetidae sp. FL0641
XANPAOZ2100_002166-T1	KAI8958830.1	62.381	2614575	Ascomycota	Sordariomycetes	Xylariales	Daldinia sp. FL1419
XANPAOZ2100_002166-T1	KAI0116765.1	61.972	103428	Ascomycota	Sordariomycetes	Xylariales	Daldinia grandis
XANPAOZ2100_002166-T1	KAI0446339.1	60.563	477509	Ascomycota	Sordariomycetes	Xylariales	Xylaria telfairii
XANPAOZ2100_002166-T1	KFA51422.1	64.078	1280524	Ascomycota	Sordariomycetes	Hypocreales	Stachybotrys chartarum
XANPAOZ2100_002166-T1	KAI1799628.1	60.563	326643	Ascomycota	Sordariomycetes	Xylariales	Daldinia bambusicola
XANPAOZ2100_002166-T1	XP_033438232.1	61.972	326645	Ascomycota	Sordariomycetes	Xylariales	Daldinia childiae
XANPAOZ2100_002166-T1	KAI1334031.1	62.201	2614588	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae sp. FL0016
XANPAOZ2100_002166-T1	KAI0973669.1	61.353	114810	Ascomycota	Sordariomycetes	Xylariales	Xylaria arbuscula
XANPAOZ2100_002166-T1	KAI1483216.1	60.094	292717	Ascomycota	Sordariomycetes	Xylariales	Daldinia eschscholtzii
XANPAOZ2100_002166-T1	OTB10611.1	60.094	1001832	Ascomycota	Sordariomycetes	Xylariales	Daldinia sp. EC12
XANPAOZ2100_002166-T1	KAI0423550.1	57.534	2614583	Ascomycota	Sordariomycetes	Xylariales	Xylaria sp. FL1042
XANPAOZ2100_002166-T1	KAJ2996252.1	63.592	42375	Ascomycota	Sordariomycetes	Xylariales	Xylaria curta
XANPAOZ2100_002166-T1	XP_030996749.1	60.829	1093900	Ascomycota	Sordariomycetes	Thyridiales	Thyridium curvatum
XANPAOZ2100_002166-T1	GAP88464.1	61.353	77044	Ascomycota	Sordariomycetes	Xylariales	Rosellinia necatrix
XANPAOZ2100_002166-T1	KAI1749272.1	62.621	114812	Ascomycota	Sordariomycetes	Xylariales	Xylaria castorea
XANPAOZ2100_002166-T1	KAI1174484.1	62.802	2614608	Ascomycota	Sordariomycetes	Xylariales	Nemania sp. FL0916
